id_client,nom,ville,type_client,plafond_credit
1141,Client_1141,Bobo-Dioulasso,particulier,50000
1142,Client_1142,Ouagadougou,comptoir,1000000
1143,Client_1143,Ouagadougou,particulier,500000
1144,Client_1144,Bobo-Dioulasso,particulier,100000
1145,Client_1145,Koudougou,particulier,500000
1146,Client_1146,Bobo-Dioulasso,particulier,1000000
1147,Client_1147,Ouagadougou,particulier,1000000
1148,Client_1148,Ouagadougou,particulier,100000
1149,Client_1149,Ouagadougou,particulier,0
1150,Client_1150,Bobo-Dioulasso,particulier,100000
1151,Client_1151,Bobo-Dioulasso,particulier,1000000
1152,Client_1152,Bobo-Dioulasso,comptoir,50000
1153,Client_1153,Koudougou,particulier,1000000
1154,Client_1154,Ouagadougou,comptoir,1000000
1155,Client_1155,Ouagadougou,particulier,0
1156,Client_1156,Bobo-Dioulasso,particulier,1000000
1157,Client_1157,Bobo-Dioulasso,particulier,1000000
1158,Client_1158,Koudougou,particulier,500000
1159,Client_1159,Ouagadougou,particulier,1000000
1160,Client_1160,Koudougou,particulier,100000
1161,Client_1161,Bobo-Dioulasso,entreprise,1000000
1162,Client_1162,Bobo-Dioulasso,particulier,1000000
1163,Client_1163,Ouagadougou,entreprise,500000
1164,Client_1164,Ouagadougou,particulier,500000
1165,Client_1165,Ouagadougou,entreprise,0
1166,Client_1166,Ouagadougou,particulier,50000
1167,Client_1167,Ouagadougou,entreprise,0
1168,Client_1168,Ouagadougou,particulier,0
1169,Client_1169,Ouagadougou,particulier,500000
1170,Client_1170,Ouagadougou,particulier,0
1171,Client_1171,Koudougou,particulier,50000
1172,Client_1172,Ouagadougou,particulier,1000000
1173,Client_1173,Koudougou,particulier,100000
1174,Client_1174,Bobo-Dioulasso,particulier,500000
1175,Client_1175,Bobo-Dioulasso,particulier,1000000
1176,Client_1176,Bobo-Dioulasso,particulier,0
1177,Client_1177,Bobo-Dioulasso,entreprise,0
1178,Client_1178,Ouagadougou,particulier,1000000
1179,Client_1179,Ouagadougou,entreprise,1000000
1180,Client_1180,Bobo-Dioulasso,particulier,100000
1181,Client_1181,Ouagadougou,particulier,50000
1182,Client_1182,Bobo-Dioulasso,comptoir,1000000
1183,Client_1183,Bobo-Dioulasso,particulier,100000
1184,Client_1184,Ouagadougou,comptoir,50000
1185,Client_1185,Koudougou,entreprise,0
1186,Client_1186,Ouagadougou,particulier,1000000
1187,Client_1187,Ouagadougou,comptoir,0
1188,Client_1188,Ouagadougou,particulier,1000000
1189,Client_1189,Koudougou,particulier,1000000
1190,Client_1190,Ouagadougou,particulier,500000
1191,Client_1191,Bobo-Dioulasso,particulier,500000
1192,Client_1192,Bobo-Dioulasso,particulier,50000
1193,Client_1193,Ouagadougou,particulier,500000
1194,Client_1194,Ouagadougou,particulier,100000
1195,Client_1195,Ouagadougou,comptoir,500000
1196,Client_1196,Ouagadougou,particulier,0
1197,Client_1197,Koudougou,particulier,50000
1198,Client_1198,Bobo-Dioulasso,particulier,0
1199,Client_1199,Koudougou,particulier,100000
1200,Client_1200,Ouagadougou,particulier,50000
