date,id_medicament,entree,sortie,stock_fin
2025-01-08,M07,0,0,169
2025-01-09,M07,0,4,165
2025-01-10,M07,0,1,164
2025-01-11,M07,0,1,163
2025-01-12,M07,0,1,162
2025-01-13,M07,0,0,162
2025-01-14,M07,0,0,162
2025-01-15,M07,0,4,158
2025-01-16,M07,0,1,157
2025-01-17,M07,0,3,154
2025-01-18,M07,0,3,151
2025-01-19,M07,0,3,148
2025-01-20,M07,0,1,147
2025-01-21,M07,30,2,175
2025-01-22,M07,0,4,171
2025-01-23,M07,0,3,168
2025-01-24,M07,0,3,165
2025-01-25,M07,0,3,162
2025-01-26,M07,0,3,159
2025-01-27,M07,0,3,156
2025-01-28,M07,0,1,155
2025-01-29,M07,0,2,153
2025-01-30,M07,0,3,150
2025-01-31,M07,0,2,148
2025-02-01,M07,0,1,147
2025-02-02,M07,0,1,146
2025-02-03,M07,0,2,144
2025-02-04,M07,0,0,144
2025-02-05,M07,0,0,144
2025-02-06,M07,0,4,140
2025-02-07,M07,34,0,174
2025-02-08,M07,0,4,170
2025-02-09,M07,0,3,167
2025-02-10,M07,0,1,166
2025-02-11,M07,0,2,164
2025-02-12,M07,0,2,162
2025-02-13,M07,0,4,158
2025-02-14,M07,0,3,155
2025-02-15,M07,0,3,152
2025-02-16,M07,0,1,151
2025-02-17,M07,0,1,150
2025-02-18,M07,0,0,150
2025-02-19,M07,0,1,149
2025-02-20,M07,0,2,147
2025-02-21,M07,23,5,165
2025-02-22,M07,0,4,161
2025-02-23,M07,0,0,161
2025-02-24,M07,0,2,159
2025-02-25,M07,0,2,157
2025-02-26,M07,0,2,155
2025-02-27,M07,0,3,152
2025-02-28,M07,0,1,151
2025-03-01,M07,0,0,151
2025-03-02,M07,0,0,151
2025-03-03,M07,0,4,147
2025-03-04,M07,0,2,145
2025-03-05,M07,0,1,144
2025-03-06,M07,0,2,142
2025-03-07,M07,38,1,179
2025-03-08,M07,0,1,178
2025-03-09,M07,0,1,177
2025-03-10,M07,0,0,177
2025-03-11,M07,0,3,174
2025-03-12,M07,0,3,171
2025-03-13,M07,0,3,168
2025-03-14,M07,0,3,165
2025-03-15,M07,0,2,163
2025-03-16,M07,0,1,162
2025-03-17,M07,0,2,160
2025-03-18,M07,0,1,159
2025-03-19,M07,0,1,158
2025-03-20,M07,0,2,156
2025-03-21,M07,33,1,188
2025-03-22,M07,0,2,186
2025-03-23,M07,0,2,184
2025-03-24,M07,0,1,183
2025-03-25,M07,0,1,182
2025-03-26,M07,0,3,179
2025-03-27,M07,0,2,177
2025-03-28,M07,0,8,169
2025-03-29,M07,0,2,167
2025-03-30,M07,0,5,162
2025-03-31,M07,0,0,162
2025-04-01,M07,0,1,161
2025-04-02,M07,0,3,158
2025-04-03,M07,0,4,154
2025-04-04,M07,0,1,153
2025-04-05,M07,0,2,151
2025-04-06,M07,0,2,149
2025-04-07,M07,31,2,178
2025-04-08,M07,0,3,175
2025-04-09,M07,0,1,174
2025-04-10,M07,0,2,172
2025-04-11,M07,0,2,170
2025-04-12,M07,0,0,170
2025-04-13,M07,0,4,166
2025-04-14,M07,0,2,164
2025-04-15,M07,0,0,164
2025-04-16,M07,0,2,162
2025-04-17,M07,0,1,161
2025-04-18,M07,0,1,160
2025-04-19,M07,0,1,159
2025-04-20,M07,0,3,156
2025-04-21,M07,34,1,189
2025-04-22,M07,0,3,186
2025-04-23,M07,0,1,185
2025-04-24,M07,0,2,183
2025-04-25,M07,0,0,183
2025-04-26,M07,0,1,182
2025-04-27,M07,0,0,182
2025-04-28,M07,0,2,180
2025-04-29,M07,0,3,177
2025-04-30,M07,0,2,175
2025-05-01,M07,0,0,175
2025-05-02,M07,0,0,175
2025-05-03,M07,0,2,173
2025-05-04,M07,0,1,172
2025-05-05,M07,0,3,169
2025-05-06,M07,0,3,166
2025-05-07,M07,37,2,201
2025-05-08,M07,0,2,199
2025-05-09,M07,0,0,199
2025-05-10,M07,0,2,197
2025-05-11,M07,0,1,196
2025-05-12,M07,0,3,193
2025-05-13,M07,0,3,190
2025-05-14,M07,0,1,189
2025-05-15,M07,0,3,186
2025-05-16,M07,0,0,186
2025-05-17,M07,0,3,183
2025-05-18,M07,0,3,180
2025-05-19,M07,0,0,180
2025-05-20,M07,0,2,178
2025-05-21,M07,42,2,218
2025-05-22,M07,0,3,215
2025-05-23,M07,0,0,215
2025-05-24,M07,0,0,215
2025-05-25,M07,0,3,212
2025-05-26,M07,0,3,209
2025-05-27,M07,0,1,208
2025-05-28,M07,0,2,206
2025-05-29,M07,0,2,204
2025-05-30,M07,0,2,202
2025-05-31,M07,0,0,202
2025-06-01,M07,0,0,202
2025-06-02,M07,0,0,202
2025-06-03,M07,0,1,201
2025-06-04,M07,0,2,199
2025-06-05,M07,0,4,195
2025-06-06,M07,0,4,191
2025-06-07,M07,25,1,215
2025-06-08,M07,0,3,212
2025-06-09,M07,0,0,212
2025-06-10,M07,0,3,209
2025-06-11,M07,0,0,209
2025-06-12,M07,0,1,208
2025-06-13,M07,0,4,204
2025-06-14,M07,0,1,203
2025-06-15,M07,0,2,201
2025-06-16,M07,0,3,198
2025-06-17,M07,0,0,198
2025-06-18,M07,0,1,197
2025-06-19,M07,0,2,195
2025-06-20,M07,0,2,193
2025-06-21,M07,33,2,224
2025-06-22,M07,0,4,220
2025-06-23,M07,0,5,215
2025-06-24,M07,0,2,213
2025-06-25,M07,0,2,211
2025-06-26,M07,0,2,209
2025-06-27,M07,0,0,209
2025-06-28,M07,0,1,208
2025-06-29,M07,0,1,207
2025-06-30,M07,0,2,205
2025-07-01,M07,0,3,202
2025-07-02,M07,0,3,199
2025-07-03,M07,0,1,198
2025-07-04,M07,0,1,197
2025-07-05,M07,0,4,193
2025-07-06,M07,0,1,192
2025-07-07,M07,31,2,221
2025-07-08,M07,0,2,219
2025-07-09,M07,0,1,218
2025-07-10,M07,0,2,216
2025-07-11,M07,0,1,215
2025-07-12,M07,0,2,213
2025-07-13,M07,0,5,208
2025-07-14,M07,0,3,205
2025-07-15,M07,0,4,201
2025-07-16,M07,0,0,201
2025-07-17,M07,0,0,201
2025-07-18,M07,0,4,197
2025-07-19,M07,0,2,195
2025-07-20,M07,0,1,194
2025-07-21,M07,39,0,233
2025-07-22,M07,0,3,230
2025-07-23,M07,0,3,227
2025-07-24,M07,0,4,223
2025-07-25,M07,0,3,220
2025-07-26,M07,0,5,215
2025-07-27,M07,0,0,215
2025-07-28,M07,0,0,215
2025-07-29,M07,0,1,214
2025-07-30,M07,0,3,211
2025-07-31,M07,0,1,210
2025-08-01,M07,0,2,208
2025-08-02,M07,0,4,204
2025-08-03,M07,0,2,202
2025-08-04,M07,0,2,200
2025-08-05,M07,0,2,198
2025-08-06,M07,0,3,195
2025-08-07,M07,38,2,231
2025-08-08,M07,0,1,230
2025-08-09,M07,0,3,227
2025-08-10,M07,0,3,224
2025-08-11,M07,0,3,221
2025-08-12,M07,0,4,217
2025-08-13,M07,0,1,216
2025-08-14,M07,0,1,215
2025-08-15,M07,0,2,213
2025-08-16,M07,0,2,211
2025-08-17,M07,0,5,206
2025-08-18,M07,0,4,202
2025-08-19,M07,0,6,196
2025-08-20,M07,0,1,195
2025-08-21,M07,36,3,228
2025-08-22,M07,0,3,225
2025-08-23,M07,0,0,225
2025-08-24,M07,0,1,224
2025-08-25,M07,0,1,223
2025-08-26,M07,0,1,222
2025-08-27,M07,0,2,220
2025-08-28,M07,0,0,220
2025-08-29,M07,0,1,219
2025-08-30,M07,0,1,218
2025-08-31,M07,0,2,216
2025-09-01,M07,0,3,213
2025-09-02,M07,0,3,210
2025-09-03,M07,0,1,209
2025-09-04,M07,0,1,208
2025-09-05,M07,0,0,208
2025-09-06,M07,0,3,205
2025-09-07,M07,29,1,233
2025-09-08,M07,0,1,232
2025-09-09,M07,0,0,232
2025-09-10,M07,0,2,230
2025-09-11,M07,0,2,228
2025-09-12,M07,0,1,227
2025-09-13,M07,0,4,223
2025-09-14,M07,0,3,220
2025-09-15,M07,0,1,219
2025-09-16,M07,0,3,216
2025-09-17,M07,0,2,214
2025-09-18,M07,0,0,214
2025-09-19,M07,0,1,213
2025-09-20,M07,0,2,211
2025-09-21,M07,34,1,244
2025-09-22,M07,0,3,241
2025-09-23,M07,0,4,237
2025-09-24,M07,0,2,235
2025-09-25,M07,0,2,233
2025-09-26,M07,0,0,233
2025-09-27,M07,0,1,232
2025-09-28,M07,0,2,230
2025-09-29,M07,0,3,227
2025-09-30,M07,0,1,226
2025-10-01,M07,0,0,226
2025-10-02,M07,0,2,224
2025-10-03,M07,0,1,223
2025-10-04,M07,0,0,223
2025-10-05,M07,0,1,222
2025-10-06,M07,0,2,220
2025-10-07,M07,38,2,256
2025-10-08,M07,0,1,255
2025-10-09,M07,0,2,-3
2025-10-10,M07,0,2,251
2025-10-11,M07,0,0,251
2025-10-12,M07,0,2,249
2025-10-13,M07,0,2,247
2025-10-14,M07,0,1,246
2025-10-15,M07,0,3,243
2025-10-16,M07,0,2,241
2025-10-17,M07,0,1,240
2025-10-18,M07,0,1,239
2025-10-19,M07,0,1,238
2025-10-20,M07,0,4,234
2025-10-21,M07,34,2,266
2025-10-22,M07,0,6,260
2025-10-23,M07,0,2,258
2025-10-24,M07,0,2,256
2025-10-25,M07,0,2,254
2025-10-26,M07,0,1,253
2025-10-27,M07,0,0,253
2025-10-28,M07,0,1,252
2025-10-29,M07,0,1,251
2025-10-30,M07,0,1,250
2025-10-31,M07,0,2,248
2025-11-01,M07,0,0,248
2025-11-02,M07,0,2,246
2025-11-03,M07,0,4,242
2025-11-04,M07,0,3,239
2025-11-05,M07,0,0,239
2025-11-06,M07,0,0,239
2025-11-07,M07,27,1,265
2025-11-08,M07,0,3,262
2025-11-09,M07,0,2,260
2025-11-10,M07,0,3,257
2025-11-11,M07,0,1,256
2025-11-12,M07,0,2,254
2025-11-13,M07,0,4,250
2025-11-14,M07,0,3,247
2025-11-15,M07,0,1,246
2025-11-16,M07,0,1,245
2025-11-17,M07,0,3,242
2025-11-18,M07,0,0,242
2025-11-19,M07,0,2,240
2025-11-20,M07,0,0,240
2025-11-21,M07,28,0,268
2025-11-22,M07,0,2,266
2025-11-23,M07,0,1,265
2025-11-24,M07,0,1,264
2025-11-25,M07,0,4,260
2025-11-26,M07,0,4,256
2025-11-27,M07,0,0,256
2025-11-28,M07,0,4,252
2025-11-29,M07,0,1,251
2025-11-30,M07,0,4,247
2025-12-01,M07,0,3,244
2025-12-02,M07,0,0,244
2025-12-03,M07,0,7,237
2025-12-04,M07,0,2,235
2025-12-05,M07,0,3,232
2025-12-06,M07,0,1,231
2025-12-07,M07,30,4,257
2025-12-08,M07,0,3,254
2025-12-09,M07,0,1,253
2025-12-10,M07,0,3,250
2025-12-11,M07,0,1,249
2025-12-12,M07,0,3,246
2025-12-13,M07,0,2,244
2025-12-14,M07,0,1,243
2025-12-15,M07,0,1,242
2025-12-16,M07,0,3,239
2025-12-17,M07,0,1,238
2025-12-18,M07,0,2,236
2025-12-19,M07,0,3,233
2025-12-20,M07,0,1,232
2025-12-21,M07,28,3,257
2025-12-22,M07,0,3,254
2025-12-23,M07,0,1,253
2025-12-24,M07,0,0,253
2025-12-25,M07,0,3,250
2025-12-26,M07,0,1,249
2025-12-27,M07,0,1,248
2025-12-28,M07,0,2,246
2025-12-29,M07,0,2,244
2025-12-30,M07,0,2,242
2025-12-31,M07,0,4,238
2026-01-01,M07,0,3,235
2026-01-02,M07,0,0,235
2026-01-03,M07,0,0,235
2026-01-04,M07,0,1,234
2026-01-05,M07,0,3,231
2026-01-06,M07,0,1,230
2026-01-07,M07,35,2,263
2026-01-08,M07,0,5,258
2026-01-09,M07,0,3,255
2026-01-10,M07,0,0,255
2026-01-11,M07,0,5,250
2026-01-12,M07,0,0,250
2026-01-13,M07,0,2,248
2026-01-14,M07,0,0,248
2026-01-15,M07,0,1,247
2026-01-16,M07,0,2,245
2026-01-17,M07,0,0,245
2026-01-18,M07,0,3,242
2026-01-19,M07,0,1,241
2026-01-20,M07,0,4,237
2026-01-21,M07,42,3,276
2026-01-22,M07,0,2,274
2026-01-23,M07,0,2,272
2026-01-24,M07,0,3,269
2026-01-25,M07,0,5,264
2026-01-26,M07,0,5,259
2026-01-27,M07,0,1,258
2026-01-28,M07,0,1,257
2026-01-29,M07,0,4,253
2026-01-30,M07,0,0,253
2026-01-31,M07,0,1,252
2026-02-01,M07,0,1,251
2026-02-02,M07,0,5,246
2026-02-03,M07,0,2,244
2026-02-04,M07,0,2,242
2026-02-05,M07,0,3,239
2026-02-06,M07,0,1,238
2026-02-07,M07,35,0,273
2026-02-08,M07,0,2,271
2026-02-09,M07,0,4,267
2026-02-10,M07,0,1,266
2026-02-11,M07,0,1,265
2026-02-12,M07,0,0,265
2026-02-13,M07,0,5,260
2026-02-14,M07,0,1,259
2026-02-15,M07,0,2,257
2026-02-16,M07,0,3,254
2026-02-17,M07,0,3,251
2026-02-18,M07,0,2,249
2026-02-19,M07,0,0,249
2026-02-20,M07,0,0,249
2026-02-21,M07,37,1,285
2026-02-22,M07,0,2,283
2026-02-23,M07,0,0,283
2026-02-24,M07,0,5,278
2026-02-25,M07,0,1,277
2026-02-26,M07,0,2,275
2026-02-27,M07,0,1,274
2026-02-28,M07,0,0,274
2026-03-01,M07,0,2,272
2026-03-02,M07,0,5,267
2026-03-03,M07,0,2,265
2026-03-04,M07,0,3,262
2026-03-05,M07,0,3,259
2026-03-06,M07,0,1,258
2026-03-07,M07,36,1,293
2026-03-08,M07,0,1,292
2026-03-09,M07,0,0,292
2026-03-10,M07,0,4,288
2026-03-11,M07,0,3,285
2026-03-12,M07,0,5,280
2026-03-13,M07,0,1,279
2026-03-14,M07,0,2,277
2026-03-15,M07,0,2,275
2026-03-16,M07,0,5,270
2026-03-17,M07,0,3,267
2026-03-18,M07,0,2,265
2026-03-19,M07,0,0,265
2026-03-20,M07,0,0,265
2026-03-21,M07,39,3,301
2026-03-22,M07,0,5,296
2026-03-23,M07,0,1,295
2026-03-24,M07,0,3,292
2026-03-25,M07,0,1,291
2026-03-26,M07,0,0,291
2026-03-27,M07,0,1,290
2026-03-28,M07,0,1,289
2026-03-29,M07,0,1,288
2026-03-30,M07,0,1,287
2026-03-31,M07,0,2,285
2026-04-01,M07,0,3,282
2026-04-02,M07,0,4,278
2026-04-03,M07,0,2,276
2026-04-04,M07,0,1,275
2026-04-05,M07,0,3,272
2026-04-06,M07,0,3,269
2026-04-07,M07,35,4,300
2026-04-08,M07,0,0,300
2026-04-09,M07,0,1,299
2026-04-10,M07,0,2,297
2026-04-11,M07,0,0,297
2026-04-12,M07,0,4,293
2026-04-13,M07,0,2,291
2026-04-14,M07,0,2,289
2026-04-15,M07,0,3,286
2026-04-16,M07,0,3,283
2026-04-17,M07,0,2,281
2026-04-17,M07,0,2,281
2026-04-18,M07,0,3,278
2026-04-19,M07,0,2,276
2026-04-20,M07,0,2,274
2026-04-21,M07,34,5,303
2026-04-22,M07,0,1,302
2026-04-23,M07,0,2,300
2026-04-24,M07,0,2,298
2026-04-25,M07,0,2,296
2026-04-26,M07,0,1,295
2026-04-27,M07,0,1,294
2026-04-28,M07,0,2,292
2026-04-29,M07,0,2,290
2026-04-30,M07,0,4,286
2026-05-01,M07,0,0,286
2026-05-02,M07,0,4,282
2026-05-03,M07,0,2,280
2026-05-04,M07,0,1,279
2026-05-05,M07,0,1,278
2026-05-06,M07,0,0,278
2026-05-07,M07,34,1,311
2026-05-08,M07,0,5,306
2026-05-09,M07,0,2,304
2026-05-10,M07,0,2,302
2026-05-11,M07,0,0,302
2026-05-12,M07,0,2,300
2026-05-13,M07,0,3,297
2026-05-14,M07,0,3,294
2026-05-15,M07,0,2,292
2026-05-16,M07,0,0,292
2026-05-17,M07,0,4,288
2026-05-18,M07,0,5,283
2026-05-19,M07,0,1,282
2026-05-20,M07,0,0,282
2026-05-21,M07,37,0,319
2026-05-22,M07,0,3,316
2026-05-23,M07,0,3,313
2026-05-24,M07,0,2,311
2026-05-25,M07,0,1,310
2026-05-26,M07,0,1,309
2026-05-27,M07,0,0,309
2026-05-28,M07,0,2,307
2026-05-29,M07,0,3,304
2026-05-30,M07,0,4,300
2026-05-31,M07,0,3,297
2026-06-01,M07,0,3,294
2026-06-02,M07,0,1,293
2026-06-03,M07,0,0,293
2026-06-04,M07,0,6,287
2026-06-05,M07,0,2,285
2026-06-06,M07,0,4,281
2026-06-07,M07,30,0,311
2026-06-08,M07,0,2,309
2026-06-09,M07,0,2,307
2026-06-10,M07,0,3,304
2026-06-11,M07,0,1,303
2026-06-12,M07,0,5,298
2026-06-13,M07,0,2,296
2026-06-14,M07,0,2,294
2026-06-15,M07,0,1,293
2026-06-16,M07,0,3,290
2026-06-17,M07,0,2,288
2026-06-18,M07,0,0,288
2026-06-19,M07,0,3,285
2026-06-20,M07,0,2,283
2026-06-21,M07,41,1,323
2026-06-22,M07,0,3,320
2026-06-23,M07,0,3,317
2026-06-24,M07,0,2,315
2026-06-25,M07,0,3,312
2026-06-26,M07,0,3,309
2026-06-27,M07,0,3,306
2026-06-28,M07,0,3,303
2026-06-29,M07,0,2,301
2026-06-30,M07,0,1,300
2026-07-01,M07,0,5,295
2026-07-02,M07,0,1,294
2026-07-03,M07,0,0,294
2026-07-04,M07,0,3,291
2026-07-05,M07,0,3,288
2026-07-06,M07,0,4,284
2026-07-07,M07,27,2,309
2026-07-08,M07,0,0,309
2026-07-09,M07,0,3,306
2026-07-10,M07,0,2,304
2026-07-11,M07,0,0,304
2026-07-12,M07,0,0,304
2026-07-13,M07,0,5,299
2026-07-14,M07,0,3,296
2026-07-15,M07,0,1,295
2026-07-16,M07,0,1,294
2026-07-17,M07,0,2,292
2026-07-18,M07,0,2,290
2026-07-19,M07,0,1,289
2026-07-20,M07,0,0,289
2026-07-21,M07,39,0,328
2026-07-22,M07,0,2,326
2026-07-23,M07,0,3,323
2026-07-24,M07,0,2,321
2026-07-25,M07,0,3,318
2026-07-26,M07,0,2,316
2026-07-27,M07,0,1,315
2026-07-28,M07,0,3,312
2026-07-29,M07,0,3,309
2026-07-30,M07,0,1,308
2026-07-31,M07,0,1,307
2026-08-01,M07,0,2,305
2026-08-02,M07,0,2,303
2026-08-03,M07,0,2,301
2026-08-04,M07,0,1,300
2026-08-05,M07,0,2,298
2026-08-06,M07,0,2,296
2026-08-07,M07,27,1,322
2026-08-08,M07,0,2,320
2026-08-09,M07,0,2,318
2026-08-10,M07,0,2,316
2026-08-11,M07,0,0,316
2026-08-12,M07,0,1,315
2026-08-13,M07,0,3,312
2026-08-14,M07,0,0,312
2026-08-15,M07,0,3,309
2026-08-16,M07,0,0,309
2026-08-17,M07,0,0,309
2026-08-18,M07,0,3,306
2026-08-19,M07,0,0,306
2026-08-20,M07,0,1,305
2026-08-21,M07,33,2,336
2026-08-22,M07,0,2,334
2026-08-23,M07,0,3,331
2026-08-24,M07,0,7,324
2026-08-25,M07,0,2,322
2026-08-26,M07,0,0,322
2026-08-27,M07,0,1,321
2026-08-28,M07,0,4,317
2026-08-29,M07,0,2,315
2026-08-30,M07,0,4,311
2026-08-31,M07,0,1,310
2026-09-01,M07,0,1,309
2026-09-02,M07,0,0,309
2026-09-03,M07,0,2,307
2026-09-04,M07,0,2,305
2026-09-05,M07,0,4,301
2026-09-06,M07,0,1,300
2026-09-07,M07,38,3,335
2026-09-08,M07,0,2,333
2026-09-09,M07,0,1,332
2026-09-10,M07,0,3,329
2026-09-11,M07,0,2,327
2026-09-12,M07,0,0,327
2026-09-13,M07,0,3,324
2026-09-14,M07,0,3,321
2026-09-15,M07,0,1,320
2026-09-16,M07,0,4,316
2026-09-17,M07,0,1,315
2026-09-18,M07,0,2,313
2026-09-19,M07,0,1,312
2026-09-20,M07,0,2,310
2026-09-21,M07,46,3,353
2026-09-22,M07,0,3,350
2026-09-23,M07,0,3,347
2026-09-24,M07,0,0,347
2026-09-25,M07,0,3,344
2026-09-26,M07,0,2,342
2026-09-27,M07,0,2,340
2026-09-28,M07,0,1,339
2026-09-29,M07,0,3,336
2026-09-30,M07,0,1,335
2026-10-01,M07,0,0,335
2026-10-02,M07,0,4,331
2026-10-03,M07,0,0,331
2026-10-04,M07,0,3,328
2026-10-05,M07,0,0,328
2026-10-06,M07,0,2,326
2026-10-07,M07,31,2,355
2026-10-08,M07,0,5,350
2026-10-09,M07,0,4,346
2026-10-10,M07,0,6,340
2026-10-11,M07,0,0,340
2026-10-12,M07,0,2,338
2026-10-13,M07,0,1,337
2026-10-14,M07,0,3,334
2026-10-15,M07,0,4,330
2026-10-16,M07,0,0,330
2026-10-17,M07,0,3,327
2026-10-18,M07,0,0,327
2026-10-19,M07,0,2,325
2026-10-20,M07,0,2,323
2026-10-21,M07,39,2,360
2026-10-22,M07,0,1,359
2026-10-23,M07,0,0,359
2026-10-24,M07,0,2,357
2026-10-25,M07,0,3,354
2026-10-26,M07,0,2,352
2026-10-27,M07,0,0,352
2026-10-28,M07,0,2,350
2026-10-29,M07,0,3,347
2026-10-30,M07,0,1,346
2026-10-31,M07,0,1,345
2026-11-01,M07,0,1,344
2026-11-02,M07,0,2,342
2026-11-03,M07,0,4,338
2026-11-04,M07,0,1,337
2026-11-05,M07,0,2,335
2026-11-06,M07,0,2,333
2026-11-07,M07,38,5,366
2026-11-08,M07,0,2,364
2026-11-09,M07,0,2,362
2026-11-10,M07,0,0,362
2026-11-11,M07,0,1,361
2026-11-12,M07,0,2,359
2026-11-13,M07,0,3,356
2026-11-14,M07,0,2,354
2026-11-15,M07,0,0,354
2026-11-16,M07,0,2,352
2026-11-17,M07,0,2,350
2026-11-18,M07,0,1,349
2026-11-19,M07,0,3,346
2026-11-20,M07,0,3,343
2026-11-21,M07,23,2,364
2026-11-22,M07,0,1,363
2026-11-23,M07,0,4,359
2026-11-24,M07,0,2,357
2026-11-25,M07,0,4,353
2026-11-26,M07,0,3,350
2026-11-27,M07,0,1,349
2026-11-28,M07,0,1,348
2026-11-29,M07,0,3,345
2026-11-30,M07,0,3,342
2026-12-01,M07,0,2,340
2026-12-02,M07,0,0,340
2026-12-03,M07,0,2,338
2026-12-04,M07,0,4,334
2026-12-05,M07,0,1,333
2026-12-06,M07,0,1,332
2026-12-07,M07,31,1,362
2026-12-08,M07,0,5,357
2026-12-09,M07,0,1,356
2026-12-10,M07,0,1,355
2026-12-11,M07,0,1,354
2026-12-12,M07,0,4,350
2026-12-13,M07,0,2,348
2026-12-14,M07,0,3,345
2026-12-15,M07,0,2,343
2026-12-16,M07,0,0,343
2026-12-17,M07,0,1,342
2026-12-18,M07,0,2,340
2026-12-19,M07,0,0,340
2026-12-20,M07,0,4,336
2026-12-21,M07,32,3,365
2026-12-22,M07,0,1,364
2026-12-23,M07,0,2,362
2026-12-24,M07,0,3,359
2026-12-25,M07,0,1,358
2026-12-26,M07,0,1,357
2026-12-27,M07,0,1,356
2026-12-28,M07,0,1,355
2026-12-29,M07,0,2,353
2026-12-30,M07,0,1,352
2026-12-31,M07,0,1,351
2025-01-01,M08,0,2,298
2025-01-02,M08,0,4,294
2025-01-03,M08,0,2,292
2025-01-04,M08,0,1,291
2025-01-05,M08,0,1,290
2025-01-06,M08,0,0,290
2025-01-07,M08,0,1,289
2025-01-08,M08,60,1,348
2025-01-09,M08,0,3,345
2025-01-10,M08,0,6,339
2025-01-11,M08,0,4,335
2025-01-12,M08,0,3,332
2025-01-13,M08,0,2,330
2025-01-14,M08,0,7,323
2025-01-15,M08,0,3,320
2025-01-16,M08,0,3,317
2025-01-17,M08,0,2,315
2025-01-18,M08,0,2,313
2025-01-19,M08,0,3,310
2025-01-20,M08,0,5,305
2025-01-21,M08,0,5,300
2025-01-22,M08,46,3,343
2025-01-23,M08,0,1,342
2025-01-24,M08,0,3,339
2025-01-25,M08,0,6,333
2025-01-26,M08,0,4,329
2025-01-27,M08,0,5,324
2025-01-28,M08,0,5,319
2025-01-29,M08,0,0,319
2025-01-30,M08,0,3,316
2025-01-31,M08,0,5,311
2025-02-01,M08,0,2,309
2025-02-02,M08,0,4,305
2025-02-03,M08,0,2,303
2025-02-04,M08,0,5,298
2025-02-05,M08,0,2,296
2025-02-06,M08,0,2,294
2025-02-07,M08,0,1,293
2025-02-08,M08,52,2,343
2025-02-09,M08,0,4,339
2025-02-10,M08,0,2,337
2025-02-11,M08,0,4,333
2025-02-12,M08,0,5,328
2025-02-13,M08,0,2,326
2025-02-14,M08,0,5,321
2025-02-15,M08,0,5,316
2025-02-16,M08,0,2,314
2025-02-17,M08,0,7,307
2025-02-18,M08,0,4,303
2025-02-19,M08,0,5,298
2025-02-20,M08,0,5,293
2025-02-21,M08,0,2,291
2025-02-22,M08,46,1,336
2025-02-23,M08,0,1,335
2025-02-24,M08,0,3,332
2025-02-25,M08,0,2,330
2025-02-26,M08,0,2,328
2025-02-27,M08,0,6,322
2025-02-28,M08,0,2,320
2025-03-01,M08,0,4,316
2025-03-02,M08,0,4,312
2025-03-03,M08,0,3,309
2025-03-04,M08,0,4,305
2025-03-05,M08,0,4,301
2025-03-06,M08,0,4,297
2025-03-07,M08,0,2,295
2025-03-08,M08,40,2,333
2025-03-09,M08,0,4,329
2025-03-10,M08,0,1,328
2025-03-11,M08,0,2,326
2025-03-12,M08,0,5,321
2025-03-13,M08,0,1,320
2025-03-14,M08,0,3,317
2025-03-15,M08,0,5,312
2025-03-16,M08,0,3,309
2025-03-17,M08,0,1,308
2025-03-18,M08,0,1,307
2025-03-19,M08,0,4,303
2025-03-20,M08,0,2,301
2025-03-21,M08,0,7,294
2025-03-22,M08,55,5,344
2025-03-23,M08,0,4,340
2025-03-24,M08,0,3,337
2025-03-25,M08,0,3,334
2025-03-26,M08,0,2,332
2025-03-27,M08,0,5,327
2025-03-28,M08,0,4,323
2025-03-29,M08,0,2,321
2025-03-30,M08,0,2,319
2025-03-31,M08,0,2,317
2025-04-01,M08,0,5,312
2025-04-02,M08,0,1,311
2025-04-03,M08,0,3,308
2025-04-04,M08,0,1,307
2025-04-05,M08,0,2,305
2025-04-06,M08,0,2,303
2025-04-07,M08,0,1,302
2025-04-08,M08,66,3,365
2025-04-09,M08,0,3,362
2025-04-10,M08,0,3,359
2025-04-11,M08,0,3,356
2025-04-12,M08,0,10,346
2025-04-13,M08,0,5,341
2025-04-14,M08,0,1,340
2025-04-15,M08,0,4,336
2025-04-16,M08,0,2,334
2025-04-17,M08,0,4,330
2025-04-18,M08,0,5,325
2025-04-19,M08,0,3,322
2025-04-20,M08,0,2,320
2025-04-21,M08,0,5,315
2025-04-22,M08,55,6,364
2025-04-23,M08,0,5,359
2025-04-24,M08,0,1,358
2025-04-25,M08,0,2,356
2025-04-26,M08,0,4,352
2025-04-27,M08,0,3,349
2025-04-28,M08,0,6,343
2025-04-29,M08,0,3,340
2025-04-30,M08,0,1,339
2025-05-01,M08,0,3,336
2025-05-02,M08,0,4,332
2025-05-03,M08,0,1,331
2025-05-04,M08,0,6,325
2025-05-05,M08,0,3,322
2025-05-06,M08,0,3,319
2025-05-07,M08,0,5,314
2025-05-08,M08,52,4,362
2025-05-09,M08,0,1,361
2025-05-10,M08,0,5,356
2025-05-11,M08,0,0,356
2025-05-12,M08,0,4,352
2025-05-13,M08,0,4,348
2025-05-14,M08,0,5,343
2025-05-15,M08,0,6,337
2025-05-16,M08,0,3,334
2025-05-17,M08,0,1,333
2025-05-18,M08,0,0,333
2025-05-19,M08,0,2,331
2025-05-20,M08,0,2,329
2025-05-21,M08,0,3,326
2025-05-22,M08,44,3,367
2025-05-23,M08,0,4,363
2025-05-24,M08,0,1,362
2025-05-25,M08,0,3,359
2025-05-26,M08,0,3,356
2025-05-27,M08,0,2,354
2025-05-28,M08,0,5,349
2025-05-29,M08,0,3,346
