id_mouvement,id_client,date_effet,nature,valeur_avant,valeur_apres,type_scd
1012,10533,2026-01-25,ville,Ouagadougou,Kaya,2
1013,14384,2026-01-26,ville,Ouagadougou,Kaya,2
1014,17041,2026-01-31,segment,Standard,Argent,2
1015,19912,2026-01-31,segment,Or,Standard,2
1016,12788,2026-02-01,segment,Standard,Argent,2
1017,19659,2026-02-02,segment,Standard,Argent,2
1018,2686,2026-02-03,ville,Bobo-Dioulasso,Kaya,2
1019,3337,2026-02-04,segment,Standard,Argent,2
1020,2019,2026-02-05,conditions,Comptant ,Comptant,1
1021,13277,2026-02-06,segment,Standard,Argent,2
1022,18644,2026-02-09,segment,Standard,Argent,2
1023,2576,2026-02-11,segment,Standard,Argent,2
1024,21318,2026-02-12,segment,Or,Argent,2
1025,1052,2026-02-13,ville,Bobo-Dioulasso,Kaya,2
1026,2036,2026-02-13,ville,Koudougou,Bobo-Dioulasso,2
1027,14941,2026-02-16,segment,Standard,Argent,2
1028,220,2026-02-17,ville,Ouagadougou,Kaya,2
1029,6153,2026-02-17,segment,Standard,Or,2
1030,13524,2026-02-17,segment,Standard,Argent,2
1031,5667,2026-02-19,ville,ouagadougou,Ouagadougou,1
1032,9414,2026-02-22,segment,Argent,Or,2
1033,8697,2026-02-23,segment,Standard,Or,2
1034,18179,2026-02-25,ville,Ouagadougou,Bobo-Dioulasso,2
1035,10340,2026-02-26,segment,Or,Argent,2
1036,1565,2026-02-27,segment,Or,Standard,2
1037,7445,2026-02-27,segment,Standard,Argent,2
1038,18523,2026-02-28,ville,Koudougou,Ouahigouya,2
1039,6242,2026-03-02,segment,Standard,Argent,2
1040,6437,2026-03-02,segment,Argent,Standard,2
1041,8795,2026-03-05,ville,ouagadougou,Ouagadougou,1
1042,15867,2026-03-05,segment,Argent,Or,2
1043,345,2026-03-06,ville,Ouagadougou,Ouahigouya,2
1044,16860,2026-03-06,segment,Standard,Argent,2
1045,20728,2026-03-06,segment,Standard,Argent,2
1046,3694,2026-03-07,segment,Argent,Standard,2
1047,2155,2026-03-08,segment,Standard,Argent,2
1048,1915,2026-03-11,segment,Standard,Argent,2
1049,9114,2026-03-11,segment,Or,Standard,2
1050,3276,2026-03-13,segment,Standard,Argent,2
1051,20615,2026-03-13,ville,Kaya,Bobo-Dioulasso,2
1052,1339,2026-03-14,segment,Argent,Or,2
1053,13834,2026-03-18,segment,Standard,Argent,2
1054,20646,2026-03-18,ville,ziniaré,Ziniaré,1
1055,7160,2026-03-20,segment,Standard,Argent,2
1056,4565,2026-03-24,ville,Ziniaré,Koudougou,2
1057,10807,2026-03-24,segment,Standard,Or,2
1058,18441,2026-03-24,segment,Or,Standard,2
1059,23711,2026-03-24,segment,Standard,Argent,2
1060,13705,2026-03-25,ville,Ouagadougou,Koudougou,2
1061,14597,2026-03-25,segment,Standard,Or,2
1062,10248,2026-03-27,segment,Standard,Argent,2
1063,7339,2026-03-28,segment,Argent,Or,2
1064,14939,2026-03-28,segment,Or,Argent,2
1065,20885,2026-03-28,ville,Bobo-Dioulasso,Ouahigouya,2
1066,6273,2026-03-29,segment,Standard,Argent,2
1067,11240,2026-03-29,ville,,Ouagadougou,2
1068,11024,2026-04-03,segment,Standard,Argent,2
1069,20826,2026-04-03,ville,bobo-dioulasso,Bobo-Dioulasso,1
1070,5853,2026-04-04,ville,Koudougou,Bobo-Dioulasso,2
1071,21802,2026-04-05,segment,Standard,Argent,2
1072,11622,2026-04-06,segment,Standard,Argent,2
1073,18242,2026-04-06,segment,Standard,Argent,2
1074,17110,2026-04-07,ville,Ziniaré,Ouahigouya,2
1075,4149,2026-04-09,segment,Standard,Or,2
1076,5205,2026-04-09,conditions,Comptant ,Comptant,1
1077,1284,2026-04-15,segment,Standard,Argent,2
1078,5914,2026-04-16,ville,kaya,Kaya,1
1079,16528,2026-04-17,segment,Standard,Argent,2
1080,2599,2026-04-18,ville,Kaya,Bobo-Dioulasso,2
1081,4267,2026-04-19,ville,Bobo-Dioulasso,Kaya,2
1082,10587,2026-04-21,segment,Standard,Or,2
1083,15143,2026-04-21,conditions,Comptant ,Comptant,1
1084,17273,2026-04-21,segment,Argent,Or,2
1085,8638,2026-04-24,ville,ouagadougou,Ouagadougou,1
1086,1099,2026-04-28,ville,Ouagadougou,Kaya,2
1087,4779,2026-04-28,ville,Ouagadougou,Kaya,2
1088,13920,2026-05-02,ville,Bobo-Dioulasso,Ouagadougou,2
1089,23740,2026-05-02,ville,,Ouagadougou,2
1090,16116,2026-05-03,segment,Standard,Argent,2
1091,23777,2026-05-03,ville,Bobo-Dioulasso,Ouahigouya,2
1092,13038,2026-05-04,ville,Ziniaré,Koudougou,2
1093,17253,2026-05-04,segment,Argent,Or,2
1094,4721,2026-05-06,segment,Standard,Argent,2
1095,13897,2026-05-06,segment,Standard,Argent,2
1096,22200,2026-05-08,segment,Standard,Or,2
1097,19139,2026-05-09,ville,Ouagadougou,Koudougou,2
1098,19074,2026-05-10,segment,Standard,Argent,2
1099,9437,2026-05-12,ville,Ziniaré,Ouahigouya,2
1100,19829,2026-05-12,segment,Standard,Argent,2
1101,8224,2026-05-13,segment,Standard,Argent,2
1102,14118,2026-05-13,ville,ziniaré,Ziniaré,1
1103,18316,2026-05-13,ville,Ziniaré,Bobo-Dioulasso,2
1104,4302,2026-05-15,segment,Standard,Argent,2
1105,8503,2026-05-16,segment,Argent,Standard,2
1106,3787,2026-05-17,ville,Ouagadougou,Bobo-Dioulasso,2
1107,23079,2026-05-23,ville,Ouagadougou,Bobo-Dioulasso,2
1108,6997,2026-05-24,segment,Argent,Or,2
1109,9146,2026-05-24,ville,ziniaré,Ziniaré,1
1110,22046,2026-05-24,ville,bobo-dioulasso,Bobo-Dioulasso,1
1111,13919,2026-05-25,segment,Argent,Or,2
1112,3658,2026-05-29,ville,ouagadougou,Ouagadougou,1
1113,22975,2026-06-17,ville,koudougou,Koudougou,1
1114,10170,2026-06-19,ville,ouagadougou,Ouagadougou,1
1115,16464,2026-06-19,ville,ouagadougou,Ouagadougou,1
1116,4340,2026-06-20,conditions,Comptant ,Comptant,1
1117,10421,2026-06-29,conditions,30 j ,30 j,1
1118,22256,2026-07-08,ville,ouagadougou,Ouagadougou,1
1119,10907,2026-07-09,ville,koudougou,Koudougou,1
1120,21589,2026-07-13,ville,kaya,Kaya,1
