id_facture,id_client,date_facture,date_echeance,date_encaissement,montant_ttc,montant_encaisse,conditions_paiement
304231,18230,2024-09-23,2024-10-08,2024-10-05,378100,378100,Comptant
304232,13772,2024-09-22,2024-10-07,2024-10-08,1409530,1409530,Comptant
304233,21545,2024-09-22,2024-10-07,2024-10-02,199580,199580,Comptant
304234,17948,2024-09-21,2024-10-06,2024-11-20,677305,677305,Comptant
304235,10489,2024-09-24,2024-10-09,2024-10-07,767295,767295,Comptant
304236,20035,2024-09-24,2024-11-23,2024-11-23,1328210,1328210,60 j
304237,8544,2024-09-23,2024-10-08,2024-10-09,1404895,1404895,Comptant
304238,14691,2024-09-22,2024-10-07,2024-10-05,1635185,1635185,Comptant
304239,7525,2024-09-23,2024-10-08,2024-10-09,971340,971340,Comptant
304240,16876,2024-09-24,2024-10-09,2024-10-06,952595,952595,Comptant
304241,8922,2024-09-24,2024-10-09,,1181480,0,Comptant
304242,11945,2024-09-23,2024-10-08,2024-10-08,135535,135535,Comptant
304243,15376,2024-09-24,2024-10-09,2024-10-09,194675,194675,Comptant
304244,4695,2024-09-23,2024-10-08,2024-10-03,579710,579710,Comptant
304245,17398,2024-09-25,2024-10-10,2024-10-08,1424875,1424875,Comptant
304246,4375,2024-09-23,2024-10-08,2024-10-07,976160,976160,Comptant
304247,15478,2024-09-25,2024-10-10,2024-10-10,1344330,1344330,Comptant
304248,23492,2024-09-24,2024-11-23,2024-11-23,1538455,1538455,60 j
304249,16557,2024-09-24,2024-10-09,2024-10-08,1351960,1351960,Comptant
304250,10308,2024-09-26,2024-10-11,,1378120,0,Comptant
304251,13131,2024-09-26,2024-10-26,2024-10-26,1346830,1346830,30 j
304252,18947,2024-09-25,2024-10-10,2024-10-05,1678810,1678810,Comptant
304253,3024,2024-09-25,2024-11-24,2024-11-23,525810,525810,60 j
304254,16849,2024-09-26,2024-10-11,2024-10-10,1776150,1776150,Comptant
304255,21249,2024-09-27,2024-10-12,2024-10-11,583145,583145,Comptant
304256,108,2024-09-27,2024-10-12,2024-10-07,160155,160155,Comptant
304257,17247,2024-09-27,2024-10-12,2024-10-10,795185,795185,Comptant
304258,11478,2024-09-27,2024-10-12,2024-10-10,1237225,1237225,Comptant
304259,12661,2024-09-27,2024-10-27,2024-10-24,962530,962530,30 j
304260,22120,2024-09-25,2024-10-25,2024-10-24,142045,142045,30 j
304261,1594,2024-09-27,2024-10-12,2024-10-10,787710,787710,Comptant
304262,3741,2024-09-27,2024-10-27,2024-10-27,1462135,1462135,30 j
304263,15568,2024-09-28,2024-10-13,,1322030,0,Comptant
304264,2458,2024-09-27,2024-10-12,2024-10-11,807565,807565,Comptant
304265,18466,2024-09-28,2024-10-13,2024-10-10,921710,921710,Comptant
304266,20510,2024-09-28,2024-10-28,2024-10-27,1793495,1793495,30 j
304267,22955,2024-09-27,2024-10-12,2024-10-11,1073195,1073195,Comptant
304268,7871,2024-09-27,2024-10-27,2024-10-27,1386460,1386460,30 j
304269,13843,2024-09-29,2024-10-14,2024-11-03,424835,424835,Comptant
304270,17771,2024-09-27,2024-10-27,2024-10-22,173975,173975,30 j
304271,205,2024-09-28,2024-10-13,,595460,0,Comptant
304272,16896,2024-09-28,2024-10-13,2024-10-13,1035515,1035515,Comptant
304273,4557,2024-09-29,2024-10-14,,1000330,0,Comptant
304274,17814,2024-09-28,2024-10-13,2024-10-12,140605,140605,Comptant
304275,9988,2024-09-29,2024-10-29,2024-10-30,483345,483345,30 j
304276,172,2024-09-28,2024-10-13,2024-10-12,1171725,1171725,Comptant
304277,22469,2024-09-30,2024-10-30,2024-10-30,1266440,1266440,30 j
304278,1114,2024-09-29,2024-11-28,2024-11-26,1765725,1765725,60 j
304279,656,2024-09-30,2024-10-15,2024-10-15,94810,94810,Comptant
304280,15314,2024-09-30,2024-10-15,2024-10-10,960580,960580,Comptant
304281,390,2024-09-30,2024-10-15,2024-10-10,715445,715445,Comptant
304282,4398,2024-10-01,2024-10-16,2024-10-16,1575790,1575790,Comptant
304283,19708,2024-09-29,2024-10-14,2024-10-12,419635,419635,Comptant
304284,4447,2024-10-01,2024-10-16,2024-10-11,1789370,1789370,Comptant
304285,6063,2024-09-29,2024-10-14,2024-10-12,1594820,1594820,Comptant
304286,13204,2024-09-30,2024-10-15,2024-10-14,243860,243860,Comptant
304287,4796,2024-09-29,2024-10-14,2024-11-28,1489880,1489880,Comptant
304288,486,2024-09-30,2024-10-15,2024-10-17,1684470,1684470,Comptant
304289,10278,2024-10-02,2024-11-01,,1270055,0,30 j
304290,17172,2024-09-30,2024-10-30,2024-10-28,1004180,1004180,30 j
304291,20971,2024-10-01,2024-10-16,2024-10-16,1762970,1762970,Comptant
304292,2363,2024-09-30,2024-10-15,,382460,0,Comptant
304293,12383,2024-09-30,2024-10-30,2024-10-30,1756755,1756755,30 j
304294,9176,2024-09-30,2024-11-29,2024-11-26,1147735,1147735,60 j
304295,3617,2024-10-02,2024-10-17,2024-10-14,686035,686035,Comptant
304296,13462,2024-10-02,2024-12-01,2024-11-28,1277730,1277730,60 j
304297,7382,2024-10-01,2024-10-16,2024-10-14,919115,919115,Comptant
304298,5427,2024-10-02,2024-10-17,2024-10-27,131300,131300,Comptant
304299,15105,2024-10-02,2024-12-01,2024-11-29,1348570,1348570,60 j
304300,10830,2024-10-02,2024-11-01,2024-11-21,1183560,1183560,30 j
304301,7234,2024-10-03,2024-10-18,2024-10-17,1079955,1079955,Comptant
304302,8514,2024-10-03,2024-11-02,2024-10-28,1276155,1276155,30 j
304303,12883,2024-10-02,2024-11-01,2024-11-01,617085,617085,30 j
304304,18408,2024-10-04,2024-10-19,2024-10-16,755710,755710,Comptant
304305,10310,2024-10-03,2024-12-02,2024-11-30,578950,578950,60 j
304306,2413,2024-10-04,2024-10-19,2024-10-17,579565,579565,Comptant
304307,13377,2024-10-02,2024-10-17,2024-10-27,1721710,1721710,Comptant
304308,21071,2024-10-04,2024-10-19,2024-10-17,594095,594095,Comptant
304309,17467,2024-10-05,2024-12-04,2024-11-29,1523980,1523980,60 j
304310,499,2024-10-05,2024-10-20,2024-10-19,1416595,1416595,Comptant
304311,17801,2024-10-03,2024-10-18,2024-10-16,979745,979745,Comptant
304312,23194,2024-10-03,2024-11-02,2024-10-28,782245,782245,30 j
304313,4809,2024-10-05,2024-10-20,2024-10-21,902680,902680,Comptant
304314,595,2024-10-04,2024-10-19,2024-10-24,354980,354980,Comptant
304315,11638,2024-10-04,2024-11-03,2024-11-01,330220,330220,30 j
304316,16071,2024-10-05,2024-11-04,2024-11-03,811505,811505,30 j
304317,1749,2024-10-06,2024-10-21,2024-10-18,729235,729235,Comptant
304318,4958,2024-10-05,2024-10-20,2024-10-15,1040690,1040690,Comptant
304319,19681,2024-10-05,2024-10-20,,119060,0,Comptant
304320,20429,2024-10-04,2024-10-19,2024-10-18,202780,202780,Comptant
304321,12906,2024-10-05,2024-12-04,2024-11-29,1673690,1673690,60 j
304322,7825,2024-10-06,2024-10-21,2024-10-16,924475,924475,Comptant
304323,13527,2024-10-05,2024-10-20,2024-10-20,554140,554140,Comptant
304324,5466,2024-10-06,2024-11-05,2024-10-31,163545,163545,30 j
304325,4584,2024-10-07,2024-10-22,2024-10-21,783190,783190,Comptant
304326,18680,2024-10-07,2024-10-22,,1194170,0,Comptant
304327,18358,2024-10-06,2024-10-21,,1685610,0,Comptant
304328,12063,2024-10-06,2024-10-21,,978090,0,Comptant
304329,22533,2024-10-08,2024-12-07,,728060,0,60 j
304330,21880,2024-10-06,2024-10-21,2024-10-16,1516635,1516635,Comptant
304331,7183,2024-10-08,2024-10-23,2024-10-21,1722335,1722335,Comptant
304332,157,2024-10-07,2024-10-22,2024-10-24,557320,557320,Comptant
304333,5685,2024-10-07,2024-10-22,2024-10-22,1299545,1299545,Comptant
304334,231,2024-10-08,2024-12-07,2024-12-07,1575775,1575775,60 j
304335,14119,2024-10-08,2024-10-23,2024-10-23,927120,927120,Comptant
304336,17424,2024-10-09,2024-10-24,2024-10-23,669940,669940,Comptant
304337,14166,2024-10-09,2024-10-24,2024-10-26,1394375,1394375,Comptant
304338,8272,2024-10-09,2024-10-24,2024-10-21,1642135,1642135,Comptant
304339,20482,2024-10-08,2024-10-23,,521290,0,Comptant
304340,4524,2024-10-09,2024-12-08,2024-12-06,1261110,1261110,60 j
304341,17079,2024-10-09,2024-11-08,2024-11-06,852030,852030,30 j
304342,17741,2024-10-08,2024-10-23,2024-10-22,1627970,1627970,Comptant
304343,15554,2024-10-10,2024-12-09,2024-12-11,171915,171915,60 j
304344,21732,2024-10-10,2024-10-25,2024-10-26,431520,431520,Comptant
304345,6925,2024-10-08,2024-10-23,2024-10-23,1153650,1153650,Comptant
304346,19799,2024-10-08,2024-10-23,,108890,0,Comptant
304347,4532,2024-10-08,2024-11-07,,1585595,0,30 j
304348,13121,2024-10-10,2024-11-09,,446390,0,30 j
304349,12304,2024-10-11,2024-10-26,,231185,0,Comptant
304350,1154,2024-10-11,2024-10-26,2024-10-26,1128090,1128090,Comptant
304351,1564,2024-10-10,2024-10-25,2024-10-25,223235,223235,Comptant
304352,7171,2024-10-09,2024-12-08,2024-12-03,999985,999985,60 j
304353,6373,2024-10-09,2024-10-24,2024-10-25,317845,317845,Comptant
304354,6777,2024-10-10,2024-10-25,2024-10-23,195090,195090,Comptant
304355,6709,2024-10-11,2024-10-26,2024-10-26,1542980,1542980,Comptant
304356,5353,2024-10-11,2024-10-26,2024-10-26,1606720,1606720,Comptant
304357,8425,2024-10-10,2024-10-25,2024-10-22,1518965,1518965,Comptant
304358,11795,2024-10-10,2024-12-09,2024-12-04,1426685,1426685,60 j
304359,22958,2024-10-11,2024-11-10,2024-11-12,1581400,1581400,30 j
304360,5247,2024-10-12,2024-10-27,2024-10-27,945435,945435,Comptant
304361,21794,2024-10-11,2024-10-26,2024-10-25,1147420,1147420,Comptant
304362,6444,2024-10-10,2024-10-25,2024-10-23,301420,301420,Comptant
304363,3312,2024-10-12,2024-10-27,2024-10-22,612960,612960,Comptant
304364,11154,2024-10-11,2024-11-10,2024-11-09,192400,192400,30 j
304365,7277,2024-10-12,2024-12-11,2024-12-11,1061420,1061420,60 j
304366,23173,2024-10-12,2024-10-27,2024-10-27,1209960,1209960,Comptant
304367,8661,2024-10-12,2024-10-27,2024-10-22,1024870,1024870,Comptant
304368,3539,2024-10-12,2024-10-27,2024-10-24,299725,299725,Comptant
304369,118,2024-10-13,2024-12-12,2024-12-09,245895,245895,60 j
304370,4409,2024-10-14,2024-11-13,2024-11-12,1146760,1146760,30 j
304371,21304,2024-10-12,2024-10-27,2024-10-24,931075,931075,Comptant
304372,8127,2024-10-12,2024-11-11,2024-11-09,1317235,1317235,30 j
304373,23679,2024-10-13,2024-10-28,2024-10-25,698845,698845,Comptant
304374,17838,2024-10-12,2024-10-27,2024-10-29,136405,136405,Comptant
304375,18266,2024-10-14,2024-10-29,2024-10-29,475755,475755,Comptant
304376,23881,2024-10-13,2024-12-12,2024-12-12,562170,562170,60 j
304377,16678,2024-10-14,2024-12-13,2024-12-10,1569325,1569325,60 j
304378,16706,2024-10-13,2024-10-28,2024-10-27,1624670,1624670,Comptant
304379,14975,2024-10-15,2024-10-30,2024-10-30,1542395,1542395,Comptant
304380,6342,2024-10-13,2024-10-28,2024-10-26,1178345,1178345,Comptant
304381,11576,2024-10-15,2024-11-14,,1681500,0,30 j
304382,19362,2024-10-14,2024-11-13,2024-11-08,786060,786060,30 j
304383,15687,2024-10-14,2024-12-13,2024-12-12,780775,780775,60 j
304384,18286,2024-10-14,2024-10-29,,191130,0,Comptant
304385,5739,2024-10-14,2024-11-13,2024-11-11,1351665,1351665,30 j
304386,6101,2024-10-14,2024-11-13,2024-11-08,1777745,1777745,30 j
304387,23577,2024-10-15,2024-10-30,2024-10-28,816520,816520,Comptant
304388,13963,2024-10-16,2024-10-31,2024-10-30,1719395,1719395,Comptant
304389,5559,2024-10-14,2024-12-13,2024-12-10,886535,886535,60 j
304390,21995,2024-10-16,2024-10-31,2024-10-29,768980,768980,Comptant
304391,9104,2024-10-16,2024-10-31,2024-10-26,399775,399775,Comptant
304392,1101,2024-10-16,2024-11-15,2024-11-15,248985,248985,30 j
304393,18162,2024-10-15,2024-10-30,2024-10-28,1138915,1138915,Comptant
304394,8840,2024-10-15,2024-10-30,2024-10-30,324990,324990,Comptant
304395,19083,2024-10-16,2024-11-15,2024-11-12,455505,455505,30 j
304396,4817,2024-10-17,2024-11-01,2024-10-31,1310560,1310560,Comptant
304397,18822,2024-10-17,2024-11-01,2024-10-30,816200,816200,Comptant
304398,1630,2024-10-18,2024-11-02,2024-11-22,1723870,1723870,Comptant
304399,1847,2024-10-17,2024-11-01,,1159440,0,Comptant
304400,10291,2024-10-16,2024-12-15,2024-12-15,1271120,1271120,60 j
304401,22329,2024-10-18,2024-11-02,2024-11-01,288005,288005,Comptant
304402,19803,2024-10-18,2024-11-17,2024-11-12,1191430,1191430,30 j
304403,8254,2024-10-19,2024-11-03,2024-11-05,111250,111250,Comptant
304404,16338,2024-10-19,2024-11-03,2024-11-01,201555,201555,Comptant
304405,14873,2024-10-17,2024-11-01,2024-11-01,266525,266525,Comptant
304406,2283,2024-10-19,2024-12-18,,383070,0,60 j
304407,13488,2024-10-17,2024-11-01,2024-10-29,1117985,1117985,Comptant
304408,13982,2024-10-19,2024-11-03,2024-12-18,1022270,1022270,Comptant
304409,18950,2024-10-18,2024-11-02,2024-11-02,121315,121315,Comptant
304410,13481,2024-10-19,2024-11-03,2024-11-03,1227840,1227840,Comptant
304411,614,2024-10-19,2024-11-18,2024-11-17,331405,331405,30 j
304412,13369,2024-10-19,2024-11-03,2024-10-29,392535,392535,Comptant
304413,3380,2024-10-18,2024-11-02,,989120,0,Comptant
304414,18926,2024-10-18,2024-11-17,,1547550,0,30 j
304415,10620,2024-10-20,2024-11-04,2024-11-02,522270,522270,Comptant
304416,13557,2024-10-21,2024-11-05,2024-11-04,1790110,1790110,Comptant
304417,23836,2024-10-19,2024-11-03,2024-10-31,775580,775580,Comptant
304418,11306,2024-10-19,2024-11-18,2024-11-15,1122600,1122600,30 j
304419,10212,2024-10-21,2024-11-20,2024-11-15,662385,662385,30 j
304420,15778,2024-10-19,2024-11-03,2024-10-29,251185,251185,Comptant
304421,1394,2024-10-21,2024-11-05,2024-10-31,828730,828730,Comptant
304422,11198,2024-10-19,2024-12-18,2024-12-28,1727115,1727115,60 j
304423,1387,2024-10-21,2024-12-20,2024-12-17,411170,411170,60 j
304424,16725,2024-10-22,2024-11-06,2024-11-03,1387940,1387940,Comptant
304425,19650,2024-10-22,2024-11-06,2024-11-05,1404920,1404920,Comptant
304426,13393,2024-10-21,2024-11-20,2024-11-18,515200,515200,30 j
304427,14515,2024-10-20,2024-11-19,2024-11-18,1785010,1785010,30 j
304428,9555,2024-10-21,2024-11-05,2024-11-02,1665520,1665520,Comptant
304429,16329,2024-10-22,2024-11-06,2024-11-01,288500,288500,Comptant
304430,8104,2024-10-21,2024-11-20,2024-11-18,1677190,1677190,30 j
304431,9952,2024-10-23,2024-11-07,,1251900,0,Comptant
304432,4968,2024-10-23,2024-11-22,2024-11-20,601025,601025,30 j
304433,14829,2024-10-21,2024-11-05,2024-11-06,1304930,1304930,Comptant
304434,22959,2024-10-22,2024-11-06,2024-11-16,1687680,1687680,Comptant
304435,17630,2024-10-21,2024-11-20,2024-11-20,1625020,1625020,30 j
304436,3169,2024-10-21,2024-11-05,2024-11-04,170340,170340,Comptant
304437,4547,2024-10-24,2024-11-23,,141380,0,30 j
304438,19214,2024-10-22,2024-11-06,,1757505,0,Comptant
304439,13224,2024-10-24,2024-11-23,2024-11-20,792975,792975,30 j
304440,23213,2024-10-22,2024-11-06,2024-11-03,343725,343725,Comptant
304441,14730,2024-10-22,2024-11-21,,1412115,0,30 j
304442,7481,2024-10-23,2024-11-22,,617430,0,30 j
304443,23869,2024-10-24,2024-11-23,2024-11-24,764810,764810,30 j
304444,18257,2024-10-25,2024-11-09,2024-11-06,1197720,1197720,Comptant
304445,18748,2024-10-23,2024-11-22,2024-11-19,1064010,1064010,30 j
304446,20181,2024-10-24,2024-11-08,2024-11-08,117610,117610,Comptant
304447,3455,2024-10-23,2024-11-07,,1468790,0,Comptant
304448,112,2024-10-25,2024-11-09,2024-11-19,837740,837740,Comptant
304449,14231,2024-10-24,2024-11-08,2024-11-03,1427780,1427780,Comptant
304450,13685,2024-10-26,2024-11-10,2024-11-07,568275,568275,Comptant
304451,10227,2024-10-24,2024-11-08,2024-11-09,1536250,1536250,Comptant
304452,9203,2024-10-26,2024-11-10,,672220,0,Comptant
304453,2334,2024-10-25,2024-12-24,2024-12-23,1661490,1661490,60 j
304454,12,2024-10-26,2024-12-25,,1585295,0,60 j
304455,14463,2024-10-26,2024-11-25,2024-11-20,1138810,1138810,30 j
304456,7249,2024-10-26,2024-11-25,,1283780,0,30 j
304457,14401,2024-10-25,2024-11-09,2024-11-04,464365,464365,Comptant
304458,6797,2024-10-25,2024-11-09,2024-11-07,360520,360520,Comptant
304459,6117,2024-10-25,2024-11-24,2024-11-22,298120,298120,30 j
304460,9498,2024-10-26,2024-11-10,2024-11-07,1224580,1224580,Comptant
304461,6700,2024-10-27,2024-11-26,2024-11-23,1283675,1283675,30 j
304462,20233,2024-10-26,2024-11-25,2024-11-23,290935,290935,30 j
304463,2194,2024-10-27,2024-11-11,2024-11-08,1409515,1409515,Comptant
304464,15793,2024-10-28,2024-11-27,2024-11-22,200750,200750,30 j
304465,4370,2024-10-28,2024-11-12,2024-11-12,68730,68730,Comptant
304466,10418,2024-10-27,2024-11-26,2024-11-21,1640405,1640405,30 j
304467,10793,2024-10-26,2024-11-25,2024-11-20,1466115,1466115,30 j
304468,23288,2024-10-27,2024-11-11,2024-11-11,1766165,1766165,Comptant
304469,3985,2024-10-26,2024-11-25,2024-11-24,144975,144975,30 j
304470,18604,2024-10-28,2024-11-12,2024-11-17,1081255,1081255,Comptant
304471,6117,2024-10-28,2024-11-27,,1545370,0,30 j
304472,17229,2024-10-29,2024-11-13,2024-11-08,340380,340380,Comptant
304473,23335,2024-10-27,2024-11-26,,93390,0,30 j
304474,21658,2024-10-28,2024-11-12,2024-11-10,1760335,1760335,Comptant
304475,9026,2024-10-27,2024-11-11,2024-11-08,766480,766480,Comptant
304476,16165,2024-10-28,2024-11-12,2024-11-12,1688070,1688070,Comptant
304477,10420,2024-10-29,2024-11-28,2024-11-23,1573640,1573640,30 j
304478,15896,2024-10-28,2024-12-27,2024-12-25,1103165,1103165,60 j
304479,14591,2024-10-28,2024-11-12,2024-11-07,925470,925470,Comptant
304480,23007,2024-10-30,2024-11-14,2024-11-13,1308930,1308930,Comptant
304481,3525,2024-10-28,2024-11-12,2024-11-09,1675435,1675435,Comptant
304482,3587,2024-10-29,2024-11-28,2024-11-25,1506915,1506915,30 j
304483,3732,2024-10-30,2024-11-14,2024-11-13,1112075,1112075,Comptant
304484,20618,2024-10-30,2024-11-14,2024-11-12,585335,585335,Comptant
304485,299,2024-10-30,2024-11-14,2024-11-16,788055,788055,Comptant
304486,5494,2024-10-29,2024-11-28,2024-11-23,347150,347150,30 j
304487,12552,2024-10-31,2024-11-30,2024-11-27,1614285,1614285,30 j
304488,19181,2024-10-31,2024-11-15,2024-11-10,308820,308820,Comptant
304489,17824,2024-10-30,2024-11-14,2024-11-14,748585,748585,Comptant
304490,10423,2024-10-31,2024-11-30,2024-11-25,343270,343270,30 j
304491,17452,2024-10-31,2024-12-30,2025-01-04,1684675,1684675,60 j
304492,8546,2024-10-31,2024-11-15,2024-11-15,994255,994255,Comptant
304493,16531,2024-11-01,2024-11-16,2024-11-11,526635,526635,Comptant
304494,20383,2024-10-30,2024-12-29,2024-12-31,201295,201295,60 j
304495,15081,2024-11-01,2024-11-16,2024-11-16,571480,571480,Comptant
304496,23437,2024-10-30,2024-11-29,2024-11-26,1537930,1537930,30 j
304497,7515,2024-11-02,2024-12-02,,718690,0,30 j
304498,18259,2024-11-02,2024-11-17,,1459070,0,Comptant
304499,9663,2024-10-31,2024-11-15,,306830,0,Comptant
304500,20899,2024-10-31,2024-11-15,2024-11-10,1617785,1617785,Comptant
304501,5170,2024-10-31,2024-11-15,,1204825,0,Comptant
304502,8511,2024-10-31,2024-11-15,2024-11-12,1231755,1231755,Comptant
304503,20189,2024-11-01,2024-12-01,2024-12-11,1067330,1067330,30 j
304504,5117,2024-11-01,2024-12-31,2024-12-31,1226160,1226160,60 j
304505,1265,2024-11-01,2024-11-16,2024-11-11,1183835,1183835,Comptant
304506,22374,2024-11-03,2024-11-18,2024-11-17,1223575,1223575,Comptant
304507,6815,2024-11-01,2024-11-16,2024-11-16,1497370,1497370,Comptant
304508,11242,2024-11-02,2024-12-02,2024-12-02,1516245,1516245,30 j
304509,10517,2024-11-02,2024-11-17,2024-11-17,87030,87030,Comptant
304510,4696,2024-11-02,2024-12-02,2024-12-02,813805,813805,30 j
304511,6408,2024-11-04,2024-11-19,2024-11-16,1763000,1763000,Comptant
304512,7068,2024-11-02,2024-11-17,2024-11-15,1660780,1660780,Comptant
304513,12705,2024-11-03,2024-11-18,2024-11-20,586535,586535,Comptant
304514,12970,2024-11-02,2024-12-02,2024-11-27,1790545,1790545,30 j
304515,2701,2024-11-04,2024-11-19,2024-11-14,1152820,1152820,Comptant
304516,1336,2024-11-02,2024-11-17,2024-11-14,1684900,1684900,Comptant
304517,17654,2024-11-04,2024-11-19,2024-11-14,375120,375120,Comptant
304518,14371,2024-11-05,2024-12-05,2024-12-03,1172950,1172950,30 j
304519,11185,2024-11-04,2024-12-04,2024-12-05,396385,396385,30 j
304520,426,2024-11-03,2024-11-18,2024-11-18,1166050,1166050,Comptant
304521,266,2024-11-05,2024-11-20,2024-11-20,535095,535095,Comptant
304522,2740,2024-11-03,2024-11-18,2024-11-17,209035,209035,Comptant
304523,2995,2024-11-04,2024-11-19,2024-11-17,329685,329685,Comptant
304524,3000,2024-11-06,2024-12-06,2024-12-26,196020,196020,30 j
304525,8370,2024-11-04,2024-11-19,2025-01-03,1462225,1462225,Comptant
304526,15472,2024-11-06,2024-11-21,2024-11-19,388245,388245,Comptant
304527,5242,2024-11-04,2024-12-04,2024-12-04,1261800,1261800,30 j
304528,17524,2024-11-06,2024-11-21,2024-11-20,624005,624005,Comptant
304529,21024,2024-11-04,2025-01-03,2025-01-01,1319035,1319035,60 j
304530,11650,2024-11-06,2024-12-06,2024-12-01,1668050,1668050,30 j
304531,10651,2024-11-06,2024-11-21,2024-11-18,593350,593350,Comptant
304532,7827,2024-11-06,2024-11-21,,935920,0,Comptant
304533,7547,2024-11-07,2024-11-22,2024-11-19,73365,73365,Comptant
304534,14997,2024-11-06,2024-12-06,2024-12-05,1292775,1292775,30 j
304535,2877,2024-11-07,2025-01-06,2025-01-04,1624425,1624425,60 j
304536,8289,2024-11-07,2024-11-22,,844935,0,Comptant
304537,5070,2024-11-06,2024-11-21,2024-11-20,983780,983780,Comptant
304538,21043,2024-11-08,2024-12-08,2024-12-03,1069970,1069970,30 j
304539,1283,2024-11-06,2024-12-06,2024-12-05,1329345,1329345,30 j
304540,13723,2024-11-08,2024-11-23,2024-11-23,1066070,1066070,Comptant
304541,10623,2024-11-07,2024-11-22,2024-11-20,1708440,1708440,Comptant
304542,22884,2024-11-06,2024-11-21,2024-11-20,163150,163150,Comptant
304543,23493,2024-11-08,2025-01-07,,191205,0,60 j
304544,19925,2024-11-07,2024-11-22,2024-11-22,1281305,1281305,Comptant
304545,23651,2024-11-08,2024-11-23,2024-11-23,1078510,1078510,Comptant
304546,20690,2024-11-08,2024-12-08,2024-12-03,521620,521620,30 j
304547,18774,2024-11-07,2024-11-22,2024-11-22,307365,307365,Comptant
304548,7924,2024-11-08,2024-12-08,2024-12-08,269815,269815,30 j
304549,8272,2024-11-07,2024-11-22,2024-11-17,724260,724260,Comptant
304550,20340,2024-11-08,2024-11-23,2024-11-24,417590,417590,Comptant
304551,21432,2024-11-08,2024-11-23,2024-11-22,689495,689495,Comptant
304552,22612,2024-11-09,2024-12-09,2024-12-09,306860,306860,30 j
304553,7784,2024-11-10,2024-11-25,2024-11-22,409990,409990,Comptant
304554,1278,2024-11-10,2024-12-10,2024-12-09,1098725,1098725,30 j
304555,21819,2024-11-08,2025-01-07,2025-01-05,760205,760205,60 j
304556,13792,2024-11-09,2024-11-24,2024-11-24,434685,434685,Comptant
304557,18427,2024-11-09,2025-01-08,2025-01-28,1454145,1454145,60 j
304558,2004,2024-11-10,2024-11-25,2024-11-20,852165,852165,Comptant
304559,19904,2024-11-11,2024-12-11,2024-12-10,994400,994400,30 j
304560,8336,2024-11-09,2024-11-24,2024-11-19,854065,854065,Comptant
304561,10054,2024-11-09,2024-11-24,2024-11-24,651120,651120,Comptant
304562,5789,2024-11-09,2024-11-24,2024-11-24,239815,239815,Comptant
304563,9208,2024-11-11,2024-11-26,2024-12-16,1263440,1263440,Comptant
304564,356,2024-11-10,2024-12-10,2024-12-09,733585,733585,30 j
304565,15822,2024-11-11,2024-12-11,,607065,0,30 j
304566,9098,2024-11-10,2024-12-10,2024-12-07,559495,559495,30 j
304567,8935,2024-11-12,2024-11-27,2024-11-25,1664715,1664715,Comptant
304568,16424,2024-11-10,2024-11-25,2024-11-25,1638610,1638610,Comptant
304569,15844,2024-11-12,2024-11-27,,737035,0,Comptant
304570,5113,2024-11-12,2025-01-11,,431365,0,60 j
304571,9470,2024-11-12,2024-11-27,2024-11-28,727405,727405,Comptant
304572,7638,2024-11-12,2024-12-12,2024-12-07,524815,524815,30 j
304573,20344,2024-11-11,2024-11-26,2024-11-23,1303180,1303180,Comptant
304574,22075,2024-11-11,2024-12-11,,741250,0,30 j
304575,833,2024-11-13,2024-12-13,2024-12-10,88750,88750,30 j
304576,1621,2024-11-11,2024-12-11,,365355,0,30 j
304577,5747,2024-11-12,2024-11-27,2024-11-22,1635265,1635265,Comptant
304578,10169,2024-11-14,2024-12-14,2024-12-12,156460,156460,30 j
304579,379,2024-11-12,2024-11-27,2024-11-26,1096595,1096595,Comptant
304580,11417,2024-11-12,2024-11-27,2024-11-25,1074045,1074045,Comptant
304581,3599,2024-11-13,2024-11-28,2024-11-25,231300,231300,Comptant
304582,20381,2024-11-13,2024-11-28,,1377470,0,Comptant
304583,10090,2024-11-14,2024-11-29,2024-11-29,1156140,1156140,Comptant
304584,17501,2024-11-14,2024-11-29,2024-11-28,1221760,1221760,Comptant
304585,10748,2024-11-14,2024-12-14,2024-12-09,196950,196950,30 j
304586,6890,2024-11-14,2025-01-13,2025-01-11,328475,328475,60 j
304587,12214,2024-11-15,2024-11-30,2024-11-30,1453960,1453960,Comptant
304588,19395,2024-11-15,2024-11-30,2024-11-27,689595,689595,Comptant
304589,12489,2024-11-14,2024-12-14,2025-01-28,1514250,1514250,30 j
304590,8373,2024-11-13,2024-11-28,2024-11-26,473035,473035,Comptant
304591,1809,2024-11-16,2024-12-01,2024-11-29,788845,788845,Comptant
304592,857,2024-11-15,2025-01-14,,1153115,0,60 j
304593,5748,2024-11-15,2024-11-30,2024-11-28,1606410,1606410,Comptant
304594,11698,2024-11-16,2024-12-01,2024-12-01,1010590,1010590,Comptant
304595,17967,2024-11-14,2025-01-13,,66915,0,60 j
304596,9249,2024-11-15,2024-11-30,,808465,0,Comptant
304597,18170,2024-11-14,2024-12-14,2024-12-14,615350,615350,30 j
304598,20141,2024-11-16,2025-01-15,2025-01-12,1379140,1379140,60 j
304599,12754,2024-11-17,2024-12-17,2024-12-16,120600,120600,30 j
304600,2874,2024-11-16,2024-12-01,,1029415,0,Comptant
304601,512,2024-11-15,2024-11-30,2024-11-29,494975,494975,Comptant
