id_produit,mois,entrees_unites,stock_moyen_unites,couverture_mois
43,2023-10,368,488,1.30
43,2023-11,283,327,1.23
43,2023-12,279,387,1.45
43,2024-01,266,349,1.37
43,2024-02,153,216,1.30
43,2024-03,260,296,1.23
43,2024-04,339,494,1.45
43,2024-05,258,330,1.37
43,2024-06,111,162,1.30
43,2024-07,126,151,1.23
43,2024-08,178,287,1.45
43,2024-09,192,241,1.37
43,2024-10,239,332,1.30
43,2024-11,277,383,1.23
43,2024-12,289,445,1.45
43,2025-01,190,259,1.37
43,2025-02,232,330,1.30
43,2025-03,259,286,1.23
43,2025-04,236,312,1.45
43,2025-05,243,303,1.37
43,2025-06,89,125,1.30
43,2025-07,174,211,1.23
43,2025-08,123,199,1.45
43,2025-09,181,248,1.37
43,2025-10,262,351,1.30
43,2025-11,334,398,1.23
43,2025-12,294,433,1.45
43,2026-01,263,401,1.37
43,2026-02,275,368,1.30
43,2026-03,271,375,1.23
43,2026-04,250,388,1.45
43,2026-05,195,259,1.37
43,2026-06,192,270,1.30
43,2026-07,202,264,1.23
43,2026-08,230,301,1.45
44,2023-01,163,216,1.23
44,2023-02,184,240,1.17
44,2023-03,224,276,1.11
44,2023-04,181,233,1.30
44,2023-05,209,282,1.23
44,2023-06,128,145,1.17
44,2023-07,118,122,1.11
44,2023-08,135,158,1.30
44,2023-09,238,279,1.23
44,2023-10,313,387,1.17
44,2023-11,370,376,1.11
44,2023-12,348,416,1.30
44,2024-01,292,355,1.23
44,2024-02,188,222,1.17
44,2024-03,239,243,1.11
44,2024-04,230,338,1.30
44,2024-05,168,226,1.23
44,2024-06,250,291,1.17
44,2024-07,172,189,1.11
44,2024-08,157,197,1.30
44,2024-09,156,213,1.23
44,2024-10,338,387,1.17
44,2024-11,173,172,1.11
44,2024-12,177,248,1.30
44,2025-01,152,186,1.23
44,2025-02,211,256,1.17
44,2025-03,284,321,1.11
44,2025-04,252,350,1.30
44,2025-05,232,255,1.23
44,2025-06,213,247,1.17
44,2025-07,222,250,1.11
44,2025-08,223,300,1.30
44,2025-09,279,356,1.23
44,2025-10,287,341,1.17
44,2025-11,287,326,1.11
44,2025-12,400,479,1.30
44,2026-01,179,213,1.23
44,2026-02,256,268,1.17
44,2026-03,345,381,1.11
44,2026-04,325,458,1.30
44,2026-05,285,342,1.23
44,2026-06,205,252,1.17
44,2026-07,195,204,1.11
44,2026-08,124,147,1.30
45,2023-01,165,166,1.03
45,2023-02,95,97,0.97
45,2023-03,188,174,0.93
45,2023-04,221,249,1.09
45,2023-05,168,192,1.03
45,2023-06,254,265,0.97
45,2023-07,114,104,0.93
45,2023-08,113,111,1.09
45,2023-09,261,260,1.03
45,2023-10,294,260,0.97
45,2023-11,316,271,0.93
45,2023-12,169,177,1.09
45,2024-01,233,271,1.03
45,2024-02,177,181,0.97
45,2024-03,198,195,0.93
45,2024-04,270,315,1.09
45,2024-05,199,185,1.03
45,2024-06,127,122,0.97
45,2024-07,178,163,0.93
45,2024-08,194,221,1.09
45,2024-09,279,302,1.03
45,2024-10,271,259,0.97
45,2024-11,276,249,0.93
45,2024-12,251,263,1.09
45,2025-01,195,223,1.03
45,2025-02,181,177,0.97
45,2025-03,239,243,0.93
45,2025-04,282,299,1.09
45,2025-05,212,230,1.03
45,2025-06,140,130,0.97
45,2025-07,183,152,0.93
45,2025-08,190,187,1.09
45,2025-09,182,193,1.03
45,2025-10,367,321,0.97
45,2025-11,226,227,0.93
45,2025-12,224,266,1.09
45,2026-01,204,193,1.03
45,2026-02,346,311,0.97
45,2026-03,253,260,0.93
45,2026-04,285,309,1.09
45,2026-05,359,347,1.03
45,2026-06,219,191,0.97
45,2026-07,234,245,0.93
45,2026-08,219,233,1.09
46,2023-01,140,139,0.95
46,2023-02,139,139,0.90
46,2023-03,231,185,0.85
46,2023-04,243,224,1.00
46,2023-05,195,167,0.95
46,2023-06,136,138,0.90
46,2023-07,161,156,0.85
46,2023-08,101,103,1.00
46,2023-09,263,233,0.95
46,2023-10,138,134,0.90
46,2023-11,328,268,0.85
46,2023-12,217,220,1.00
46,2024-01,170,177,0.95
46,2024-02,169,137,0.90
46,2024-03,262,221,0.85
46,2024-04,255,280,1.00
46,2024-05,156,157,0.95
46,2024-06,223,183,0.90
46,2024-07,212,197,0.85
46,2024-08,206,220,1.00
46,2024-09,199,183,0.95
46,2024-10,296,294,0.90
46,2024-11,281,224,0.85
46,2024-12,182,195,1.00
46,2025-01,203,211,0.95
46,2025-02,161,147,0.90
46,2025-03,237,185,0.85
46,2025-04,264,257,1.00
46,2025-05,270,240,0.95
46,2025-06,197,178,0.90
46,2025-07,140,133,0.85
46,2025-08,147,168,1.00
46,2025-09,282,240,0.95
46,2025-10,162,138,0.90
46,2025-11,269,252,0.85
46,2025-12,317,328,1.00
46,2026-01,130,131,0.95
46,2026-02,252,249,0.90
46,2026-03,553,503,0.85
46,2026-04,256,269,1.00
46,2026-05,212,211,0.95
46,2026-06,161,156,0.90
46,2026-07,154,132,0.85
46,2026-08,179,203,1.00
47,2023-01,192,290,1.37
47,2023-02,183,229,1.30
47,2023-03,240,290,1.23
47,2023-04,175,270,1.45
47,2023-05,183,263,1.37
47,2023-06,154,190,1.30
47,2023-07,165,200,1.23
47,2023-08,142,217,1.45
47,2023-09,250,333,1.37
47,2023-10,273,355,1.30
47,2023-11,305,353,1.23
47,2023-12,196,261,1.45
47,2024-01,204,256,1.37
47,2024-02,209,248,1.30
47,2024-03,270,343,1.23
47,2024-04,262,351,1.45
47,2024-05,193,259,1.37
47,2024-06,150,191,1.30
47,2024-07,180,214,1.23
47,2024-08,134,200,1.45
47,2024-09,182,262,1.37
47,2024-10,232,316,1.30
47,2024-11,209,285,1.23
47,2024-12,233,378,1.45
47,2025-01,198,289,1.37
47,2025-02,238,301,1.30
47,2025-03,218,248,1.23
47,2025-04,196,306,1.45
47,2025-05,169,245,1.37
47,2025-06,150,177,1.30
47,2025-07,162,201,1.23
47,2025-08,205,294,1.45
47,2025-09,210,266,1.37
47,2025-10,222,278,1.30
47,2025-11,248,325,1.23
47,2025-12,239,365,1.45
47,2026-01,222,336,1.37
47,2026-02,195,281,1.30
47,2026-03,292,388,1.23
47,2026-04,381,494,1.45
47,2026-05,294,362,1.37
47,2026-06,205,252,1.30
47,2026-07,166,209,1.23
47,2026-08,342,454,1.45
48,2023-01,163,216,1.23
48,2023-02,92,115,1.17
48,2023-03,227,276,1.11
48,2023-04,199,245,1.30
48,2023-05,171,211,1.23
48,2023-06,218,286,1.17
48,2023-07,63,79,1.11
48,2023-08,148,183,1.30
48,2023-09,205,264,1.23
48,2023-10,278,334,1.17
48,2023-11,346,423,1.11
48,2023-12,200,284,1.30
48,2024-01,267,367,1.23
48,2024-02,315,355,1.17
48,2024-03,257,320,1.11
48,2024-04,331,390,1.30
48,2024-05,264,297,1.23
48,2024-06,149,192,1.17
48,2024-07,123,140,1.11
48,2024-08,177,247,1.30
48,2024-09,207,290,1.23
48,2024-10,391,507,1.17
48,2024-11,191,192,1.11
48,2024-12,335,425,1.30
48,2025-01,237,317,1.23
48,2025-02,140,185,1.17
48,2025-03,321,329,1.11
48,2025-04,329,443,1.30
48,2025-05,224,288,1.23
48,2025-06,236,261,1.17
48,2025-07,162,172,1.11
48,2025-08,137,193,1.30
48,2025-09,134,163,1.23
48,2025-10,363,409,1.17
48,2025-11,256,302,1.11
48,2025-12,287,346,1.30
48,2026-01,213,250,1.23
48,2026-02,211,265,1.17
48,2026-03,264,323,1.11
48,2026-04,251,318,1.30
48,2026-05,241,290,1.23
48,2026-06,186,235,1.17
48,2026-07,124,141,1.11
48,2026-08,218,322,1.30
49,2023-01,194,300,1.37
49,2023-02,144,213,1.30
49,2023-03,256,352,1.23
49,2023-04,221,294,1.45
49,2023-05,177,216,1.37
49,2023-06,193,227,1.30
49,2023-07,163,217,1.23
49,2023-08,84,119,1.45
49,2023-09,209,288,1.37
49,2023-10,238,329,1.30
49,2023-11,187,227,1.23
49,2023-12,244,328,1.45
49,2024-01,238,301,1.37
49,2024-02,206,248,1.30
49,2024-03,369,441,1.23
49,2024-04,195,261,1.45
49,2024-05,280,397,1.37
49,2024-06,270,383,1.30
49,2024-07,79,101,1.23
49,2024-08,123,164,1.45
49,2024-09,218,293,1.37
49,2024-10,375,484,1.30
49,2024-11,224,312,1.23
49,2024-12,141,232,1.45
49,2025-01,270,378,1.37
49,2025-02,235,296,1.30
49,2025-03,211,243,1.23
49,2025-04,285,452,1.45
49,2025-05,274,382,1.37
49,2025-06,202,240,1.30
49,2025-07,159,189,1.23
49,2025-08,189,310,1.45
49,2025-09,184,277,1.37
49,2025-10,314,438,1.30
49,2025-11,233,316,1.23
49,2025-12,241,362,1.45
49,2026-01,335,481,1.37
49,2026-02,361,431,1.30
49,2026-03,264,357,1.23
49,2026-04,220,304,1.45
49,2026-05,228,296,1.37
49,2026-06,301,371,1.30
49,2026-07,158,180,1.23
49,2026-08,150,213,1.45
50,2023-01,183,210,1.23
50,2023-02,284,318,1.17
50,2023-03,270,312,1.11
50,2023-04,241,352,1.30
50,2023-05,165,198,1.23
50,2023-06,153,199,1.17
50,2023-07,121,129,1.11
50,2023-08,229,327,1.30
50,2023-09,281,371,1.23
50,2023-10,206,229,1.17
50,2023-11,266,292,1.11
50,2023-12,157,227,1.30
50,2024-01,266,328,1.23
50,2024-02,239,265,1.17
50,2024-03,332,336,1.11
50,2024-04,196,267,1.30
50,2024-05,294,329,1.23
50,2024-06,273,292,1.17
50,2024-07,132,136,1.11
50,2024-08,167,240,1.30
50,2024-09,185,212,1.23
50,2024-10,277,309,1.17
50,2024-11,256,284,1.11
50,2024-12,391,467,1.30
50,2025-01,253,316,1.23
50,2025-02,138,152,1.17
50,2025-03,356,363,1.11
50,2025-04,287,339,1.30
50,2025-05,245,288,1.23
50,2025-06,180,214,1.17
50,2025-07,241,276,1.11
50,2025-08,308,437,1.30
50,2025-09,258,344,1.23
50,2025-10,210,275,1.17
50,2025-11,309,326,1.11
50,2025-12,317,458,1.30
50,2026-01,264,306,1.23
50,2026-02,240,302,1.17
50,2026-03,370,416,1.11
50,2026-04,237,344,1.30
50,2026-05,315,354,1.23
50,2026-06,129,169,1.17
50,2026-07,179,196,1.11
50,2026-08,236,287,1.30
51,2023-01,197,191,0.95
51,2023-02,291,260,0.90
51,2023-03,168,145,0.85
51,2023-04,165,161,1.00
51,2023-05,216,211,0.95
51,2023-06,172,152,0.90
51,2023-07,120,115,0.85
51,2023-08,168,162,1.00
51,2023-09,221,219,0.95
51,2023-10,183,161,0.90
51,2023-11,236,202,0.85
51,2023-12,265,283,1.00
51,2024-01,218,210,0.95
51,2024-02,159,155,0.90
51,2024-03,254,195,0.85
51,2024-04,250,231,1.00
51,2024-05,151,162,0.95
51,2024-06,181,157,0.90
51,2024-07,132,115,0.85
51,2024-08,133,138,1.00
51,2024-09,245,234,0.95
51,2024-10,285,269,0.90
51,2024-11,283,236,0.85
51,2024-12,177,167,1.00
51,2025-01,171,167,0.95
51,2025-02,172,169,0.90
51,2025-03,292,243,0.85
51,2025-04,302,300,1.00
51,2025-05,383,358,0.95
51,2025-06,175,171,0.90
51,2025-07,195,164,0.85
51,2025-08,181,181,1.00
51,2025-09,455,420,0.95
51,2025-10,292,286,0.90
51,2025-11,199,185,0.85
51,2025-12,374,376,1.00
51,2026-01,279,263,0.95
51,2026-02,205,171,0.90
51,2026-03,233,214,0.85
51,2026-04,201,209,1.00
51,2026-05,305,266,0.95
51,2026-06,207,192,0.90
51,2026-07,154,136,0.85
51,2026-08,187,186,1.00
52,2023-01,165,131,0.88
52,2023-02,209,157,0.83
52,2023-03,154,120,0.79
52,2023-04,188,184,0.93
52,2023-05,100,80,0.88
52,2023-06,106,99,0.83
52,2023-07,128,112,0.79
52,2023-08,167,169,0.93
52,2023-09,115,95,0.88
52,2023-10,267,205,0.83
52,2023-11,224,192,0.79
52,2023-12,188,171,0.93
52,2024-01,263,258,0.88
52,2024-02,232,179,0.83
52,2024-03,427,368,0.79
52,2024-04,178,176,0.93
52,2024-05,158,134,0.88
52,2024-06,139,124,0.83
52,2024-07,206,172,0.79
52,2024-08,202,211,0.93
52,2024-09,220,181,0.88
52,2024-10,351,281,0.83
52,2024-11,270,208,0.79
52,2024-12,318,303,0.93
52,2025-01,180,169,0.88
52,2025-02,187,169,0.83
52,2025-03,317,228,0.79
52,2025-04,224,196,0.93
52,2025-05,239,225,0.88
52,2025-06,207,156,0.83
52,2025-07,220,164,0.79
52,2025-08,179,153,0.93
52,2025-09,275,259,0.88
52,2025-10,378,323,0.83
52,2025-11,298,224,0.79
52,2025-12,271,239,0.93
52,2026-01,282,232,0.88
52,2026-02,392,295,0.83
52,2026-03,376,267,0.79
52,2026-04,332,293,0.93
52,2026-05,254,232,0.88
52,2026-06,196,168,0.83
52,2026-07,251,217,0.79
52,2026-08,186,175,0.93
53,2023-01,173,215,1.23
53,2023-02,178,196,1.17
53,2023-03,206,210,1.11
53,2023-04,238,322,1.30
53,2023-05,170,226,1.23
53,2023-06,175,195,1.17
53,2023-07,127,158,1.11
53,2023-08,233,273,1.30
53,2023-09,224,249,1.23
53,2023-10,328,347,1.17
53,2023-11,172,212,1.11
53,2023-12,276,359,1.30
53,2024-01,268,343,1.23
53,2024-02,196,224,1.17
53,2024-03,238,297,1.11
53,2024-04,261,343,1.30
53,2024-05,221,269,1.23
53,2024-06,116,129,1.17
53,2024-07,156,166,1.11
53,2024-08,212,252,1.30
53,2024-09,259,355,1.23
53,2024-10,244,300,1.17
53,2024-11,304,324,1.11
53,2024-12,175,219,1.30
53,2025-01,267,339,1.23
53,2025-02,197,217,1.17
53,2025-03,287,298,1.11
53,2025-04,223,301,1.30
53,2025-05,255,306,1.23
53,2025-06,196,209,1.17
53,2025-07,206,207,1.11
53,2025-08,144,210,1.30
53,2025-09,296,345,1.23
53,2025-10,250,296,1.17
53,2025-11,290,333,1.11
53,2025-12,293,398,1.30
53,2026-01,232,318,1.23
53,2026-02,329,399,1.17
53,2026-03,369,412,1.11
53,2026-04,298,399,1.30
53,2026-05,224,249,1.23
53,2026-06,189,205,1.17
53,2026-07,130,152,1.11
53,2026-08,150,220,1.30
54,2023-01,142,175,1.12
54,2023-02,217,213,1.06
54,2023-03,293,274,1.01
54,2023-04,204,238,1.19
54,2023-05,273,333,1.12
54,2023-06,117,131,1.06
54,2023-07,116,130,1.01
54,2023-08,86,96,1.19
54,2023-09,166,175,1.12
54,2023-10,158,187,1.06
54,2023-11,262,269,1.01
54,2023-12,278,342,1.19
54,2024-01,250,271,1.12
54,2024-02,203,220,1.06
54,2024-03,338,333,1.01
54,2024-04,164,217,1.19
54,2024-05,387,419,1.12
54,2024-06,241,234,1.06
54,2024-07,211,197,1.01
54,2024-08,133,174,1.19
54,2024-09,120,145,1.12
54,2024-10,344,390,1.06
54,2024-11,281,261,1.01
54,2024-12,424,468,1.19
54,2025-01,242,273,1.12
54,2025-02,241,285,1.06
54,2025-03,321,325,1.01
54,2025-04,290,356,1.19
54,2025-05,239,271,1.12
54,2025-06,233,242,1.06
54,2025-07,149,138,1.01
54,2025-08,118,128,1.19
54,2025-09,381,383,1.12
54,2025-10,286,292,1.06
54,2025-11,258,252,1.01
54,2025-12,256,293,1.19
54,2026-01,162,167,1.12
54,2026-02,233,270,1.06
54,2026-03,243,228,1.01
54,2026-04,562,703,1.19
54,2026-05,229,267,1.12
54,2026-06,191,193,1.06
54,2026-07,182,175,1.01
54,2026-08,220,249,1.19
55,2023-01,218,429,2.05
55,2023-02,142,284,1.95
55,2023-03,191,320,1.85
55,2023-04,172,380,2.17
55,2023-05,186,345,2.05
55,2023-06,147,263,1.95
55,2023-07,151,276,1.85
55,2023-08,124,246,2.17
55,2023-09,163,355,2.05
55,2023-10,207,388,1.95
55,2023-11,188,356,1.85
55,2023-12,165,343,2.17
55,2024-01,332,660,2.05
55,2024-02,278,563,1.95
55,2024-03,314,550,1.85
55,2024-04,217,463,2.17
55,2024-05,178,335,2.05
55,2024-06,260,522,1.95
55,2024-07,166,344,1.85
55,2024-08,204,480,2.17
55,2024-09,278,540,2.05
55,2024-10,290,545,1.95
55,2024-11,183,326,1.85
55,2024-12,255,530,2.17
55,2025-01,166,318,2.05
55,2025-02,194,401,1.95
55,2025-03,381,637,1.85
55,2025-04,337,761,2.17
55,2025-05,231,432,2.05
55,2025-06,195,358,1.95
55,2025-07,161,339,1.85
55,2025-08,130,270,2.17
55,2025-09,240,516,2.05
55,2025-10,376,806,1.95
55,2025-11,344,617,1.85
55,2025-12,287,683,2.17
55,2026-01,319,645,2.05
55,2026-02,274,569,1.95
55,2026-03,283,578,1.85
55,2026-04,313,652,2.17
55,2026-05,221,432,2.05
55,2026-06,150,265,1.95
55,2026-07,103,207,1.85
55,2026-08,198,474,2.17
56,2023-01,328,520,1.76
56,2023-02,181,306,1.67
56,2023-03,160,227,1.59
56,2023-04,187,339,1.86
56,2023-05,210,379,1.76
56,2023-06,134,202,1.67
56,2023-07,134,238,1.59
56,2023-08,196,386,1.86
56,2023-09,260,505,1.76
56,2023-10,174,329,1.67
56,2023-11,265,440,1.59
56,2023-12,272,457,1.86
56,2024-01,197,312,1.76
56,2024-02,97,180,1.67
56,2024-03,279,432,1.59
56,2024-04,264,501,1.86
56,2024-05,200,324,1.76
56,2024-06,272,451,1.67
56,2024-07,101,175,1.59
56,2024-08,179,337,1.86
56,2024-09,263,514,1.76
56,2024-10,299,456,1.67
56,2024-11,247,390,1.59
56,2024-12,334,572,1.86
56,2025-01,158,262,1.76
56,2025-02,141,244,1.67
56,2025-03,176,287,1.59
56,2025-04,309,542,1.86
56,2025-05,206,386,1.76
56,2025-06,219,367,1.67
56,2025-07,110,167,1.59
56,2025-08,163,335,1.86
56,2025-09,400,692,1.76
56,2025-10,258,426,1.67
56,2025-11,152,270,1.59
56,2025-12,375,686,1.86
56,2026-01,310,507,1.76
56,2026-02,213,386,1.67
56,2026-03,299,522,1.59
56,2026-04,413,766,1.86
56,2026-05,193,340,1.76
56,2026-06,182,272,1.67
56,2026-07,210,329,1.59
56,2026-08,227,382,1.86
57,2023-01,244,268,1.03
57,2023-02,203,181,0.97
57,2023-03,225,191,0.93
57,2023-04,153,178,1.09
57,2023-05,364,353,1.03
57,2023-06,117,122,0.97
57,2023-07,104,106,0.93
57,2023-08,162,190,1.09
57,2023-09,137,151,1.03
57,2023-10,263,253,0.97
57,2023-11,392,344,0.93
57,2023-12,258,315,1.09
57,2024-01,241,239,1.03
57,2024-02,233,249,0.97
57,2024-03,232,199,0.93
57,2024-04,407,403,1.09
57,2024-05,169,181,1.03
57,2024-06,175,182,0.97
57,2024-07,127,121,0.93
57,2024-08,213,239,1.09
57,2024-09,227,265,1.03
57,2024-10,305,317,0.97
57,2024-11,227,201,0.93
57,2024-12,224,240,1.09
57,2025-01,146,148,1.03
57,2025-02,279,264,0.97
57,2025-03,261,218,0.93
57,2025-04,336,350,1.09
57,2025-05,213,216,1.03
57,2025-06,143,143,0.97
57,2025-07,212,184,0.93
57,2025-08,201,224,1.09
57,2025-09,312,288,1.03
57,2025-10,258,241,0.97
57,2025-11,170,172,0.93
57,2025-12,263,282,1.09
57,2026-01,370,397,1.03
57,2026-02,316,281,0.97
57,2026-03,279,235,0.93
57,2026-04,284,278,1.09
57,2026-05,229,245,1.03
57,2026-06,237,239,0.97
57,2026-07,146,141,0.93
57,2026-08,295,312,1.09
58,2023-01,218,213,0.95
58,2023-02,241,206,0.90
58,2023-03,187,178,0.85
58,2023-04,266,279,1.00
58,2023-05,138,147,0.95
58,2023-06,109,89,0.90
58,2023-07,166,149,0.85
58,2023-08,160,180,1.00
58,2023-09,194,173,0.95
58,2023-10,138,136,0.90
58,2023-11,272,240,0.85
58,2023-12,266,243,1.00
58,2024-01,199,172,0.95
58,2024-02,215,210,0.90
58,2024-03,286,231,0.85
58,2024-04,279,302,1.00
58,2024-05,131,120,0.95
58,2024-06,198,171,0.90
58,2024-07,171,162,0.85
58,2024-08,205,228,1.00
58,2024-09,102,101,0.95
58,2024-10,320,322,0.90
58,2024-11,276,252,0.85
58,2024-12,367,342,1.00
58,2025-01,212,219,0.95
58,2025-02,235,231,0.90
58,2025-03,484,401,0.85
58,2025-04,339,321,1.00
58,2025-05,128,122,0.95
58,2025-06,148,148,0.90
58,2025-07,173,152,0.85
58,2025-08,242,269,1.00
58,2025-09,324,304,0.95
58,2025-10,269,228,0.90
58,2025-11,427,346,0.85
58,2025-12,284,305,1.00
58,2026-01,287,307,0.95
58,2026-02,328,268,0.90
58,2026-03,357,274,0.85
58,2026-04,308,344,1.00
58,2026-05,162,159,0.95
58,2026-06,292,243,0.90
58,2026-07,152,144,0.85
58,2026-08,160,166,1.00
59,2023-01,173,165,0.95
59,2023-02,174,152,0.90
59,2023-03,201,169,0.85
59,2023-04,255,236,1.00
59,2023-05,202,192,0.95
59,2023-06,120,110,0.90
59,2023-07,192,158,0.85
59,2023-08,157,147,1.00
59,2023-09,300,260,0.95
59,2023-10,267,247,0.90
59,2023-11,313,244,0.85
59,2023-12,222,231,1.00
59,2024-01,348,303,0.95
59,2024-02,136,113,0.90
59,2024-03,278,223,0.85
59,2024-04,185,185,1.00
59,2024-05,270,272,0.95
59,2024-06,192,168,0.90
59,2024-07,97,91,0.85
59,2024-08,240,270,1.00
59,2024-09,152,154,0.95
59,2024-10,377,314,0.90
59,2024-11,284,256,0.85
59,2024-12,234,242,1.00
59,2025-01,177,164,0.95
59,2025-02,267,234,0.90
59,2025-03,262,208,0.85
59,2025-04,351,351,1.00
59,2025-05,271,241,0.95
59,2025-06,149,129,0.90
59,2025-07,160,137,0.85
59,2025-08,198,208,1.00
59,2025-09,224,240,0.95
59,2025-10,405,339,0.90
59,2025-11,262,251,0.85
59,2025-12,209,217,1.00
59,2026-01,131,126,0.95
59,2026-02,182,173,0.90
59,2026-03,317,261,0.85
59,2026-04,255,235,1.00
59,2026-05,291,264,0.95
59,2026-06,284,239,0.90
59,2026-07,224,177,0.85
59,2026-08,172,163,1.00
60,2023-01,228,190,0.88
60,2023-02,216,189,0.83
60,2023-03,245,190,0.79
60,2023-04,276,245,0.93
60,2023-05,172,147,0.88
60,2023-06,166,138,0.83
60,2023-07,233,165,0.79
60,2023-08,230,203,0.93
60,2023-09,133,132,0.88
60,2023-10,159,140,0.83
60,2023-11,217,195,0.79
60,2023-12,295,249,0.93
60,2024-01,260,214,0.88
60,2024-02,239,205,0.83
60,2024-03,267,239,0.79
60,2024-04,284,240,0.93
60,2024-05,126,116,0.88
60,2024-06,88,83,0.83
60,2024-07,153,136,0.79
60,2024-08,271,244,0.93
60,2024-09,160,128,0.88
60,2024-10,145,130,0.83
60,2024-11,339,248,0.79
60,2024-12,267,249,0.93
60,2025-01,214,189,0.88
60,2025-02,156,118,0.83
60,2025-03,293,250,0.79
60,2025-04,329,322,0.93
60,2025-05,193,163,0.88
60,2025-06,151,143,0.83
60,2025-07,160,140,0.79
60,2025-08,202,182,0.93
60,2025-09,214,181,0.88
60,2025-10,365,336,0.83
60,2025-11,287,239,0.79
60,2025-12,361,309,0.93
60,2026-01,153,130,0.88
60,2026-02,318,247,0.83
60,2026-03,271,207,0.79
60,2026-04,248,239,0.93
60,2026-05,185,149,0.88
60,2026-06,250,210,0.83
60,2026-07,159,120,0.79
60,2026-08,140,139,0.93
61,2023-01,145,139,1.03
61,2023-02,167,150,0.97
61,2023-03,166,144,0.93
61,2023-04,164,182,1.09
61,2023-05,103,106,1.03
61,2023-06,226,223,0.97
61,2023-07,112,95,0.93
61,2023-08,170,201,1.09
61,2023-09,112,119,1.03
61,2023-10,190,172,0.97
61,2023-11,292,256,0.93
61,2023-12,139,143,1.09
61,2024-01,159,158,1.03
61,2024-02,136,135,0.97
61,2024-03,182,158,0.93
61,2024-04,328,326,1.09
61,2024-05,144,148,1.03
61,2024-06,204,186,0.97
61,2024-07,143,127,0.93
61,2024-08,102,123,1.09
61,2024-09,140,132,1.03
61,2024-10,162,173,0.97
61,2024-11,266,223,0.93
61,2024-12,86,95,1.09
61,2025-01,218,209,1.03
61,2025-02,142,150,0.97
61,2025-03,160,152,0.93
61,2025-04,170,184,1.09
61,2025-05,215,229,1.03
61,2025-06,166,172,0.97
61,2025-07,159,159,0.93
61,2025-08,122,150,1.09
61,2025-09,182,167,1.03
61,2025-10,193,189,0.97
61,2025-11,107,111,0.93
61,2025-12,154,151,1.09
61,2026-01,326,300,1.03
61,2026-02,161,149,0.97
61,2026-03,260,234,0.93
61,2026-04,274,270,1.09
61,2026-05,194,203,1.03
61,2026-06,149,161,0.97
61,2026-07,116,116,0.93
61,2026-08,220,249,1.09
62,2023-01,162,142,0.95
62,2023-02,142,138,0.90
62,2023-03,224,203,0.85
62,2023-04,83,85,1.00
62,2023-05,115,121,0.95
62,2023-06,145,146,0.90
62,2023-07,67,64,0.85
62,2023-08,78,84,1.00
62,2023-09,243,232,0.95
62,2023-10,196,199,0.90
62,2023-11,289,243,0.85
62,2023-12,129,139,1.00
62,2024-01,235,211,0.95
62,2024-02,136,110,0.90
62,2024-03,222,207,0.85
62,2024-04,105,105,1.00
62,2024-05,134,126,0.95
62,2024-06,119,114,0.90
62,2024-07,112,96,0.85
62,2024-08,273,311,1.00
62,2024-09,158,139,0.95
62,2024-10,119,118,0.90
62,2024-11,206,168,0.85
62,2024-12,136,126,1.00
62,2025-01,113,117,0.95
62,2025-02,118,108,0.90
62,2025-03,193,153,0.85
62,2025-04,136,136,1.00
62,2025-05,217,193,0.95
62,2025-06,118,96,0.90
62,2025-07,106,88,0.85
62,2025-08,106,108,1.00
62,2025-09,158,165,0.95
62,2025-10,222,195,0.90
62,2025-11,184,158,0.85
62,2025-12,114,120,1.00
62,2026-01,194,173,0.95
62,2026-02,195,163,0.90
62,2026-03,242,189,0.85
62,2026-04,201,185,1.00
62,2026-05,201,201,0.95
62,2026-06,59,52,0.90
62,2026-07,97,84,0.85
62,2026-08,127,131,1.00
63,2023-01,153,186,1.12
63,2023-02,180,200,1.06
63,2023-03,259,238,1.01
63,2023-04,146,164,1.19
63,2023-05,74,94,1.12
63,2023-06,119,121,1.06
63,2023-07,127,116,1.01
63,2023-08,113,127,1.19
63,2023-09,277,291,1.12
63,2023-10,148,165,1.06
63,2023-11,178,177,1.01
63,2023-12,171,226,1.19
63,2024-01,151,157,1.12
63,2024-02,197,188,1.06
63,2024-03,226,215,1.01
63,2024-04,178,213,1.19
63,2024-05,233,240,1.12
63,2024-06,103,122,1.06
63,2024-07,192,207,1.01
63,2024-08,152,180,1.19
63,2024-09,172,191,1.12
63,2024-10,185,221,1.06
63,2024-11,145,166,1.01
63,2024-12,251,295,1.19
63,2025-01,174,176,1.12
63,2025-02,110,130,1.06
63,2025-03,193,194,1.01
63,2025-04,222,291,1.19
63,2025-05,126,130,1.12
63,2025-06,203,193,1.06
63,2025-07,111,107,1.01
63,2025-08,221,288,1.19
63,2025-09,268,269,1.12
63,2025-10,167,185,1.06
63,2025-11,188,197,1.01
63,2025-12,175,223,1.19
63,2026-01,286,322,1.12
63,2026-02,221,235,1.06
63,2026-03,259,252,1.01
63,2026-04,179,191,1.19
63,2026-05,157,160,1.12
63,2026-06,135,143,1.06
63,2026-07,203,186,1.01
63,2026-08,166,217,1.19
64,2023-01,160,162,1.03
64,2023-02,118,116,0.97
64,2023-03,209,193,0.93
64,2023-04,197,192,1.09
64,2023-05,101,113,1.03
64,2023-06,109,107,0.97
64,2023-07,88,86,0.93
64,2023-08,107,116,1.09
64,2023-09,139,133,1.03
64,2023-10,175,167,0.97
64,2023-11,151,131,0.93
64,2023-12,182,182,1.09
64,2024-01,131,125,1.03
64,2024-02,173,160,0.97
64,2024-03,206,184,0.93
64,2024-04,268,325,1.09
