id_produit,id_magasin,mois,jours_rupture,unites_perdues_estimees,ca_perdu_estime_fcfa
110,5,2025-12,15,20,373041
110,5,2026-04,2,2,40511
110,6,2023-01,10,3,44080
111,1,2023-09,4,4,69870
111,1,2025-03,2,2,39338
111,1,2025-10,2,2,47523
111,1,2026-05,5,4,90614
111,1,2026-06,4,2,46457
111,2,2023-10,3,3,51804
111,2,2024-07,5,1,25616
111,3,2025-07,10,6,117764
111,4,2023-02,4,2,42131
111,4,2025-06,5,5,102365
111,4,2025-07,2,1,23553
111,4,2026-04,3,4,88232
111,5,2024-05,4,2,43193
111,6,2023-02,1,1,10533
111,6,2024-06,10,9,171495
111,6,2025-09,1,1,25954
111,6,2025-11,3,3,52329
111,6,2026-01,2,2,47408
112,1,2024-05,1,0,8706
112,1,2025-05,7,7,152216
112,1,2025-11,3,2,43242
112,2,2023-01,15,8,140621
112,2,2025-07,3,1,17846
112,2,2025-11,1,1,14414
112,3,2024-02,10,10,196853
112,3,2026-03,5,4,95239
112,4,2023-09,4,3,54851
112,4,2024-05,15,7,130591
112,4,2025-03,10,11,223055
112,4,2026-06,2,1,30148
112,5,2024-12,1,1,23852
112,5,2025-12,7,14,283676
112,5,2026-03,15,13,285716
112,6,2023-07,1,0,2246
113,1,2023-09,10,26,94585
113,1,2024-02,3,7,29191
113,1,2026-03,1,3,15429
113,2,2024-03,1,3,10674
113,2,2024-06,2,2,8750
113,2,2024-08,4,16,61434
113,2,2025-06,2,2,9730
113,2,2026-01,5,11,51083
113,3,2024-07,1,2,6209
113,3,2025-01,15,23,97772
113,3,2025-06,10,11,48650
113,4,2025-04,2,4,16183
113,5,2023-08,5,7,24420
113,5,2023-12,5,14,51731
113,5,2024-11,10,18,70707
113,5,2025-12,3,6,26969
113,6,2023-04,15,33,119756
113,6,2023-12,5,14,51731
113,6,2024-05,1,2,9365
113,6,2024-12,3,7,28743
113,6,2026-08,3,4,17343
114,1,2023-09,3,4,21274
114,1,2024-04,3,4,27346
114,1,2025-03,7,25,166757
114,1,2025-09,1,3,17689
114,2,2024-08,1,2,11347
114,2,2026-04,1,2,11482
114,3,2024-01,7,11,66298
114,3,2025-06,1,3,17930
114,3,2025-07,10,26,170544
114,3,2026-08,7,17,116613
114,4,2024-02,2,4,23002
114,4,2026-06,4,4,28286
114,5,2023-11,7,19,105592
114,5,2024-07,3,5,29041
114,5,2025-06,7,19,125509
114,6,2023-09,2,2,14183
115,1,2023-03,10,18,50785
115,1,2024-06,1,2,6871
115,1,2025-02,10,20,63591
115,1,2026-02,4,11,36754
115,2,2024-04,2,5,15715
115,2,2024-10,2,3,8414
115,2,2026-02,2,5,18377
115,2,2026-06,10,30,100029
115,3,2023-02,1,2,6229
115,3,2023-08,2,4,9766
115,3,2025-03,2,7,21008
115,3,2026-04,3,10,35862
115,4,2023-12,10,16,43790
115,5,2024-02,3,4,11037
115,5,2026-01,15,40,134944
115,6,2024-06,2,5,13742
116,1,2023-01,2,3,8673
116,1,2023-03,3,7,21843
116,1,2024-05,4,9,32102
116,1,2024-08,2,4,12836
116,2,2024-04,2,5,17140
116,3,2024-08,1,2,6418
116,4,2023-03,5,11,36405
116,4,2024-05,2,5,16051
116,4,2026-04,1,3,11542
116,5,2025-01,5,9,34295
116,5,2026-06,7,20,80378
116,6,2024-06,2,3,9444
116,6,2024-07,15,37,126562
116,6,2026-01,7,21,86871
117,1,2023-11,3,6,18958
117,1,2024-12,2,4,13121
117,1,2025-04,5,11,46904
117,2,2023-01,1,1,4821
117,2,2023-07,3,4,12336
117,2,2025-10,1,3,13569
117,2,2026-05,4,7,31438
117,3,2023-02,1,3,11578
117,3,2025-06,2,4,15062
117,3,2026-02,4,10,44787
117,4,2023-10,2,4,15258
117,4,2024-12,15,26,98404
117,4,2025-01,15,38,153654
117,4,2026-04,2,4,18658
117,5,2024-09,5,9,33929
117,6,2023-07,2,2,8224
117,6,2024-07,2,2,8877
118,1,2023-06,7,22,88652
118,1,2023-09,15,21,85302
118,2,2024-04,15,44,197960
118,2,2025-02,15,23,111807
118,3,2023-03,7,17,69853
118,3,2023-10,2,8,31058
118,3,2024-03,2,8,33212
118,3,2024-04,7,21,92381
118,3,2024-12,10,16,70739
118,3,2025-03,7,21,101985
118,3,2025-04,15,34,160926
118,3,2025-06,15,18,84763
118,3,2025-10,15,37,179015
118,4,2025-05,5,9,41410
118,5,2023-07,2,3,11317
118,5,2024-06,10,22,100252
118,5,2026-02,10,26,131269
118,6,2023-01,2,3,13588
118,6,2023-07,1,1,5658
118,6,2023-12,3,8,32811
118,6,2024-05,1,1,6343
118,6,2024-07,2,2,10785
118,6,2024-10,7,22,98471
118,6,2025-01,7,12,56416
119,1,2024-06,15,18,94520
119,1,2025-09,7,18,100450
119,2,2023-10,2,4,17515
119,2,2023-11,4,13,59787
119,2,2024-06,7,9,44109
119,3,2025-03,15,39,213821
119,3,2025-09,15,38,215250
119,3,2026-06,4,7,44732
119,4,2023-06,1,1,6112
119,4,2024-02,1,2,8786
119,4,2025-10,5,7,40670
119,6,2025-04,15,36,200505
119,6,2025-07,2,3,18107
120,1,2023-03,7,17,54932
120,1,2023-07,7,6,17334
120,1,2023-12,5,9,29783
120,1,2024-05,10,19,64395
120,2,2023-10,2,6,19393
120,2,2026-01,15,34,138356
120,3,2023-04,15,17,54930
120,3,2025-11,2,6,21631
120,4,2023-05,5,11,35627
120,4,2024-08,3,8,27190
120,4,2025-01,7,18,67452
120,4,2025-11,2,6,21631
120,5,2023-08,15,40,127287
120,5,2025-04,2,5,20148
120,5,2026-08,7,14,55909
120,6,2024-02,10,17,59258
120,6,2025-10,5,10,36112
120,6,2026-07,4,8,30562
121,1,2025-01,15,40,201649
121,2,2025-02,7,12,60211
121,2,2025-03,5,11,53828
121,2,2025-04,5,12,60637
121,2,2025-05,5,13,65218
121,2,2026-01,4,8,41869
121,2,2026-07,10,16,85314
121,3,2026-08,2,4,22997
121,4,2024-01,15,17,82425
121,4,2024-04,3,8,36503
121,4,2024-06,15,20,94755
121,4,2024-12,3,5,23660
121,5,2024-06,7,9,44219
121,5,2025-03,1,2,10766
121,5,2025-06,3,6,31248
121,5,2026-05,15,32,174998
121,6,2023-02,2,3,15052
121,6,2025-04,2,5,24255
121,6,2025-06,4,8,41665
122,1,2025-05,1,2,14868
122,2,2024-10,2,6,37276
122,2,2025-03,7,14,95858
122,2,2026-05,1,3,23082
122,3,2023-07,2,2,10833
122,3,2025-03,5,10,68470
122,4,2023-03,15,36,210408
122,4,2024-09,15,61,385956
122,4,2024-12,15,24,156218
122,6,2023-04,3,6,34421
122,6,2026-05,4,12,92327
123,1,2025-02,15,28,112042
123,1,2025-06,2,2,9805
123,2,2023-12,7,19,64531
123,2,2024-02,10,13,47456
123,2,2026-03,15,50,212844
123,3,2025-01,1,3,10797
123,3,2026-04,2,4,18689
123,4,2024-01,15,34,125239
123,4,2025-04,5,15,58905
123,4,2025-10,2,8,30151
123,4,2026-02,2,5,20411
123,5,2023-04,7,18,58932
123,5,2024-01,7,16,58445
123,5,2025-02,5,9,37347
123,6,2024-06,4,8,31041
123,6,2025-02,4,8,29878
124,1,2025-06,4,4,23231
124,2,2023-07,2,3,14182
124,2,2026-04,2,4,26409
124,3,2024-01,5,10,53947
124,3,2024-09,3,6,35172
124,3,2024-10,2,6,33244
124,3,2025-04,1,3,15790
124,4,2023-11,5,9,45244
124,4,2026-06,4,5,33775
124,5,2024-11,4,12,68534
124,5,2026-04,1,2,13204
124,6,2025-08,2,4,25762
124,6,2026-02,7,10,63288
124,6,2026-08,2,3,18545
125,1,2023-12,15,31,118872
125,1,2025-04,15,38,170909
125,2,2025-09,2,4,18283
125,2,2026-03,7,23,110448
125,3,2023-02,7,19,73614
125,3,2024-05,10,24,95334
125,3,2025-08,15,14,62653
125,4,2025-01,2,4,18970
125,5,2023-11,2,5,19541
125,5,2024-05,15,36,143001
125,5,2025-04,1,3,11394
125,5,2025-09,7,14,63990
125,6,2023-11,7,18,68395
126,1,2023-12,15,40,146747
126,1,2024-04,5,15,59248
126,1,2024-08,2,4,14730
126,1,2024-12,1,2,7816
126,1,2025-12,15,37,157589
126,3,2026-08,10,15,70045
126,5,2023-05,3,6,20613
126,5,2023-11,5,12,43378
126,5,2026-02,4,7,32853
126,6,2024-02,4,10,38079
126,6,2024-03,5,6,25698
127,1,2023-03,4,12,190854
127,1,2024-09,15,21,362694
127,1,2024-11,3,5,77253
127,1,2025-01,2,4,80900
127,1,2025-08,15,14,250466
127,2,2023-04,1,1,20605
127,2,2026-08,7,11,211864
127,3,2023-06,1,2,24997
127,3,2026-08,2,3,60533
127,4,2023-06,4,6,99988
127,4,2025-04,4,9,159186
127,4,2025-08,2,2,33395
127,5,2023-09,2,2,31175
127,5,2025-04,2,4,79593
127,5,2025-05,1,2,39208
127,6,2023-10,10,16,254976
127,6,2026-07,7,10,190495
128,1,2023-06,7,9,141961
128,1,2025-02,7,10,178622
128,2,2024-04,3,5,90978
128,2,2024-08,10,12,198225
128,2,2025-10,15,30,535094
128,3,2026-03,2,3,62926
128,3,2026-06,5,8,148958
128,4,2023-11,4,7,104777
128,4,2024-01,2,3,45859
128,5,2023-02,1,2,26475
128,5,2023-06,10,13,202801
128,5,2023-10,5,7,114063
128,5,2025-02,15,21,382761
128,5,2026-04,4,8,162434
128,6,2026-08,7,12,233655
129,1,2023-11,2,3,46650
129,1,2024-06,10,14,237368
129,1,2024-12,1,2,38367
129,1,2025-08,5,9,160166
129,2,2023-02,1,2,25348
129,2,2023-05,2,3,38478
129,2,2023-09,7,8,113161
129,3,2023-01,1,2,32266
129,3,2024-06,15,22,356052
129,4,2023-03,3,4,63344
129,4,2024-04,5,10,162793
129,4,2025-02,2,4,68634
129,4,2025-09,2,3,54430
129,4,2025-10,2,4,78123
129,5,2024-09,5,7,116491
129,5,2024-12,2,5,76733
129,5,2025-07,4,3,57931
129,6,2023-08,4,4,59311
129,6,2025-06,15,21,375350
129,6,2025-07,1,1,14483
129,6,2025-11,2,4,67925
129,6,2026-03,10,19,354545
130,1,2023-01,5,8,150372
130,2,2023-07,10,5,87180
130,2,2025-03,1,2,35890
130,2,2025-05,2,3,70496
130,3,2023-04,3,6,125623
130,3,2025-07,4,4,96412
130,4,2023-11,2,3,57203
130,4,2024-11,10,14,301171
130,4,2024-12,5,7,152632
130,5,2024-05,10,9,178828
130,5,2026-06,1,1,28259
130,6,2023-05,7,11,212010
130,6,2023-06,15,18,349092
130,6,2025-01,5,6,133744
130,6,2025-04,3,3,60813
130,6,2026-06,4,5,113034
131,1,2025-03,15,26,274774
131,2,2023-05,1,1,8369
131,2,2023-12,15,33,289557
131,2,2025-09,10,13,133509
131,3,2024-03,10,21,202608
131,3,2024-07,1,1,6120
131,4,2023-02,2,2,21179
131,4,2023-06,10,10,91150
131,4,2024-11,4,6,57715
131,4,2025-07,7,8,85239
131,6,2023-12,3,7,57911
131,6,2025-07,10,12,121770
132,1,2023-02,4,6,81320
132,1,2023-05,2,4,46702
132,1,2023-07,5,4,58193
132,1,2025-07,10,11,166626
132,2,2026-02,4,6,101240
132,3,2025-01,4,9,142972
132,3,2026-06,7,11,180244
132,4,2025-03,1,2,29652
132,5,2023-07,4,4,46555
132,5,2024-11,5,6,91436
132,6,2023-12,5,7,91336
132,6,2024-03,7,11,151773
133,1,2023-09,3,5,43312
133,1,2025-11,7,15,140499
133,2,2023-09,5,9,72187
133,3,2023-08,5,5,41249
133,3,2025-08,2,3,27536
133,3,2025-09,3,5,51632
133,4,2024-01,10,19,163461
133,4,2024-03,2,4,36568
133,5,2025-11,4,8,80285
133,5,2026-02,4,10,99567
133,6,2023-02,2,3,22230
133,6,2023-05,5,4,35170
133,6,2023-08,1,1,8250
133,6,2026-06,5,7,71293
134,1,2023-12,7,13,143985
134,1,2026-08,7,12,181040
134,2,2024-11,10,16,201986
134,2,2026-02,4,6,85238
134,3,2023-02,5,7,78419
134,3,2025-08,1,2,21237
134,3,2026-01,5,6,89969
134,4,2025-01,15,38,497933
134,5,2024-07,10,10,124830
134,6,2023-04,2,2,18519
134,6,2024-04,15,34,416036
134,6,2024-08,10,10,130768
134,6,2025-03,1,3,38247
134,6,2025-05,4,8,112569
135,1,2023-04,2,3,26115
135,1,2025-08,7,9,101870
135,1,2026-01,1,2,23409
135,2,2023-05,7,9,81951
135,2,2024-04,5,8,81365
135,2,2025-07,1,1,13069
135,2,2026-02,10,17,198063
135,3,2024-08,15,16,158280
135,3,2025-07,15,18,196029
135,4,2023-06,15,19,181819
135,4,2023-10,2,3,32705
135,4,2023-11,7,13,124711
135,4,2024-08,3,3,31656
135,4,2024-09,4,7,71543
135,4,2026-07,4,8,95262
135,6,2024-11,2,4,38864
135,6,2025-12,2,4,43024
136,1,2025-02,10,16,218305
136,1,2025-09,2,4,60325
136,2,2025-09,2,4,60325
136,2,2026-03,4,10,148802
136,3,2025-11,1,2,24056
136,4,2023-02,2,4,42874
136,4,2023-11,15,21,250838
136,4,2025-11,15,26,360842
136,4,2026-01,3,5,67633
136,5,2023-01,3,6,68885
137,1,2023-02,15,13,56825
137,1,2023-12,10,16,70220
137,1,2024-10,10,10,47640
137,1,2026-08,7,8,43284
137,2,2023-08,2,2,7969
137,3,2024-06,1,1,2837
137,4,2023-01,10,16,70070
137,4,2026-05,1,1,7460
137,5,2024-01,2,3,15788
137,5,2024-09,1,1,4230
137,5,2025-01,10,18,94542
137,6,2023-01,7,11,49049
137,6,2023-07,5,5,21200
137,6,2024-07,4,7,31484
137,6,2024-09,1,1,4230
137,6,2025-11,5,8,43848
137,6,2026-04,1,3,16426
138,1,2023-10,15,16,76671
138,1,2024-04,7,10,52560
138,1,2026-06,2,2,14562
138,2,2023-07,15,12,59665
138,2,2024-02,1,1,7483
138,2,2024-06,1,1,6188
138,2,2026-03,4,7,42562
138,2,2026-08,15,21,127274
138,3,2024-11,3,4,18563
138,3,2025-05,3,4,21276
138,4,2023-08,4,4,18568
138,4,2024-07,2,2,12716
138,4,2026-04,1,2,12080
138,4,2026-05,4,8,45913
138,4,2026-07,4,6,37862
138,6,2025-08,3,6,33135
138,6,2026-01,10,21,126627
139,1,2023-07,3,3,21950
139,1,2024-11,7,10,89965
139,1,2025-03,10,20,184007
139,1,2025-05,7,12,110282
139,1,2025-09,3,4,32827
139,1,2026-08,5,5,44420
139,2,2023-07,2,2,14633
139,2,2024-01,4,6,51361
139,3,2023-07,5,5,36583
139,4,2024-06,4,4,35216
139,4,2024-07,3,5,40383
139,4,2025-03,7,14,128805
139,4,2026-01,2,3,28000
139,4,2026-05,4,7,65262
139,5,2024-09,2,3,22623
139,5,2025-07,7,7,67146
139,5,2025-09,2,2,21885
139,6,2025-02,4,5,48671
139,6,2025-12,3,9,77521
139,6,2026-08,2,2,17768
140,1,2026-02,7,11,60338
140,2,2024-03,7,10,44986
140,2,2026-06,1,2,9444
140,3,2026-03,2,5,24361
140,4,2023-03,7,8,34565
140,4,2024-03,1,1,6427
140,4,2025-04,7,14,69088
140,4,2026-04,4,5,29152
140,5,2024-11,1,2,8111
140,5,2026-03,5,11,60902
140,6,2026-03,10,23,121804
141,1,2025-03,4,6,31044
141,1,2026-07,10,11,59639
141,2,2023-01,2,3,11864
141,2,2024-06,1,1,5569
141,2,2024-12,1,2,7303
141,3,2024-09,10,17,81617
141,4,2025-08,5,9,47128
141,4,2025-10,4,8,40171
141,4,2025-12,4,6,27354
141,4,2026-08,2,3,13939
141,5,2023-02,4,3,12907
141,5,2023-10,2,4,15139
141,5,2023-11,1,1,5148
141,5,2024-06,10,12,55694
141,5,2024-08,5,3,15975
141,5,2025-06,7,4,20859
141,5,2026-02,5,8,42957
141,6,2023-02,7,5,22588
141,6,2024-10,3,6,27459
141,6,2025-03,3,5,23283
142,1,2023-10,2,2,18100
142,1,2024-03,4,6,54226
142,1,2025-12,2,5,44682
142,1,2026-01,1,1,9620
142,1,2026-06,4,4,39553
142,3,2023-05,2,2,15911
142,4,2025-05,5,10,93587
142,4,2025-06,15,12,109428
142,5,2025-07,1,1,8640
142,5,2026-07,1,1,14423
142,5,2026-08,3,4,36561
143,1,2024-03,15,40,319640
143,1,2024-04,4,5,40371
143,1,2024-12,2,4,29502
143,1,2026-01,10,15,136915
143,2,2023-06,10,10,74788
143,2,2025-12,4,6,52641
143,2,2026-03,10,23,208195
143,3,2023-05,4,6,42640
143,3,2026-08,1,2,14511
143,4,2026-01,5,8,68458
143,4,2026-03,2,5,41639
143,5,2023-04,2,3,23926
143,5,2025-07,15,21,174770
143,5,2026-08,2,3,29023
143,6,2023-08,1,1,7549
143,6,2024-04,5,6,50464
143,6,2024-07,4,6,47504
143,6,2026-02,15,20,186768
144,1,2024-06,7,4,29351
144,1,2025-01,7,13,95719
144,1,2026-03,7,15,124109
144,1,2026-07,15,14,112984
144,2,2023-03,2,2,14895
144,2,2023-12,3,5,31526
144,3,2023-01,7,6,35990
144,3,2026-04,4,6,46361
144,4,2025-03,10,18,139828
144,4,2025-09,10,12,88004
144,4,2025-11,15,25,191937
144,5,2023-12,5,8,52544
144,5,2024-11,4,5,36447
144,6,2023-02,10,14,89133
144,6,2023-05,15,14,94581
144,6,2025-02,10,14,104390
144,6,2025-09,10,12,88004
144,6,2025-10,2,5,39120
145,1,2024-07,10,13,110280
145,1,2024-10,3,5,38951
145,1,2025-11,1,2,16971
145,1,2025-12,7,13,116912
145,1,2026-01,7,6,63536
145,2,2024-10,10,15,129835
145,3,2024-11,4,12,100722
145,3,2025-03,2,3,29817
145,3,2025-09,3,3,26529
145,3,2025-10,4,7,67861
145,4,2024-04,1,2,13076
145,4,2025-06,3,5,43659
145,4,2026-04,10,12,119889
145,5,2023-08,1,1,8402
145,5,2025-02,1,1,13531
145,5,2025-08,5,7,63706
145,6,2023-05,2,2,16520
145,6,2024-09,5,8,66467
145,6,2025-10,1,2,16965
146,1,2023-07,7,5,35559
146,1,2026-06,2,2,20594
146,4,2023-10,2,2,17736
146,4,2024-05,2,2,19639
146,4,2025-05,15,19,169428
146,5,2023-03,7,11,85777
146,5,2025-03,1,1,12672
146,5,2025-09,5,6,58367
146,5,2026-02,2,3,33159
146,6,2023-08,10,17,131888
146,6,2024-05,1,1,9819
146,6,2025-03,5,7,63360
146,6,2025-06,5,7,62466
146,6,2026-08,7,11,101388
147,1,2023-12,2,2,16515
147,3,2025-03,3,5,39984
147,4,2025-07,1,2,13958
147,5,2025-09,2,3,21133
147,5,2025-11,2,4,32880
147,6,2025-11,1,2,16440
148,1,2023-12,3,4,26364
148,1,2025-11,5,9,78348
148,2,2024-03,15,24,183489
148,2,2025-09,5,9,71450
148,3,2023-10,5,6,43765
148,4,2024-08,10,15,114034
148,4,2025-09,5,9,71450
148,4,2025-10,1,2,17610
148,4,2026-03,4,6,53597
148,5,2023-06,10,9,64799
148,5,2023-11,7,8,55153
148,5,2024-12,1,2,15005
148,6,2024-02,5,5,42042
148,6,2025-07,1,1,8577
148,6,2026-04,7,10,94012
149,1,2023-02,5,6,44848
149,1,2024-06,3,2,19799
149,1,2025-04,1,1,8636
149,2,2023-04,7,14,102055
149,2,2025-07,2,3,22678
149,3,2023-09,2,3,23216
149,3,2024-05,4,7,55744
149,3,2024-09,3,5,36211
149,3,2026-04,3,4,40180
149,4,2024-11,2,3,24758
149,4,2025-11,5,11,95515
149,4,2026-02,4,5,49817
149,4,2026-07,2,3,29059
149,5,2023-05,2,3,23573
149,5,2025-04,3,3,25909
149,6,2024-09,2,3,24141
149,6,2025-06,5,5,46447
149,6,2026-06,2,2,21396
150,1,2023-12,3,6,25152
150,1,2024-05,3,2,11883
150,2,2023-11,2,3,12376
150,2,2024-04,5,10,46019
150,2,2025-04,4,9,44772
150,2,2025-11,10,19,100859
150,2,2026-02,15,26,148233
150,3,2024-11,5,12,59011
150,3,2025-10,10,20,102636
150,4,2023-06,3,2,7321
150,4,2026-05,2,2,13467
150,5,2023-05,10,8,34202
150,5,2024-09,7,8,40817
150,5,2025-09,10,15,76993
150,6,2023-03,2,2,9683
150,6,2026-05,7,8,47136
151,1,2023-12,3,2,13670
151,1,2025-08,3,3,21762
151,1,2025-12,7,11,70721
151,2,2023-05,10,12,67610
151,2,2023-11,4,5,28229
151,2,2024-07,2,1,7944
151,3,2023-07,2,1,6532
151,3,2024-07,2,1,7944
151,3,2025-09,10,13,84010
151,4,2024-07,5,3,19860
151,4,2026-05,4,6,40268
151,4,2026-08,7,10,67763
151,5,2023-05,3,4,20283
151,5,2024-02,1,2,9054
151,5,2025-05,4,4,28531
152,1,2023-06,4,4,17136
152,1,2023-07,2,1,4267
152,1,2024-02,2,2,8677
152,1,2026-03,7,13,62776
152,2,2023-10,7,18,70910
152,2,2024-08,5,5,23424
152,2,2026-08,2,3,13610
152,3,2024-07,4,6,24286
152,3,2024-10,15,26,112116
152,3,2024-11,4,8,36280
152,4,2023-11,2,4,14199
152,4,2024-02,10,10,43387
152,4,2024-05,10,11,48727
152,5,2023-07,4,2,8534
152,6,2023-03,2,4,17544
153,1,2023-03,3,5,32568
153,1,2026-03,2,3,30207
153,2,2023-10,2,4,30150
153,2,2024-08,15,17,128483
153,2,2026-05,1,2,13956
153,3,2023-08,10,10,73924
153,3,2023-09,4,6,42710
153,3,2023-10,1,2,15075
153,3,2024-08,15,17,128483
153,3,2026-05,2,3,27912
153,4,2024-09,7,9,70521
153,5,2023-03,4,6,43424
153,5,2023-10,1,2,15075
153,5,2024-07,2,2,14628
153,5,2026-06,5,7,60844
153,6,2023-08,2,2,14785
154,1,2023-12,15,23,104456
154,1,2024-12,5,9,42815
154,1,2025-12,4,7,35422
154,3,2024-05,5,6,27840
154,3,2025-07,4,4,19922
154,3,2025-09,2,3,14444
154,4,2025-10,3,5,28517
154,5,2025-11,10,21,111742
154,6,2023-05,1,1,4436
154,6,2024-08,7,7,36985
154,6,2024-09,7,11,54695
154,6,2026-03,15,30,174187
