date,id_produit,id_magasin,qte_theorique,qte_physique,seuil_alerte,valeur_stock_ht
2025-12-29,31,2,10,10,2,21250
2024-10-15,127,2,17,20,4,319500
2025-05-30,108,2,34,33,8,621225
2026-02-21,110,4,70,70,17,1118250
2023-10-07,110,5,6,6,1,95850
2025-10-02,11,5,24,26,6,163800
2025-05-17,1,4,31,32,7,166400
2023-04-15,5,5,28,28,7,123200
2025-02-18,55,6,10,11,2,86075
2026-08-08,22,6,12,12,3,7200
2024-08-19,21,3,55,47,13,45825
2024-08-19,2,6,16,15,4,83625
2024-01-11,48,6,29,28,7,251300
2024-12-13,130,3,30,29,7,569850
2024-03-02,60,5,25,27,6,132300
2025-09-02,124,6,18,19,4,99275
2023-09-02,10,3,11,10,2,37750
2026-07-17,38,5,32,37,8,67525
2023-02-27,27,6,3,3,0,41325
2026-06-10,133,5,13,14,3,115850
2024-07-19,57,4,123,126,30,803250
2024-10-14,79,5,79,79,19,2275200
2023-12-17,71,2,33,34,8,98600
2023-03-20,116,4,4,4,1,13100
2024-10-06,102,3,82,82,20,1107000
2026-08-31,4,6,22,22,5,78100
2023-04-30,100,1,14,14,3,229600
2023-02-20,119,1,10,10,2,48250
2025-04-01,62,3,7,7,1,22925
2025-12-30,73,3,8,9,2,253125
2025-11-28,38,6,4,4,1,7300
2024-10-17,47,3,9,9,2,74700
2024-01-10,113,5,71,67,17,246225
2025-01-01,12,3,20,21,5,115500
2026-01-13,66,6,46,45,11,180000
2024-06-13,122,6,43,39,10,233025
2026-01-13,93,1,21,22,5,163900
2024-06-24,139,3,14,13,3,104000
2026-02-02,57,6,27,26,6,165750
2023-06-03,100,4,47,40,11,656000
2026-06-24,143,3,16,16,4,118800
2023-06-25,81,1,209,203,52,6257475
2024-10-19,153,5,73,77,18,556325
2025-01-25,12,2,10,9,2,49500
2025-11-06,97,5,11,12,2,173100
2024-11-08,61,4,7,7,1,20300
2023-07-21,114,3,29,27,7,155250
2024-07-27,6,3,14,-1,3,96950
2025-07-12,61,1,29,30,7,87000
2025-12-19,57,4,54,53,13,337875
2024-12-05,17,1,9,9,2,8100
2025-09-26,130,4,17,17,4,334050
2025-09-26,40,5,27,27,6,52650
2026-03-08,133,1,6,6,1,49650
2025-06-16,123,2,70,63,17,215775
2023-10-17,97,3,13,15,3,216375
2026-05-27,117,3,4,4,1,14200
2026-02-05,144,3,6,6,1,39750
2025-01-18,10,3,40,44,10,166100
2025-12-24,16,1,9,8,2,4800
2026-04-11,92,1,24,23,6,250700
2023-06-13,17,1,8,8,2,7200
2025-11-11,125,6,2,2,0,7750
2023-02-28,100,4,79,74,19,1213600
2023-08-04,62,2,57,58,14,189950
2023-02-17,94,6,8,8,2,60600
2026-01-31,93,3,31,32,7,238400
2024-11-21,28,5,19,18,4,365400
2026-02-18,30,3,6,6,1,8400
2026-06-04,20,4,59,69,14,91425
2025-03-11,70,2,10,9,2,33750
2023-10-29,153,3,4,4,1,28900
2024-06-29,141,2,12,12,3,52500
2026-05-06,30,1,98,107,24,149800
2023-07-18,96,1,32,33,8,524700
2025-03-03,128,5,12,11,3,172425
2024-12-15,41,3,17,17,4,23375
2026-04-08,132,6,17,18,4,241200
2025-08-23,148,4,46,44,11,319000
2023-03-21,118,4,38,35,9,145250
2025-04-09,75,1,28,30,7,673500
2023-10-13,5,2,12,12,3,52800
2024-11-20,7,2,5,5,1,18750
2024-02-01,122,5,4,4,1,23900
2023-04-28,123,1,7,7,1,23975
2026-04-19,145,3,19,18,4,144450
2023-12-12,57,1,14,-1,3,95625
2023-11-06,56,1,15,15,3,64500
2023-12-29,85,5,36,36,9,390600
2025-06-11,16,5,2,2,0,1200
2024-02-14,121,6,27,24,6,105600
2023-03-04,6,5,17,17,4,117725
2023-10-16,41,5,5,5,1,6875
2024-03-21,148,6,14,13,3,94250
2023-01-08,64,2,61,55,15,158125
2026-04-15,90,6,17,18,4,172800
2023-07-07,116,3,106,108,26,353700
2024-02-12,58,4,61,65,15,329875
2025-12-04,1,2,40,38,10,197600
2026-05-11,121,1,42,41,10,180400
2023-04-16,86,4,42,43,10,356900
2024-04-25,151,1,26,27,6,149850
2025-03-03,57,4,11,12,2,76500
2024-04-02,24,4,27,29,6,651775
2024-08-16,127,2,14,15,3,239625
2024-02-17,63,2,10,10,2,30500
2024-10-07,54,6,12,12,3,106500
2023-08-23,51,2,15,16,3,102000
2025-09-07,148,6,47,44,11,319000
2024-04-09,19,4,35,34,8,30600
2026-08-16,65,2,17,17,4,68425
2025-01-20,129,1,126,129,31,1993050
2023-11-01,2,4,3,3,0,16725
2025-02-16,76,2,31,-1,7,583100
2025-05-12,154,5,14,14,3,65450
2025-06-29,60,1,13,13,3,63700
2023-05-09,10,5,27,25,6,94375
2024-02-10,26,1,13,13,3,239850
2023-05-12,74,5,3,3,0,90900
2023-10-15,73,2,10,10,2,281250
2023-04-18,144,6,31,31,7,205375
2024-11-09,142,6,9,9,2,75600
2024-09-22,16,3,8,8,2,4800
2025-11-04,79,6,14,15,3,432000
2023-05-12,126,2,3,3,0,11025
2026-05-18,89,6,46,44,11,368500
2023-12-20,96,3,21,20,5,318000
2025-02-02,11,5,11,11,2,69300
2024-07-29,33,3,29,28,7,59500
2023-07-22,18,5,46,48,11,44400
2024-11-03,12,6,42,48,10,264000
2026-07-13,139,3,31,32,7,256000
2023-10-05,12,1,51,52,12,286000
2024-12-30,20,2,19,18,4,23850
2024-01-07,97,2,51,52,12,750100
2026-08-14,108,3,76,79,19,1487175
2023-03-22,80,1,56,59,14,1868825
2025-03-18,148,2,19,21,4,152250
2026-02-10,61,2,12,13,3,37700
2025-03-17,34,2,37,39,9,47775
2025-04-15,122,6,56,59,14,352525
2025-11-08,65,6,173,174,43,700350
2025-01-16,62,5,3,3,0,9825
2026-04-18,63,1,106,112,26,341600
2026-05-10,139,6,4,4,1,32000
2025-01-15,61,5,25,24,6,69600
2025-12-18,129,1,4,4,1,61800
2023-03-04,90,6,12,12,3,115200
2024-10-05,116,5,4,4,1,13100
2025-06-23,18,1,11,11,2,10175
2024-08-02,51,2,6,6,1,38250
2025-10-16,86,2,16,16,4,132800
2023-02-19,73,6,11,11,2,309375
2024-12-15,48,6,18,17,4,152575
2023-05-03,91,2,15,17,3,163200
2024-08-26,24,1,73,71,18,1595725
2024-10-08,101,4,9,10,2,81000
2025-05-22,57,4,10,10,2,63750
2026-07-31,14,5,33,-1,8,38400
2025-04-05,108,4,115,120,28,2259000
2023-05-30,100,5,7,7,1,114800
2024-08-08,14,6,7,8,1,9600
2024-09-11,137,1,45,47,11,212675
2024-07-26,31,3,36,37,9,78625
2023-06-17,146,2,27,30,6,234000
2024-08-10,87,3,21,19,5,175750
2025-11-11,97,4,30,30,7,432750
2024-08-20,122,3,32,31,8,185225
2025-06-04,15,6,9,9,2,8100
2025-10-24,104,1,11,9,2,146475
2023-04-01,67,6,41,39,10,133575
2023-05-21,127,3,39,41,9,654975
2024-12-23,133,5,71,71,17,587525
2023-08-14,115,3,4,4,1,11000
2026-06-06,95,5,17,16,4,168000
2024-06-28,147,3,7,7,1,50750
2025-03-05,116,4,12,12,3,39300
2023-08-26,32,6,5,5,1,9000
2023-09-03,16,5,26,26,6,15600
2023-07-18,127,4,17,16,4,255600
2025-06-08,89,3,67,67,16,561125
2026-02-16,154,6,14,15,3,70125
2023-10-07,74,4,8,8,2,242400
2023-06-28,97,6,41,40,10,577000
2023-09-30,73,6,18,18,4,506250
2025-06-06,43,2,14,15,3,120750
2025-04-28,42,6,13,12,3,20100
2024-04-25,18,5,15,15,3,13875
2023-01-13,146,5,16,15,4,117000
2026-03-16,86,4,9,10,2,83000
2026-07-18,99,6,10,10,2,80500
2023-05-20,49,3,45,41,11,282900
2023-12-26,38,5,2,2,0,3650
2024-12-10,59,6,22,23,5,158125
2024-07-04,42,5,309,342,77,572850
2025-03-29,112,3,31,32,7,582400
2023-01-16,30,2,8,7,2,9800
2024-02-03,8,6,52,52,13,267800
2023-04-12,105,5,6,6,1,112350
2024-07-13,38,4,4,4,1,7300
2025-04-24,112,5,10,10,2,182000
2024-09-14,109,2,55,51,13,413100
2025-04-01,18,1,22,21,5,19425
2024-04-16,63,6,32,32,8,97600
2024-11-11,39,1,23,22,5,29150
2025-09-19,58,4,51,50,12,253750
2025-05-02,64,4,27,27,6,77625
2024-09-25,13,6,15,15,3,18750
2024-03-11,134,3,5,-1,1,58750
2025-12-03,6,6,1,1,0,6925
2026-06-18,7,6,16,16,4,60000
2026-01-07,37,2,9,9,2,11250
2023-05-27,83,2,7,6,1,135600
2023-02-15,19,6,8,8,2,7200
2025-09-12,88,6,23,22,5,316250
2025-09-10,124,3,11,12,2,62700
2025-10-12,73,4,31,27,7,759375
2024-06-19,147,1,12,12,3,87000
2024-01-06,58,2,27,28,6,142100
2023-07-17,16,3,4,4,1,2400
2026-02-27,96,1,4,4,1,63600
2024-01-08,95,3,16,17,4,178500
2026-03-29,68,2,4,4,1,9400
2025-10-02,62,3,13,14,3,45850
2023-03-25,19,4,71,68,17,61200
2026-01-25,97,6,11,12,2,173100
2026-06-04,50,2,9,10,2,54000
2023-05-20,114,5,11,11,2,63250
2026-05-16,94,5,17,17,4,128775
2026-06-09,150,1,17,18,4,81900
2025-10-20,97,2,30,33,7,476025
2025-07-03,100,4,92,100,23,1640000
2024-11-16,126,4,12,12,3,44100
2024-02-18,145,2,7,7,1,56175
2026-03-23,148,2,11,10,2,72500
2023-01-30,126,3,7,7,1,25725
2023-12-14,73,2,16,15,4,421875
2023-12-30,81,2,14,13,3,400725
2026-08-08,90,6,156,162,39,1555200
2026-01-26,144,5,14,15,3,99375
2026-06-03,65,1,8,8,2,32200
2025-06-23,57,3,3,3,0,19125
2024-03-23,89,5,4,4,1,33500
2025-05-17,67,1,25,22,6,75350
2024-09-27,94,1,9,10,2,75750
2025-07-26,45,4,11,10,2,94000
2024-10-01,12,5,7,7,1,38500
2026-05-09,148,1,184,190,46,1377500
2024-01-03,119,3,70,61,17,294325
2025-08-20,99,4,5,5,1,40250
2026-07-18,49,5,46,46,11,317400
2024-08-16,101,2,17,18,4,145800
2025-07-02,123,5,72,72,18,246600
2023-11-17,145,4,20,21,5,168525
2025-11-03,70,2,7,7,1,26250
2026-04-19,47,2,13,13,3,107900
2023-05-19,90,1,12,11,3,105600
2024-04-25,61,6,344,343,86,994700
2025-05-02,23,1,9,8,2,178200
2025-07-24,138,4,26,24,6,117600
2024-01-13,64,1,38,39,9,112125
2023-11-29,76,5,15,14,3,240100
2026-06-08,66,6,9,9,2,36000
2026-06-10,152,5,23,24,5,98400
2023-12-11,121,2,23,23,5,101200
2026-04-28,102,1,4,4,1,54000
2026-02-05,15,2,37,37,9,33300
2025-10-10,54,3,7,8,1,71000
2026-04-22,71,5,19,19,4,55100
2023-10-20,91,4,17,16,4,153600
2025-04-02,30,6,20,22,5,30800
2024-01-30,10,3,24,25,6,94375
2026-04-02,26,5,80,81,20,1494450
2025-02-20,136,5,43,40,10,486000
2024-06-22,136,3,4,4,1,48600
2023-11-26,17,2,9,9,2,8100
2024-12-04,56,3,45,46,11,197800
2025-12-14,104,1,5,5,1,81375
2025-08-09,72,2,2,2,0,7650
2023-12-08,120,3,5,5,1,16250
2025-05-03,31,5,3,3,0,6375
2026-07-18,46,1,23,24,5,207000
2026-02-09,131,5,20,19,5,171000
2023-05-19,70,2,145,139,36,521250
2024-04-11,14,6,11,11,2,13200
2023-01-01,3,5,173,173,43,912575
2025-09-04,122,3,78,85,19,507875
2026-03-15,139,3,16,18,4,144000
2025-04-30,103,5,45,45,11,672750
2023-12-07,151,5,11,11,2,61050
2026-04-03,20,2,12,12,3,15900
2024-09-29,129,3,4,4,1,61800
2024-12-19,118,3,21,23,5,95450
2026-06-05,9,2,44,47,11,238525
2024-01-23,36,4,20,20,5,45000
2026-06-10,15,1,46,45,11,40500
2023-06-16,16,3,3,3,0,1800
2026-05-15,130,5,71,69,17,1355850
2025-06-13,142,1,6,5,1,42000
2025-01-04,116,5,10,10,2,32750
2025-09-03,50,5,41,39,10,210600
2025-01-22,133,5,57,58,14,479950
2025-06-22,85,1,46,45,11,488250
2026-02-06,50,2,7,7,1,37800
2024-02-29,114,1,31,30,7,172500
2026-03-25,7,5,128,122,32,457500
2023-12-03,121,2,41,42,10,184800
2023-03-28,112,6,50,48,12,873600
2025-09-22,20,3,8,8,2,10600
2023-03-23,13,6,6,6,1,7500
2025-07-23,62,6,13,14,3,45850
2023-01-06,58,2,21,22,5,111650
2023-09-08,71,2,6,6,1,17400
2025-04-07,48,5,121,122,30,1094950
2026-08-02,87,6,44,45,11,416250
2023-11-01,126,5,6,6,1,22050
2025-03-23,24,4,70,76,17,1708100
2026-01-18,73,4,6,7,1,196875
2025-12-14,2,4,5,5,1,27875
2023-07-13,103,3,9,8,2,119600
2025-11-12,70,3,17,17,4,63750
2025-07-23,134,1,90,80,22,940000
2026-03-05,7,1,13,14,3,52500
2026-06-03,30,5,48,48,12,67200
2024-10-14,3,6,78,83,19,437825
2025-07-27,141,3,12,13,3,56875
2024-04-23,31,6,19,22,4,46750
2025-11-25,23,2,227,217,56,4833675
2025-11-01,58,5,17,18,4,91350
2023-04-18,110,5,62,67,15,1070325
2025-11-25,90,1,9,-1,2,86400
2025-10-07,60,6,15,16,3,78400
2024-01-15,137,3,36,-1,9,153850
2023-11-05,78,2,38,40,9,1072000
2026-08-03,137,5,13,13,3,58825
2025-01-14,126,3,26,27,6,99225
2023-10-01,3,1,63,62,15,327050
2023-10-28,139,5,41,43,10,344000
2025-04-29,129,4,20,21,5,324450
2024-04-16,16,4,16,16,4,9600
2024-01-04,45,4,16,16,4,150400
2024-07-16,65,4,26,29,6,116725
2025-11-07,54,6,8,9,2,79875
2024-09-28,89,1,13,14,3,117250
2024-03-30,33,6,44,44,11,93500
2025-07-05,36,2,18,17,4,38250
2026-05-04,150,4,10,10,2,45500
2023-01-04,104,5,5,5,1,81375
2023-04-15,111,1,5,5,1,86125
2023-01-22,5,1,11,11,2,48400
2026-06-01,36,2,7,7,1,15750
2024-01-03,61,2,31,31,7,89900
2026-06-10,62,4,24,22,6,72050
2024-04-13,78,2,9,9,2,241200
2024-03-28,16,3,79,74,19,44400
2023-06-08,12,4,52,52,13,286000
2024-11-03,121,5,29,31,7,136400
2026-05-30,28,6,14,15,3,304500
2023-02-13,41,6,34,38,8,52250
2023-09-21,46,6,37,34,9,293250
2024-06-30,62,6,4,4,1,13100
2024-05-28,82,2,57,55,14,1915375
2025-07-21,112,6,12,12,3,218400
2024-12-18,67,4,23,22,5,75350
2024-01-04,98,5,9,9,2,125775
2023-08-30,26,5,39,37,9,682650
2024-08-18,17,1,124,122,31,109800
2023-03-20,153,5,48,48,12,346800
2024-12-17,90,5,108,109,27,1046400
2024-12-30,39,3,20,20,5,26500
2023-02-02,17,3,13,13,3,11700
2023-04-13,91,1,112,116,28,1113600
2025-10-17,69,5,9,9,2,24525
2025-04-23,91,4,12,13,3,124800
2025-11-05,34,1,38,37,9,45325
2026-03-15,14,1,17,-1,4,21600
2024-08-04,82,2,27,27,6,940275
2026-04-17,142,4,13,14,3,117600
2023-01-28,112,1,18,17,4,309400
2025-09-01,131,3,109,99,27,891000
2023-04-12,77,5,13,14,3,367850
2026-03-02,140,6,18,18,4,79650
2025-05-09,119,1,62,65,15,313625
2024-08-10,99,6,9,9,2,72450
2024-03-16,133,1,15,15,3,124125
2025-03-11,69,1,27,30,6,81750
2024-03-25,73,1,21,21,5,590625
2025-05-13,109,3,419,395,104,3199500
2023-09-20,124,1,7,7,1,36575
2024-12-15,74,4,92,86,23,2605800
2023-03-04,38,6,5,5,1,9125
2026-03-14,123,2,13,13,3,44525
2025-02-18,102,2,18,19,4,256500
2024-06-13,39,2,177,181,44,239825
2023-01-14,36,2,27,24,6,54000
2024-12-14,75,5,28,-1,7,561250
2026-01-23,15,3,14,14,3,12600
2025-09-22,124,4,6,5,1,26125
2025-07-07,142,5,43,44,10,369600
2025-08-16,117,3,9,9,2,31950
2023-07-06,83,5,10,10,2,226000
2024-07-31,129,6,26,26,6,401700
2024-11-09,98,1,12,12,3,167700
2025-05-07,132,1,10,9,2,120600
2025-12-29,64,3,43,44,10,126500
2026-04-19,94,4,65,64,16,484800
2023-02-28,79,5,33,33,8,950400
2024-05-21,133,4,25,24,6,198600
2023-06-28,87,3,40,39,10,360750
2026-06-12,141,2,10,9,2,39375
2026-01-30,49,5,2,2,0,13800
2024-07-20,87,4,13,13,3,120250
2026-06-12,90,5,7,7,1,67200
2023-12-18,74,5,32,32,8,969600
2023-01-05,34,4,17,17,4,20825
2025-12-16,111,5,11,12,2,206700
2026-05-30,93,2,40,41,10,305450
2023-08-08,93,5,89,107,22,797150
2025-07-28,86,2,37,35,9,290500
2023-04-04,52,4,61,60,15,334500
2024-01-29,57,1,22,24,5,153000
2023-04-09,73,6,206,209,51,5878125
2026-03-26,65,2,56,54,14,217350
2023-11-04,24,5,36,39,9,876525
2026-01-02,99,4,119,120,29,966000
2024-05-29,33,2,68,64,17,136000
2023-12-19,77,1,8,8,2,210200
2025-11-21,19,6,141,150,35,135000
2025-06-23,23,5,56,57,14,1269675
2023-04-08,41,4,39,38,9,52250
2024-01-29,138,1,19,18,4,88200
2023-02-04,51,2,3,3,0,19125
2023-01-13,132,1,111,113,27,1514200
2024-01-14,18,2,114,120,28,111000
2024-06-15,7,6,82,88,20,330000
2023-05-30,45,4,8,8,2,75200
2024-01-19,30,5,30,30,7,42000
2024-09-24,58,2,30,29,7,147175
2024-08-03,140,6,12,11,3,48675
2025-11-09,77,2,51,52,12,1366300
2023-11-20,69,2,20,-1,5,54500
2023-06-09,26,6,8,8,2,147600
2025-07-27,24,6,23,23,5,516925
2025-05-02,3,1,6,6,1,31650
2023-09-03,20,6,13,14,3,18550
2023-04-15,91,2,17,-1,4,163200
2026-08-23,110,4,13,13,3,207675
2023-03-20,94,6,4,4,1,30300
2023-09-18,72,3,117,119,29,455175
2024-07-01,77,2,14,15,3,394125
2024-09-19,86,3,52,48,13,398400
2024-10-28,140,1,3,3,0,13275
2025-03-28,83,5,38,35,9,791000
2023-04-14,101,5,9,8,2,64800
2024-03-19,104,2,28,28,7,455700
2023-12-05,138,5,18,16,4,78400
2024-08-05,146,6,117,116,29,904800
2023-07-06,64,2,4,4,1,11500
2024-11-08,12,4,75,80,18,440000
2025-08-22,35,6,14,14,3,23800
2026-06-11,14,1,35,37,8,44400
2026-07-19,40,3,6,6,1,11700
2024-04-29,99,3,8,8,2,64400
2023-05-17,139,5,8,8,2,64000
2024-03-12,20,3,40,41,10,54325
2025-06-28,138,6,31,32,7,156800
2023-10-10,33,4,68,68,17,144500
2023-06-22,51,2,3,3,0,19125
2023-05-23,5,5,2,2,0,8800
2023-07-12,143,5,13,13,3,96525
2026-05-04,7,6,118,112,29,420000
2025-10-06,5,6,26,26,6,114400
2023-05-21,88,2,17,17,4,244375
2025-05-15,19,3,203,206,50,185400
2025-12-13,146,4,21,22,5,171600
2023-03-16,116,1,34,34,8,111350
2023-12-15,25,1,168,177,42,4743600
2024-01-25,142,5,24,23,6,193200
2025-01-21,144,3,35,-1,8,251750
2026-05-08,76,2,20,21,5,360150
2025-03-11,102,2,4,4,1,54000
2025-06-13,21,6,18,17,4,16575
2023-08-11,31,1,32,32,8,68000
2026-03-06,69,6,32,32,8,87200
2023-11-10,135,2,2,2,0,19250
2024-02-02,7,2,7,7,1,26250
2023-05-10,100,6,37,36,9,590400
2023-11-23,146,6,11,11,2,85800
2024-02-23,128,4,3,3,0,47025
2023-04-03,60,2,11,11,2,53900
2023-03-19,72,1,10,11,2,42075
2025-04-22,109,5,39,43,9,348300
2025-02-20,96,6,132,140,33,2226000
2024-12-04,31,2,9,9,2,19125
2024-07-22,6,1,115,-1,28,796375
2024-01-19,106,5,12,11,3,106150
2024-04-12,98,3,14,14,3,195650
2024-01-31,14,6,11,11,2,13200
2024-06-27,72,6,33,33,8,126225
2026-04-20,7,2,5,-1,1,18750
2024-07-13,129,3,7,7,1,108150
2023-08-21,36,2,1,1,0,2250
2025-07-20,35,3,91,98,22,166600
2026-03-27,135,1,95,92,23,885500
2026-05-08,18,4,13,14,3,12950
2023-01-02,101,3,8,8,2,64800
2026-06-06,79,5,55,52,13,1497600
2026-01-04,63,3,19,21,4,64050
2023-03-17,88,1,14,14,3,201250
2025-05-22,38,4,21,21,5,38325
2025-10-25,67,4,14,12,3,41100
2024-01-15,10,2,20,19,5,71725
2024-12-14,145,2,7,7,1,56175
2023-11-03,27,5,6,6,1,82650
2025-08-14,10,5,13,14,3,52850
2024-03-28,55,3,19,20,4,156500
2023-07-16,151,3,21,21,5,116550
2023-09-01,90,2,745,752,186,7219200
2025-09-08,26,6,28,28,7,516600
2025-07-18,104,5,3,3,0,48825
2023-05-12,59,6,5,4,1,27500
2024-03-08,130,4,14,14,3,275100
2024-05-01,109,5,27,26,6,210600
2025-04-21,115,4,9,8,2,22000
2023-04-06,122,4,15,13,3,77675
2024-07-02,27,6,4,4,1,55100
2026-06-14,134,5,21,-1,5,258500
2025-01-21,71,4,4,4,1,11600
2023-11-14,117,5,23,22,5,78100
2023-06-19,111,6,44,43,11,740675
2025-04-14,137,1,11,11,2,49775
2023-05-29,151,2,21,19,5,105450
2025-02-04,18,4,11,11,2,10175
2023-06-29,9,6,30,29,7,147175
2024-02-16,41,4,46,-1,11,57750
2025-09-09,46,5,58,61,14,526125
2026-04-14,101,6,68,71,17,575100
2023-05-25,57,5,58,64,14,408000
2023-07-30,72,1,90,95,22,363375
2024-03-26,108,3,6,7,1,131775
2023-11-08,154,5,34,35,8,163625
2024-06-21,29,2,25,24,6,36600
2025-08-12,59,3,10,11,2,75625
2026-08-10,114,3,168,161,42,925750
2023-07-10,98,2,60,63,15,880425
2023-01-10,117,2,21,20,5,71000
2025-09-23,17,3,10,9,2,8100
2023-01-03,108,6,13,13,3,244725
2024-10-08,68,5,10,10,2,23500
2023-07-06,102,5,163,165,40,2227500
2025-05-17,151,1,32,33,8,183150
2025-03-12,78,3,11,12,2,321600
2024-12-26,153,3,36,30,9,216750
2023-12-24,52,6,15,15,3,83625
2024-06-01,56,2,53,50,13,215000
2023-08-31,116,5,51,49,12,160475
2025-06-30,73,2,7,7,1,196875
2023-05-27,1,3,23,25,5,130000
2026-07-01,68,2,96,97,24,227950
2025-11-30,86,5,8,9,2,74700
2025-02-27,60,6,43,43,10,210700
2024-01-25,59,4,13,13,3,89375
2023-09-08,122,3,50,48,12,286800
2023-10-29,106,4,11,10,2,96500
2024-05-10,130,4,19,20,4,393000
2025-07-17,34,5,13,13,3,15925
2025-05-14,93,4,7,7,1,52150
2024-08-12,11,2,48,49,12,308700
2023-05-14,84,2,48,45,12,1220625
2026-01-29,39,1,15,16,3,21200
2026-05-06,24,6,11,11,2,247225
2026-04-23,71,1,189,176,47,510400
2025-01-31,112,2,43,48,10,873600
2024-01-06,142,4,7,7,1,58800
2026-05-04,147,2,9,10,2,72500
2023-02-07,39,1,17,15,4,19875
2024-05-15,2,1,50,52,12,289900
2024-07-09,22,5,46,46,11,27600
2025-11-17,110,6,61,61,15,974475
2025-10-17,146,5,9,9,2,70200
2023-02-24,30,2,15,16,3,22400
2024-05-13,44,1,78,79,19,584600
2025-05-24,65,3,7,7,1,28175
2023-12-05,52,3,25,26,6,144950
2025-08-13,55,5,24,22,6,172150
2025-02-07,57,5,81,85,20,541875
2025-01-23,117,1,4,4,1,14200
2023-09-07,77,4,21,21,5,551775
2023-08-08,8,5,20,17,5,87550
2023-08-30,48,4,21,20,5,179500
2025-06-13,149,1,15,15,3,112875
2024-11-21,80,4,64,69,16,2185575
2024-03-25,67,3,22,21,5,71925
2026-05-22,9,4,11,12,2,60900
2023-03-22,101,1,27,27,6,218700
2024-11-07,147,3,70,72,17,522000
2024-04-29,32,5,6,5,1,9000
2026-01-20,153,2,14,14,3,101150
2024-07-22,115,5,16,16,4,44000
2025-06-10,144,2,20,20,5,132500
2023-07-07,9,6,27,27,6,137025
2025-07-26,11,1,36,35,9,220500
2024-07-01,77,6,59,56,14,1471400
2024-05-14,41,4,13,14,3,19250
2025-07-13,8,2,96,91,24,468650
2024-11-22,140,4,6,6,1,26550
2025-08-21,10,4,44,45,11,169875
2023-04-18,8,2,8,7,2,36050
2024-12-07,1,2,42,41,10,213200
2024-01-11,116,2,15,17,3,55675
2025-07-26,113,6,43,43,10,158025
2024-12-23,102,5,9,9,2,121500
2025-01-22,90,5,22,21,5,201600
2025-04-19,132,6,9,9,2,120600
2023-09-05,56,4,52,54,13,232200
2023-11-20,54,3,12,12,3,106500
2026-07-07,148,5,8,7,2,50750
2024-03-29,4,4,55,60,13,213000
2023-12-07,26,4,45,45,11,830250
2023-12-03,63,1,20,19,5,57950
2026-05-28,5,3,13,13,3,57200
2025-10-30,26,1,11,11,2,202950
2023-10-17,151,6,4,4,1,22200
2025-05-31,68,5,10,10,2,23500
2023-09-23,94,1,14,14,3,106050
2026-05-25,78,6,31,30,7,804000
2024-03-25,125,3,15,16,3,62000
2026-03-04,12,6,63,64,15,352000
2025-06-17,154,6,44,42,11,196350
2026-04-08,137,3,92,89,23,402725
2023-08-30,3,4,7,7,1,36925
2025-03-26,70,5,46,48,11,180000
2024-04-28,48,4,27,28,6,251300
2024-10-17,65,6,8,8,2,32200
2025-05-30,77,6,11,-1,2,262750
2023-01-05,117,1,3,3,0,10650
2025-11-25,113,5,16,15,4,55125
2023-08-09,39,1,44,43,11,56975
2024-12-01,142,2,71,71,17,596400
2025-01-21,56,6,57,53,14,227900
2025-11-18,64,3,20,20,5,57500
2023-12-10,37,1,19,19,4,23750
2025-04-18,75,5,7,7,1,157150
2023-06-10,101,6,38,38,9,307800
2026-06-03,33,1,26,26,6,55250
2026-06-25,127,1,7,6,1,95850
2024-08-20,36,3,3,3,0,6750
2023-08-28,107,1,2,2,0,17700
2023-08-09,32,1,76,69,19,124200
2025-04-24,48,5,53,53,13,475675
2023-03-20,103,4,5,5,1,74750
2024-11-05,139,2,82,70,20,560000
2023-01-31,37,2,9,9,2,11250
2026-05-01,154,2,48,50,12,233750
2023-08-28,88,3,369,406,92,5836250
2024-11-28,114,3,10,11,2,63250
2024-07-14,66,6,64,60,16,240000
2024-11-13,86,4,4,4,1,33200
2024-11-11,46,2,29,29,7,250125
2025-03-10,21,2,11,11,2,10725
2025-06-12,136,6,80,76,20,923400
2023-05-16,131,3,4,4,1,36000
2024-08-29,8,3,28,29,7,149350
2024-11-27,34,5,8,9,2,11025
2023-07-23,97,6,173,170,43,2452250
2024-03-19,74,5,30,27,7,818100
2026-01-11,87,2,53,60,13,555000
2023-03-21,140,2,13,14,3,61950
2025-12-29,47,6,2,2,0,16600
2026-05-16,101,6,51,49,12,396900
2023-10-16,64,5,45,46,11,132250
2025-06-01,4,2,5,5,1,17750
2023-03-04,108,6,38,37,9,696525
2024-04-08,79,2,20,20,5,576000
2024-09-28,23,3,2,2,0,44550
2026-06-07,33,6,36,43,9,91375
2024-06-13,148,2,20,21,5,152250
2024-06-06,17,6,31,33,7,29700
2025-09-13,80,3,11,10,2,316750
2023-07-15,3,2,23,21,5,110775
2023-12-11,85,6,47,48,11,520800
2025-10-21,122,4,11,10,2,59750
2023-09-17,108,4,17,17,4,320025
2025-02-21,6,6,50,52,12,360100
2025-09-27,37,3,26,24,6,30000
2023-01-24,116,6,36,42,9,137550
2024-10-01,112,1,41,40,10,728000
2024-09-01,113,1,13,14,3,51450
2023-11-27,60,3,18,19,4,93100
2024-01-13,97,5,10,11,2,158675
2023-09-02,138,5,19,18,4,88200
2026-06-24,17,2,43,45,10,40500
2026-07-28,122,2,6,5,1,29875
2024-04-23,151,3,9,9,2,49950
2024-09-11,56,3,37,39,9,167700
