id_note,id_eleve,matiere,note,trimestre
N020231,E0203,francais,9.69,3
N020232,E0203,sciences,13.53,3
N020233,E0203,anglais,11.92,3
N020234,E0203,histoire_geographie,12.73,3
N020310,E0204,maths,6.57,1
N020311,E0204,francais,9.9,1
N020312,E0204,sciences,9.01,1
N020313,E0204,anglais,9.02,1
N020314,E0204,histoire_geographie,8.55,1
N020320,E0204,maths,6.58,2
N020321,E0204,francais,8.07,2
N020322,E0204,sciences,7.64,2
N020323,E0204,anglais,7.94,2
N020324,E0204,histoire_geographie,10.13,2
N020330,E0204,maths,7.59,3
N020331,E0204,francais,8.28,3
N020332,E0204,sciences,8.04,3
N020333,E0204,anglais,5.62,3
N020334,E0204,histoire_geographie,7.48,3
N020410,E0205,maths,12.14,1
N020411,E0205,francais,12.71,1
N020412,E0205,sciences,12.97,1
N020413,E0205,anglais,11.69,1
N020414,E0205,histoire_geographie,14.89,1
N020420,E0205,maths,12.0,2
N020421,E0205,francais,13.16,2
N020422,E0205,sciences,12.04,2
N020423,E0205,anglais,11.52,2
N020424,E0205,histoire_geographie,15.53,2
N020430,E0205,maths,13.38,3
N020431,E0205,francais,13.3,3
N020432,E0205,sciences,13.44,3
N020433,E0205,anglais,14.37,3
N020434,E0205,histoire_geographie,14.82,3
N020510,E0206,maths,13.17,1
N020511,E0206,francais,13.37,1
N020512,E0206,sciences,10.7,1
N020513,E0206,anglais,10.52,1
N020514,E0206,histoire_geographie,13.99,1
N020520,E0206,maths,10.73,2
N020521,E0206,francais,10.09,2
N020522,E0206,sciences,12.8,2
N020523,E0206,anglais,11.02,2
N020524,E0206,histoire_geographie,12.21,2
N020530,E0206,maths,11.36,3
N020531,E0206,francais,14.13,3
N020532,E0206,sciences,13.92,3
N020533,E0206,anglais,11.9,3
N020534,E0206,histoire_geographie,12.45,3
N020610,E0207,maths,11.48,1
N020611,E0207,francais,12.96,1
N020612,E0207,sciences,15.64,1
N020613,E0207,anglais,11.6,1
N020614,E0207,histoire_geographie,15.15,1
N020620,E0207,maths,14.26,2
N020621,E0207,francais,13.14,2
N020622,E0207,sciences,13.27,2
N020623,E0207,anglais,14.08,2
N020624,E0207,histoire_geographie,13.43,2
N020630,E0207,maths,13.4,3
N020631,E0207,francais,13.47,3
N020632,E0207,sciences,14.33,3
N020633,E0207,anglais,14.09,3
N020634,E0207,histoire_geographie,15.45,3
N020710,E0208,maths,15.74,1
N020711,E0208,francais,15.64,1
N020712,E0208,sciences,17.09,1
N020713,E0208,anglais,14.15,1
N020714,E0208,histoire_geographie,13.99,1
N020720,E0208,maths,14.08,2
N020721,E0208,francais,16.74,2
N020722,E0208,sciences,15.09,2
N020723,E0208,anglais,13.27,2
N020724,E0208,histoire_geographie,16.18,2
N020730,E0208,maths,14.6,3
N020731,E0208,francais,16.66,3
N020732,E0208,sciences,16.17,3
N020733,E0208,anglais,14.9,3
N020734,E0208,histoire_geographie,16.16,3
N020810,E0209,maths,9.05,1
N020811,E0209,francais,8.06,1
N020812,E0209,sciences,12.68,1
N020813,E0209,anglais,12.22,1
N020814,E0209,histoire_geographie,9.29,1
N020820,E0209,maths,9.67,2
N020821,E0209,francais,12.27,2
N020822,E0209,sciences,10.7,2
N020823,E0209,anglais,9.11,2
N020824,E0209,histoire_geographie,11.83,2
N020830,E0209,maths,8.87,3
N020831,E0209,francais,9.31,3
N020832,E0209,sciences,12.08,3
N020833,E0209,anglais,10.33,3
N020834,E0209,histoire_geographie,10.97,3
N020910,E0210,maths,11.12,1
N020911,E0210,francais,12.68,1
N020912,E0210,sciences,14.79,1
N020913,E0210,anglais,13.11,1
N020914,E0210,histoire_geographie,14.72,1
N020920,E0210,maths,10.8,2
N020921,E0210,francais,13.72,2
N020922,E0210,sciences,12.12,2
N020923,E0210,anglais,12.22,2
N020924,E0210,histoire_geographie,13.92,2
N020930,E0210,maths,12.49,3
N020931,E0210,francais,15.12,3
N020932,E0210,sciences,13.21,3
N020933,E0210,anglais,12.55,3
N020934,E0210,histoire_geographie,14.94,3
N021010,E0211,maths,7.37,1
N021011,E0211,francais,9.52,1
N021012,E0211,sciences,9.33,1
N021013,E0211,anglais,8.68,1
N021014,E0211,histoire_geographie,10.82,1
N021020,E0211,maths,7.32,2
N021021,E0211,francais,6.54,2
N021022,E0211,sciences,9.06,2
N021023,E0211,anglais,8.29,2
N021024,E0211,histoire_geographie,9.43,2
N021030,E0211,maths,5.67,3
N021031,E0211,francais,10.65,3
N021032,E0211,sciences,6.92,3
N021033,E0211,anglais,4.39,3
N021034,E0211,histoire_geographie,10.02,3
N021110,E0212,maths,8.17,1
N021111,E0212,francais,10.4,1
N021112,E0212,sciences,8.57,1
N021113,E0212,anglais,7.47,1
N021114,E0212,histoire_geographie,12.18,1
N021120,E0212,maths,6.63,2
N021121,E0212,francais,9.77,2
N021122,E0212,sciences,8.84,2
N021123,E0212,anglais,7.34,2
N021124,E0212,histoire_geographie,9.23,2
N021130,E0212,maths,6.1,3
N021131,E0212,francais,10.24,3
N021132,E0212,sciences,7.35,3
N021133,E0212,anglais,7.98,3
N021134,E0212,histoire_geographie,10.68,3
N021210,E0213,maths,13.08,1
N021211,E0213,francais,15.77,1
N021212,E0213,sciences,14.87,1
N021213,E0213,anglais,15.56,1
N021214,E0213,histoire_geographie,15.61,1
N021220,E0213,maths,13.88,2
N021221,E0213,francais,14.81,2
N021222,E0213,sciences,13.61,2
N021223,E0213,anglais,16.47,2
N021224,E0213,histoire_geographie,14.93,2
N021230,E0213,maths,14.65,3
N021231,E0213,francais,14.4,3
N021232,E0213,sciences,14.17,3
N021233,E0213,anglais,15.19,3
N021234,E0213,histoire_geographie,15.0,3
N021310,E0214,maths,13.52,1
N021311,E0214,francais,13.2,1
N021312,E0214,sciences,11.94,1
N021313,E0214,anglais,13.61,1
N021314,E0214,histoire_geographie,18.25,1
N021320,E0214,maths,13.31,2
N021321,E0214,francais,13.34,2
N021322,E0214,sciences,12.59,2
N021323,E0214,anglais,13.17,2
N021324,E0214,histoire_geographie,15.45,2
N021330,E0214,maths,13.86,3
N021331,E0214,francais,16.97,3
N021332,E0214,sciences,15.33,3
N021333,E0214,anglais,15.18,3
N021334,E0214,histoire_geographie,16.2,3
N021410,E0215,maths,5.97,1
N021411,E0215,francais,6.77,1
N021412,E0215,sciences,9.07,1
N021413,E0215,anglais,7.04,1
N021414,E0215,histoire_geographie,8.99,1
N021420,E0215,maths,5.34,2
N021421,E0215,francais,8.72,2
N021422,E0215,sciences,5.68,2
N021423,E0215,anglais,7.32,2
N021424,E0215,histoire_geographie,8.23,2
N021430,E0215,maths,8.56,3
N021431,E0215,francais,7.8,3
N021432,E0215,sciences,6.97,3
N021433,E0215,anglais,8.6,3
N021434,E0215,histoire_geographie,8.79,3
N021510,E0216,maths,8.05,1
N021511,E0216,francais,9.56,1
N021512,E0216,sciences,9.77,1
N021513,E0216,anglais,9.3,1
N021514,E0216,histoire_geographie,10.06,1
N021520,E0216,maths,9.69,2
N021521,E0216,francais,8.57,2
N021522,E0216,sciences,7.61,2
N021523,E0216,anglais,9.88,2
N021524,E0216,histoire_geographie,10.55,2
N021530,E0216,maths,7.15,3
N021531,E0216,francais,7.89,3
N021532,E0216,sciences,12.1,3
N021533,E0216,anglais,8.13,3
N021534,E0216,histoire_geographie,10.72,3
N021610,E0217,maths,10.08,1
N021611,E0217,francais,11.45,1
N021612,E0217,sciences,11.78,1
N021613,E0217,anglais,10.6,1
N021614,E0217,histoire_geographie,11.24,1
N021620,E0217,maths,8.67,2
N021621,E0217,francais,12.52,2
N021622,E0217,sciences,10.77,2
N021623,E0217,anglais,9.32,2
N021624,E0217,histoire_geographie,12.44,2
N021630,E0217,maths,8.86,3
N021631,E0217,francais,11.13,3
N021632,E0217,sciences,11.41,3
N021633,E0217,anglais,11.59,3
N021634,E0217,histoire_geographie,10.31,3
N021710,E0218,maths,6.22,1
N021711,E0218,francais,8.9,1
N021712,E0218,sciences,8.01,1
N021713,E0218,anglais,8.67,1
N021714,E0218,histoire_geographie,9.4,1
N021720,E0218,maths,7.65,2
N021721,E0218,francais,8.94,2
N021722,E0218,sciences,10.22,2
N021723,E0218,anglais,7.63,2
N021724,E0218,histoire_geographie,8.58,2
N021730,E0218,maths,7.79,3
N021731,E0218,francais,8.11,3
N021732,E0218,sciences,8.31,3
N021733,E0218,anglais,9.27,3
N021734,E0218,histoire_geographie,8.06,3
N021810,E0219,maths,13.83,1
N021811,E0219,francais,15.93,1
N021812,E0219,sciences,13.96,1
N021813,E0219,anglais,14.28,1
N021814,E0219,histoire_geographie,14.23,1
N021820,E0219,maths,12.54,2
N021821,E0219,francais,13.46,2
N021822,E0219,sciences,13.52,2
N021823,E0219,anglais,13.31,2
N021824,E0219,histoire_geographie,13.34,2
N021830,E0219,maths,11.73,3
N021831,E0219,francais,14.26,3
N021832,E0219,sciences,15.14,3
N021833,E0219,anglais,11.5,3
N021834,E0219,histoire_geographie,13.21,3
N021910,E0220,maths,4.16,1
N021911,E0220,francais,6.69,1
N021912,E0220,sciences,5.71,1
N021913,E0220,anglais,7.02,1
N021914,E0220,histoire_geographie,8.34,1
N021920,E0220,maths,7.86,2
N021921,E0220,francais,6.83,2
N021922,E0220,sciences,8.3,2
N021923,E0220,anglais,7.9,2
N021924,E0220,histoire_geographie,10.3,2
N021930,E0220,maths,8.88,3
N021931,E0220,francais,7.82,3
N021932,E0220,sciences,7.81,3
N021933,E0220,anglais,7.85,3
N021934,E0220,histoire_geographie,8.05,3
N022010,E0221,maths,6.21,1
N022011,E0221,francais,8.59,1
N022012,E0221,sciences,8.64,1
N022013,E0221,anglais,7.62,1
N022014,E0221,histoire_geographie,11.18,1
N022020,E0221,maths,8.9,2
N022021,E0221,francais,9.55,2
N022022,E0221,sciences,8.98,2
N022023,E0221,anglais,9.61,2
N022024,E0221,histoire_geographie,9.58,2
N022030,E0221,maths,7.66,3
N022031,E0221,francais,10.48,3
N022032,E0221,sciences,9.77,3
N022033,E0221,anglais,9.17,3
N022034,E0221,histoire_geographie,9.39,3
N022110,E0222,maths,9.74,1
N022111,E0222,francais,10.87,1
N022112,E0222,sciences,11.02,1
N022113,E0222,anglais,10.6,1
N022114,E0222,histoire_geographie,14.63,1
N022120,E0222,maths,8.97,2
N022121,E0222,francais,12.78,2
N022122,E0222,sciences,11.41,2
N022123,E0222,anglais,9.04,2
N022124,E0222,histoire_geographie,14.21,2
N022130,E0222,maths,8.02,3
N022131,E0222,francais,14.3,3
N022132,E0222,sciences,9.98,3
N022133,E0222,anglais,10.62,3
N022134,E0222,histoire_geographie,12.06,3
N022210,E0223,maths,12.61,1
N022211,E0223,francais,13.63,1
N022212,E0223,sciences,13.24,1
N022213,E0223,anglais,13.83,1
N022214,E0223,histoire_geographie,12.84,1
N022220,E0223,maths,12.45,2
N022221,E0223,francais,13.14,2
N022222,E0223,sciences,13.07,2
N022223,E0223,anglais,12.33,2
N022224,E0223,histoire_geographie,12.48,2
N022230,E0223,maths,10.19,3
N022231,E0223,francais,13.72,3
N022232,E0223,sciences,14.26,3
N022233,E0223,anglais,11.52,3
N022234,E0223,histoire_geographie,10.84,3
N022310,E0224,maths,14.6,1
N022311,E0224,francais,13.67,1
N022312,E0224,sciences,14.12,1
N022313,E0224,anglais,11.51,1
N022314,E0224,histoire_geographie,14.74,1
N022320,E0224,maths,11.84,2
N022321,E0224,francais,14.48,2
N022322,E0224,sciences,11.54,2
N022323,E0224,anglais,15.82,2
N022324,E0224,histoire_geographie,14.02,2
N022330,E0224,maths,13.54,3
N022331,E0224,francais,13.8,3
N022332,E0224,sciences,12.57,3
N022333,E0224,anglais,14.01,3
N022334,E0224,histoire_geographie,16.47,3
N022410,E0225,maths,8.86,1
N022411,E0225,francais,12.04,1
N022412,E0225,sciences,9.16,1
N022413,E0225,anglais,10.16,1
N022414,E0225,histoire_geographie,12.08,1
N022420,E0225,maths,10.64,2
N022421,E0225,francais,8.95,2
N022422,E0225,sciences,10.41,2
N022423,E0225,anglais,8.85,2
N022424,E0225,histoire_geographie,13.05,2
N022430,E0225,maths,8.39,3
N022431,E0225,francais,11.81,3
N022432,E0225,sciences,13.02,3
N022433,E0225,anglais,8.99,3
N022434,E0225,histoire_geographie,13.04,3
N022510,E0226,maths,8.61,1
N022511,E0226,francais,9.17,1
N022512,E0226,sciences,8.81,1
N022513,E0226,anglais,8.78,1
N022514,E0226,histoire_geographie,10.39,1
N022520,E0226,maths,8.4,2
N022521,E0226,francais,8.49,2
N022522,E0226,sciences,11.12,2
N022523,E0226,anglais,6.59,2
N022524,E0226,histoire_geographie,10.46,2
N022530,E0226,maths,8.13,3
N022531,E0226,francais,9.09,3
N022532,E0226,sciences,9.36,3
N022533,E0226,anglais,9.44,3
N022534,E0226,histoire_geographie,9.99,3
N022610,E0227,maths,7.7,1
N022611,E0227,francais,9.2,1
N022612,E0227,sciences,8.4,1
N022613,E0227,anglais,6.48,1
N022614,E0227,histoire_geographie,9.32,1
N022620,E0227,maths,7.55,2
N022621,E0227,francais,8.01,2
N022622,E0227,sciences,8.34,2
N022623,E0227,anglais,8.98,2
N022624,E0227,histoire_geographie,11.84,2
N022630,E0227,maths,7.42,3
N022631,E0227,francais,11.3,3
N022632,E0227,sciences,8.73,3
N022633,E0227,anglais,8.14,3
N022634,E0227,histoire_geographie,7.44,3
N022710,E0228,maths,7.86,1
N022711,E0228,francais,9.04,1
N022712,E0228,sciences,5.78,1
N022713,E0228,anglais,6.82,1
N022714,E0228,histoire_geographie,9.12,1
N022720,E0228,maths,7.85,2
N022721,E0228,francais,9.26,2
N022722,E0228,sciences,9.6,2
N022723,E0228,anglais,7.87,2
N022724,E0228,histoire_geographie,11.61,2
N022730,E0228,maths,7.89,3
N022731,E0228,francais,10.36,3
N022732,E0228,sciences,7.65,3
N022733,E0228,anglais,7.95,3
N022734,E0228,histoire_geographie,8.19,3
N022810,E0229,maths,12.03,1
N022811,E0229,francais,13.6,1
N022812,E0229,sciences,11.19,1
N022813,E0229,anglais,11.42,1
N022814,E0229,histoire_geographie,10.49,1
N022820,E0229,maths,13.29,2
N022821,E0229,francais,10.38,2
N022822,E0229,sciences,12.51,2
N022823,E0229,anglais,11.71,2
N022824,E0229,histoire_geographie,13.34,2
N022830,E0229,maths,9.29,3
N022831,E0229,francais,11.71,3
N022832,E0229,sciences,12.82,3
N022833,E0229,anglais,11.11,3
N022834,E0229,histoire_geographie,13.4,3
N022910,E0230,maths,8.82,1
N022911,E0230,francais,10.39,1
N022912,E0230,sciences,10.59,1
N022913,E0230,anglais,10.5,1
N022914,E0230,histoire_geographie,12.24,1
N022920,E0230,maths,9.15,2
N022921,E0230,francais,10.65,2
N022922,E0230,sciences,9.37,2
N022923,E0230,anglais,11.58,2
N022924,E0230,histoire_geographie,11.0,2
N022930,E0230,maths,8.28,3
N022931,E0230,francais,10.83,3
N022932,E0230,sciences,9.52,3
N022933,E0230,anglais,8.19,3
N022934,E0230,histoire_geographie,10.93,3
N023010,E0231,maths,10.17,1
N023011,E0231,francais,8.85,1
N023012,E0231,sciences,7.87,1
N023013,E0231,anglais,10.0,1
N023014,E0231,histoire_geographie,12.98,1
N023020,E0231,maths,9.03,2
N023021,E0231,francais,11.67,2
N023022,E0231,sciences,8.88,2
N023023,E0231,anglais,10.18,2
N023024,E0231,histoire_geographie,10.48,2
N023030,E0231,maths,5.88,3
N023031,E0231,francais,8.28,3
N023032,E0231,sciences,10.5,3
N023033,E0231,anglais,7.91,3
N023034,E0231,histoire_geographie,11.35,3
N023110,E0232,maths,6.14,1
N023111,E0232,francais,8.32,1
N023112,E0232,sciences,8.26,1
N023113,E0232,anglais,7.74,1
N023114,E0232,histoire_geographie,6.99,1
N023120,E0232,maths,6.62,2
N023121,E0232,francais,7.29,2
N023122,E0232,sciences,8.18,2
N023123,E0232,anglais,8.82,2
N023124,E0232,histoire_geographie,7.64,2
N023130,E0232,maths,8.21,3
N023131,E0232,francais,7.99,3
N023132,E0232,sciences,9.44,3
N023133,E0232,anglais,7.26,3
N023134,E0232,histoire_geographie,8.56,3
N023210,E0233,maths,10.45,1
N023211,E0233,francais,15.37,1
N023212,E0233,sciences,12.52,1
N023213,E0233,anglais,13.34,1
N023214,E0233,histoire_geographie,13.53,1
N023220,E0233,maths,13.93,2
N023221,E0233,francais,11.93,2
N023222,E0233,sciences,12.71,2
N023223,E0233,anglais,12.14,2
N023224,E0233,histoire_geographie,15.59,2
N023230,E0233,maths,12.57,3
N023231,E0233,francais,11.6,3
N023232,E0233,sciences,12.97,3
N023233,E0233,anglais,11.5,3
N023234,E0233,histoire_geographie,15.32,3
N023310,E0234,maths,8.76,1
N023311,E0234,francais,10.3,1
N023312,E0234,sciences,11.23,1
N023313,E0234,anglais,6.78,1
N023314,E0234,histoire_geographie,9.58,1
N023320,E0234,maths,8.32,2
N023321,E0234,francais,9.08,2
N023322,E0234,sciences,9.22,2
N023323,E0234,anglais,9.42,2
N023324,E0234,histoire_geographie,11.02,2
N023330,E0234,maths,9.6,3
N023331,E0234,francais,7.65,3
N023332,E0234,sciences,10.41,3
N023333,E0234,anglais,8.96,3
N023334,E0234,histoire_geographie,9.97,3
N023410,E0235,maths,12.17,1
N023411,E0235,francais,11.23,1
N023412,E0235,sciences,12.06,1
N023413,E0235,anglais,11.39,1
N023414,E0235,histoire_geographie,12.2,1
N023420,E0235,maths,10.26,2
N023421,E0235,francais,11.94,2
N023422,E0235,sciences,13.95,2
N023423,E0235,anglais,11.12,2
N023424,E0235,histoire_geographie,11.31,2
N023430,E0235,maths,10.01,3
N023431,E0235,francais,13.84,3
N023432,E0235,sciences,14.11,3
N023433,E0235,anglais,12.11,3
N023434,E0235,histoire_geographie,12.13,3
N023510,E0236,maths,10.03,1
N023511,E0236,francais,11.05,1
N023512,E0236,sciences,11.98,1
N023513,E0236,anglais,12.06,1
N023514,E0236,histoire_geographie,12.32,1
N023520,E0236,maths,12.15,2
N023521,E0236,francais,8.57,2
N023522,E0236,sciences,10.74,2
N023523,E0236,anglais,11.04,2
N023524,E0236,histoire_geographie,10.18,2
N023530,E0236,maths,10.14,3
N023531,E0236,francais,10.99,3
N023532,E0236,sciences,10.71,3
N023533,E0236,anglais,9.98,3
N023534,E0236,histoire_geographie,10.14,3
N023610,E0237,maths,11.61,1
N023611,E0237,francais,11.09,1
N023612,E0237,sciences,8.99,1
N023613,E0237,anglais,11.06,1
N023614,E0237,histoire_geographie,11.92,1
N023620,E0237,maths,9.97,2
N023621,E0237,francais,11.14,2
N023622,E0237,sciences,11.56,2
N023623,E0237,anglais,8.95,2
N023624,E0237,histoire_geographie,13.59,2
N023630,E0237,maths,11.57,3
N023631,E0237,francais,12.23,3
N023632,E0237,sciences,11.85,3
N023633,E0237,anglais,7.46,3
N023634,E0237,histoire_geographie,13.5,3
N023710,E0238,maths,9.73,1
N023711,E0238,francais,10.16,1
N023712,E0238,sciences,11.66,1
N023713,E0238,anglais,10.68,1
N023714,E0238,histoire_geographie,13.0,1
N023720,E0238,maths,7.8,2
N023721,E0238,francais,11.95,2
N023722,E0238,sciences,10.93,2
N023723,E0238,anglais,9.82,2
N023724,E0238,histoire_geographie,12.91,2
N023730,E0238,maths,9.55,3
N023731,E0238,francais,8.04,3
N023732,E0238,sciences,10.38,3
N023733,E0238,anglais,11.38,3
N023734,E0238,histoire_geographie,10.65,3
N023810,E0239,maths,9.92,1
N023811,E0239,francais,9.65,1
N023812,E0239,sciences,10.48,1
N023813,E0239,anglais,10.56,1
N023814,E0239,histoire_geographie,8.94,1
N023820,E0239,maths,7.51,2
N023821,E0239,francais,7.51,2
N023822,E0239,sciences,8.57,2
N023823,E0239,anglais,10.17,2
N023824,E0239,histoire_geographie,7.94,2
N023830,E0239,maths,8.63,3
N023831,E0239,francais,11.62,3
N023832,E0239,sciences,9.85,3
N023833,E0239,anglais,9.98,3
N023834,E0239,histoire_geographie,8.19,3
N023910,E0240,maths,9.34,1
N023911,E0240,francais,12.14,1
N023912,E0240,sciences,11.45,1
N023913,E0240,anglais,10.58,1
N023914,E0240,histoire_geographie,12.94,1
N023920,E0240,maths,9.88,2
N023921,E0240,francais,13.16,2
N023922,E0240,sciences,13.54,2
N023923,E0240,anglais,12.15,2
N023924,E0240,histoire_geographie,13.13,2
N023930,E0240,maths,10.71,3
N023931,E0240,francais,12.31,3
N023932,E0240,sciences,10.99,3
N023933,E0240,anglais,11.43,3
N023934,E0240,histoire_geographie,11.44,3
N024010,E0241,maths,7.03,1
N024011,E0241,francais,7.68,1
N024012,E0241,sciences,8.0,1
N024013,E0241,anglais,6.92,1
N024014,E0241,histoire_geographie,6.52,1
N024020,E0241,maths,8.01,2
N024021,E0241,francais,7.95,2
N024022,E0241,sciences,9.02,2
N024023,E0241,anglais,8.19,2
N024024,E0241,histoire_geographie,8.85,2
N024030,E0241,maths,8.3,3
N024031,E0241,francais,8.29,3
N024032,E0241,sciences,8.56,3
N024033,E0241,anglais,6.05,3
N024034,E0241,histoire_geographie,8.84,3
N024110,E0242,maths,25.0,1
N024111,E0242,francais,5.57,1
N024112,E0242,sciences,6.68,1
N024113,E0242,anglais,8.1,1
N024114,E0242,histoire_geographie,7.72,1
N024120,E0242,maths,3.11,2
N024121,E0242,francais,7.04,2
N024122,E0242,sciences,5.31,2
N024123,E0242,anglais,4.76,2
N024124,E0242,histoire_geographie,5.88,2
N024130,E0242,maths,3.75,3
N024131,E0242,francais,5.81,3
N024132,E0242,sciences,4.49,3
N024133,E0242,anglais,5.65,3
N024134,E0242,histoire_geographie,8.48,3
N024210,E0243,maths,12.4,1
N024211,E0243,francais,12.66,1
N024212,E0243,sciences,12.06,1
N024213,E0243,anglais,12.92,1
N024214,E0243,histoire_geographie,13.2,1
N024220,E0243,maths,10.27,2
N024221,E0243,francais,13.14,2
N024222,E0243,sciences,13.29,2
N024223,E0243,anglais,12.81,2
N024224,E0243,histoire_geographie,13.69,2
N024230,E0243,maths,10.26,3
N024231,E0243,francais,11.77,3
N024232,E0243,sciences,11.55,3
N024233,E0243,anglais,12.75,3
N024234,E0243,histoire_geographie,11.93,3
N024310,E0244,maths,8.66,1
N024311,E0244,francais,15.52,1
N024312,E0244,sciences,12.64,1
N024313,E0244,anglais,12.28,1
N024314,E0244,histoire_geographie,12.13,1
N024320,E0244,maths,9.64,2
N024321,E0244,francais,13.19,2
N024322,E0244,sciences,9.95,2
N024323,E0244,anglais,11.62,2
N024324,E0244,histoire_geographie,13.85,2
N024330,E0244,maths,12.79,3
N024331,E0244,francais,12.84,3
N024332,E0244,sciences,11.72,3
N024333,E0244,anglais,10.99,3
N024334,E0244,histoire_geographie,10.09,3
N024410,E0245,maths,10.39,1
N024411,E0245,francais,8.94,1
N024412,E0245,sciences,9.96,1
N024413,E0245,anglais,7.47,1
N024414,E0245,histoire_geographie,11.01,1
N024420,E0245,maths,8.81,2
N024421,E0245,francais,9.86,2
N024422,E0245,sciences,10.84,2
N024423,E0245,anglais,9.29,2
N024424,E0245,histoire_geographie,11.67,2
N024430,E0245,maths,8.92,3
N024431,E0245,francais,9.23,3
N024432,E0245,sciences,10.03,3
N024433,E0245,anglais,10.64,3
N024434,E0245,histoire_geographie,11.89,3
N024510,E0246,maths,13.45,1
N024511,E0246,francais,13.13,1
N024512,E0246,sciences,13.57,1
N024513,E0246,anglais,12.07,1
N024514,E0246,histoire_geographie,14.74,1
N024520,E0246,maths,13.86,2
N024521,E0246,francais,13.69,2
N024522,E0246,sciences,12.65,2
N024523,E0246,anglais,11.92,2
N024524,E0246,histoire_geographie,13.43,2
N024530,E0246,maths,11.02,3
N024531,E0246,francais,14.91,3
N024532,E0246,sciences,13.8,3
N024533,E0246,anglais,11.26,3
N024534,E0246,histoire_geographie,15.84,3
N024610,E0247,maths,12.74,1
N024611,E0247,francais,13.74,1
N024612,E0247,sciences,12.56,1
N024613,E0247,anglais,12.76,1
N024614,E0247,histoire_geographie,13.54,1
N024620,E0247,maths,11.7,2
N024621,E0247,francais,14.71,2
N024622,E0247,sciences,14.04,2
N024623,E0247,anglais,11.59,2
N024624,E0247,histoire_geographie,11.42,2
N024630,E0247,maths,11.73,3
N024631,E0247,francais,14.05,3
N024632,E0247,sciences,11.04,3
N024633,E0247,anglais,11.48,3
N024634,E0247,histoire_geographie,11.38,3
N024710,E0248,maths,8.53,1
N024711,E0248,francais,12.67,1
N024712,E0248,sciences,12.51,1
N024713,E0248,anglais,10.44,1
N024714,E0248,histoire_geographie,12.32,1
N024720,E0248,maths,10.15,2
N024721,E0248,francais,10.95,2
N024722,E0248,sciences,10.27,2
N024723,E0248,anglais,10.17,2
N024724,E0248,histoire_geographie,10.44,2
N024730,E0248,maths,10.74,3
N024731,E0248,francais,11.98,3
N024732,E0248,sciences,10.19,3
N024733,E0248,anglais,10.69,3
N024734,E0248,histoire_geographie,13.41,3
N024810,E0249,maths,7.83,1
N024811,E0249,francais,10.2,1
N024812,E0249,sciences,10.58,1
N024813,E0249,anglais,11.51,1
N024814,E0249,histoire_geographie,11.38,1
N024820,E0249,maths,10.89,2
N024821,E0249,francais,10.16,2
N024822,E0249,sciences,13.78,2
N024823,E0249,anglais,10.57,2
N024824,E0249,histoire_geographie,12.91,2
N024830,E0249,maths,11.9,3
N024831,E0249,francais,11.22,3
N024832,E0249,sciences,10.51,3
N024833,E0249,anglais,11.3,3
N024834,E0249,histoire_geographie,12.35,3
N024910,E0250,maths,8.78,1
N024911,E0250,francais,9.5,1
N024912,E0250,sciences,10.07,1
N024913,E0250,anglais,8.92,1
N024914,E0250,histoire_geographie,10.51,1
N024920,E0250,maths,9.54,2
N024921,E0250,francais,8.51,2
N024922,E0250,sciences,7.62,2
N024923,E0250,anglais,9.7,2
N024924,E0250,histoire_geographie,8.65,2
N024930,E0250,maths,7.18,3
N024931,E0250,francais,8.85,3
N024932,E0250,sciences,6.69,3
N024933,E0250,anglais,5.38,3
N024934,E0250,histoire_geographie,9.68,3
N025010,E0251,maths,7.39,1
N025011,E0251,francais,11.8,1
N025012,E0251,sciences,8.78,1
N025013,E0251,anglais,7.34,1
N025014,E0251,histoire_geographie,12.06,1
N025020,E0251,maths,9.8,2
N025021,E0251,francais,11.06,2
N025022,E0251,sciences,10.17,2
N025023,E0251,anglais,9.25,2
N025024,E0251,histoire_geographie,11.84,2
N025030,E0251,maths,9.84,3
N025031,E0251,francais,9.96,3
N025032,E0251,sciences,10.15,3
N025033,E0251,anglais,10.74,3
N025034,E0251,histoire_geographie,11.32,3
N025110,E0252,maths,9.76,1
N025111,E0252,francais,11.02,1
N025112,E0252,sciences,9.96,1
N025113,E0252,anglais,7.47,1
N025114,E0252,histoire_geographie,11.89,1
N025120,E0252,maths,8.99,2
N025121,E0252,francais,10.69,2
N025122,E0252,sciences,10.42,2
N025123,E0252,anglais,7.59,2
N025124,E0252,histoire_geographie,11.17,2
N025130,E0252,maths,10.31,3
N025131,E0252,francais,7.61,3
N025132,E0252,sciences,9.44,3
N025133,E0252,anglais,8.31,3
N025134,E0252,histoire_geographie,11.9,3
N025210,E0253,maths,11.76,1
N025211,E0253,francais,9.83,1
N025212,E0253,sciences,8.94,1
N025213,E0253,anglais,10.56,1
N025214,E0253,histoire_geographie,9.79,1
N025220,E0253,maths,9.85,2
N025221,E0253,francais,11.45,2
N025222,E0253,sciences,13.12,2
N025223,E0253,anglais,12.09,2
N025224,E0253,histoire_geographie,11.75,2
N025230,E0253,maths,9.8,3
N025231,E0253,francais,9.81,3
N025232,E0253,sciences,9.49,3
N025233,E0253,anglais,11.01,3
N025234,E0253,histoire_geographie,12.09,3
N025310,E0254,maths,9.15,1
N025311,E0254,francais,10.99,1
N025312,E0254,sciences,10.1,1
N025313,E0254,anglais,9.21,1
N025314,E0254,histoire_geographie,11.25,1
