id_absence,id_eleve,date,type,duree_jours
A001379,E0314,2025-10-14,absence,1
A001380,E0314,2026-01-27,absence,1
A001381,E0315,2026-01-06,absence,1
A001382,E0315,2025-09-03,absence,1
A001383,E0315,2025-10-07,absence,1
A001384,E0316,2026-05-21,absence,1
A001385,E0316,2025-09-15,absence,1
A001386,E0317,2026-04-28,absence,1
A001387,E0317,2026-03-23,absence,1
A001388,E0317,2026-04-20,tardif,0
A001389,E0317,2025-09-18,absence,1
A001390,E0317,2026-05-26,absence,1
A001391,E0317,2025-10-07,absence,1
A001392,E0318,2026-01-20,absence,1
A001393,E0318,2025-12-19,tardif,0
A001394,E0318,2026-02-25,absence,1
A001395,E0318,2026-03-20,tardif,0
A001396,E0319,2025-09-15,tardif,0
A001397,E0321,2025-11-17,absence,1
A001398,E0321,2026-03-12,tardif,0
A001399,E0322,2026-05-06,tardif,0
A001400,E0322,2026-03-11,absence,1
A001401,E0323,2025-12-01,absence,1
A001402,E0323,2026-02-05,tardif,0
A001403,E0323,2025-09-12,absence,1
A001404,E0324,2026-03-11,absence,1
A001405,E0325,2025-11-04,absence,1
A001406,E0325,2026-01-23,absence,1
A001407,E0327,2025-09-11,absence,1
A001408,E0327,2025-09-16,absence,1
A001409,E0327,2026-02-13,tardif,0
A001410,E0327,2026-01-06,absence,1
A001411,E0328,2026-06-19,absence,1
A001412,E0328,2025-12-12,tardif,0
A001413,E0328,2026-05-28,tardif,0
A001414,E0328,2026-05-13,tardif,0
A001415,E0328,2026-05-18,tardif,0
A001416,E0328,2026-02-23,absence,1
A001417,E0329,2026-01-13,tardif,0
A001418,E0330,2025-10-28,absence,1
A001419,E0331,2026-03-03,absence,1
A001420,E0332,2026-01-23,absence,1
A001421,E0333,2026-02-27,absence,1
A001422,E0333,2025-09-19,absence,1
A001423,E0333,2026-05-18,absence,1
A001424,E0333,2025-12-12,absence,1
A001425,E0334,2025-11-27,absence,1
A001426,E0335,2026-05-22,tardif,0
A001427,E0335,2025-12-10,tardif,0
A001428,E0335,2026-01-07,tardif,0
A001429,E0335,2026-02-11,absence,1
A001430,E0335,2025-11-21,absence,1
A001431,E0335,2026-06-17,absence,1
A001432,E0336,2026-04-15,absence,1
A001433,E0336,2025-11-14,absence,1
A001434,E0336,2026-04-30,tardif,0
A001435,E0336,2026-05-04,absence,1
A001436,E0336,2026-03-04,absence,1
A001437,E0336,2025-09-02,absence,1
A001438,E0337,2026-01-30,absence,1
A001439,E0337,2026-06-04,absence,1
A001440,E0338,2025-09-09,absence,1
A001441,E0339,2026-05-04,absence,1
A001442,E0339,2025-11-06,absence,1
A001443,E0340,2025-09-22,absence,1
A001444,E0340,2026-03-05,tardif,0
A001445,E0340,2026-04-22,absence,1
A001446,E0341,2025-09-04,absence,1
A001447,E0341,2025-09-29,absence,1
A001448,E0341,2026-04-27,absence,1
A001449,E0341,2026-05-15,absence,1
A001450,E0341,2026-05-08,tardif,0
A001451,E0342,2026-04-17,absence,1
A001452,E0342,2025-09-23,absence,1
A001453,E0342,2026-06-10,tardif,0
A001454,E0343,2025-09-08,tardif,0
A001455,E0344,2026-03-17,tardif,0
A001456,E0345,2025-09-04,absence,1
A001457,E0345,2025-12-16,absence,1
A001458,E0345,2026-05-29,tardif,0
A001459,E0346,2025-09-30,tardif,0
A001460,E0346,2025-11-21,absence,1
A001461,E0346,2025-10-23,absence,1
A001462,E0346,2025-11-20,tardif,0
A001463,E0347,2025-09-02,absence,1
A001464,E0347,2026-06-03,absence,1
A001465,E0347,2026-06-08,absence,1
A001466,E0347,2026-04-28,absence,1
A001467,E0347,2025-11-12,absence,1
A001468,E0347,2026-06-29,absence,1
A001469,E0347,2026-02-02,absence,1
A001470,E0348,2025-12-15,absence,1
A001471,E0348,2026-05-13,absence,1
A001472,E0348,2026-04-09,absence,1
A001473,E0348,2026-05-01,absence,1
A001474,E0348,2026-04-20,absence,1
A001475,E0348,2025-10-16,tardif,0
A001476,E0349,2025-11-10,tardif,0
A001477,E0349,2025-11-25,absence,1
A001478,E0349,2026-02-24,absence,1
A001479,E0349,2026-04-02,absence,1
A001480,E0350,2026-06-18,absence,1
A001481,E0351,2026-02-05,tardif,0
A001482,E0351,2026-02-02,absence,1
A001483,E0351,2026-06-11,absence,1
A001484,E0351,2026-03-02,absence,1
A001485,E0351,2026-06-05,absence,1
A001486,E0351,2026-05-13,tardif,0
A001487,E0351,2025-09-26,absence,1
A001488,E0351,2026-03-09,absence,1
A001489,E0352,2025-10-06,absence,1
A001490,E0352,2026-05-19,absence,1
A001491,E0352,2025-11-03,absence,1
A001492,E0353,2025-10-10,absence,1
A001493,E0353,2026-01-12,absence,1
A001494,E0353,2026-05-04,absence,1
A001495,E0353,2026-02-02,absence,1
A001496,E0353,2025-12-24,tardif,0
A001497,E0354,2026-03-17,absence,1
A001498,E0354,2026-06-04,absence,1
A001499,E0354,2026-04-10,absence,1
A001500,E0354,2026-03-13,absence,1
A001501,E0354,2025-09-03,tardif,0
A001502,E0354,2026-01-13,absence,1
A001503,E0355,2025-09-26,absence,1
A001504,E0356,2025-10-30,absence,1
A001505,E0356,2025-12-05,tardif,0
A001506,E0357,2025-09-29,absence,1
A001507,E0358,2026-05-14,tardif,0
A001508,E0358,2025-10-21,absence,1
A001509,E0359,2025-10-14,absence,1
A001510,E0359,2026-01-26,absence,1
A001511,E0359,2025-09-11,absence,1
A001512,E0361,2025-09-11,absence,1
A001513,E0361,2026-02-06,absence,1
A001514,E0361,2025-10-15,absence,1
A001515,E0362,2026-06-24,absence,1
A001516,E0362,2025-09-24,tardif,0
A001517,E0362,2026-01-20,absence,1
A001518,E0362,2025-09-05,tardif,0
A001519,E0363,2025-11-27,tardif,0
A001520,E0363,2025-09-29,tardif,0
A001521,E0363,2025-12-17,absence,1
A001522,E0364,2025-12-31,absence,1
A001523,E0364,2026-06-24,absence,1
A001524,E0364,2025-10-13,absence,1
A001525,E0364,2026-01-30,absence,1
A001526,E0364,2025-10-09,absence,1
A001527,E0364,2026-02-04,absence,1
A001528,E0365,2026-02-16,absence,1
A001529,E0365,2026-06-12,absence,1
A001530,E0367,2025-12-12,tardif,0
A001531,E0367,2025-10-02,absence,1
A001532,E0367,2026-01-30,absence,1
A001533,E0368,2026-05-08,absence,1
A001534,E0368,2026-03-03,absence,1
A001535,E0368,2026-01-20,tardif,0
A001536,E0368,2025-10-10,absence,1
A001537,E0369,2026-02-17,tardif,0
A001538,E0370,2025-12-19,tardif,0
A001539,E0370,2025-10-15,absence,1
A001540,E0371,2026-03-24,tardif,0
A001541,E0372,2025-10-27,absence,1
A001542,E0372,2025-09-03,absence,1
A001543,E0373,2026-04-16,absence,1
A001544,E0373,2025-09-29,absence,1
A001545,E0373,2025-09-12,tardif,0
A001546,E0373,2025-09-10,absence,1
A001547,E0373,2025-12-31,absence,1
A001548,E0374,2026-04-08,absence,1
A001549,E0374,2026-03-13,absence,1
A001550,E0374,2026-03-31,absence,1
A001551,E0374,2025-11-11,absence,1
A001552,E0375,2025-12-02,absence,1
A001553,E0376,2026-04-28,tardif,0
A001554,E0376,2025-11-24,absence,1
A001555,E0376,2026-01-13,absence,1
A001556,E0376,2025-09-22,absence,1
A001557,E0376,2026-02-16,tardif,0
A001558,E0376,2026-01-20,tardif,0
A001559,E0376,2025-10-22,absence,1
A001560,E0376,2026-03-30,absence,1
A001561,E0377,2026-01-22,absence,1
A001562,E0377,2025-10-24,absence,1
A001563,E0377,2026-02-06,tardif,0
A001564,E0378,2025-12-16,tardif,0
A001565,E0379,2026-06-25,absence,1
A001566,E0379,2025-09-03,absence,1
A001567,E0379,2026-05-29,tardif,0
A001568,E0380,2026-04-01,absence,1
A001569,E0380,2026-03-13,tardif,0
A001570,E0381,2025-09-22,absence,1
A001571,E0382,2026-05-28,absence,1
A001572,E0386,2026-03-16,tardif,0
A001573,E0386,2025-09-02,absence,1
A001574,E0386,2026-03-18,absence,1
A001575,E0386,2025-12-05,absence,1
A001576,E0386,2025-11-06,absence,1
A001577,E0386,2025-11-17,absence,1
A001578,E0386,2025-12-09,tardif,0
A001579,E0386,2026-01-16,absence,1
A001580,E0386,2026-01-20,absence,1
A001581,E0386,2025-09-26,tardif,0
A001582,E0386,2025-11-03,absence,1
A001583,E0387,2025-11-18,absence,1
A001584,E0387,2025-11-20,absence,1
A001585,E0388,2026-01-05,absence,1
A001586,E0389,2026-01-06,absence,1
A001587,E0390,2026-05-06,tardif,0
A001588,E0390,2025-09-11,absence,1
A001589,E0390,2025-11-18,tardif,0
A001590,E0391,2026-01-22,absence,1
A001591,E0391,2025-11-12,absence,1
A001592,E0391,2025-09-16,absence,1
A001593,E0391,2026-05-21,absence,1
A001594,E0391,2026-04-10,absence,1
A001595,E0391,2025-09-19,absence,1
A001596,E0392,2026-03-09,absence,1
A001597,E0392,2025-11-17,absence,1
A001598,E0392,2025-10-07,absence,1
A001599,E0392,2025-12-08,absence,1
A001600,E0392,2026-02-06,tardif,0
A001601,E0392,2026-06-12,absence,1
A001602,E0392,2026-06-11,absence,1
A001603,E0392,2026-02-20,absence,1
A001604,E0392,2026-04-28,tardif,0
A001605,E0392,2026-06-09,absence,1
A001606,E0392,2026-06-08,absence,1
A001607,E0392,2026-04-29,absence,1
A001608,E0393,2026-02-02,absence,1
A001609,E0393,2025-11-06,absence,1
A001610,E0393,2026-03-04,tardif,0
A001611,E0394,2025-10-07,absence,1
A001612,E0394,2025-11-20,tardif,0
A001613,E0394,2025-12-18,absence,1
A001614,E0394,2026-06-10,tardif,0
A001615,E0394,2026-02-24,absence,1
A001616,E0394,2025-09-15,absence,1
A001617,E0394,2026-01-14,absence,1
A001618,E0394,2025-09-11,absence,1
A001619,E0394,2025-09-30,absence,1
A001620,E0395,2026-03-24,absence,1
A001621,E0395,2026-04-27,absence,1
A001622,E0396,2026-04-29,absence,1
A001623,E0396,2025-10-23,absence,1
A001624,E0397,2026-04-09,absence,1
A001625,E0397,2025-09-04,absence,1
A001626,E0397,2026-01-26,tardif,0
A001627,E0397,2025-09-04,absence,1
A001628,E0397,2026-03-10,absence,1
A001629,E0397,2026-05-11,absence,1
A001630,E0397,2026-04-29,absence,1
A001631,E0398,2025-09-26,absence,1
A001632,E0398,2025-10-24,absence,1
A001633,E0398,2025-09-22,absence,1
A001634,E0398,2026-04-20,tardif,0
A001635,E0398,2026-06-26,absence,1
A001636,E0398,2026-03-30,absence,1
A001637,E0398,2026-02-23,tardif,0
A001638,E0398,2026-03-30,absence,1
A001639,E0398,2026-06-11,absence,1
A001640,E0398,2025-09-01,absence,1
A001641,E0399,2026-05-18,absence,1
A001642,E0399,2025-09-17,absence,1
A001643,E0399,2026-05-06,tardif,0
A001644,E0399,2026-01-09,absence,1
A001645,E0400,2026-03-11,absence,1
A001646,E0400,2026-04-14,absence,1
A001647,E0400,2026-04-23,absence,1
A001648,E0004,2026-02-19,absence,1
A001649,E0004,2025-12-01,absence,1
A001650,E0004,2026-02-11,absence,1
A001651,E0004,2026-02-18,absence,1
A001652,E0004,2026-01-09,absence,1
A001653,E0004,2026-02-27,absence,1
A001654,E0004,2026-02-04,absence,1
A001655,E0004,2025-12-09,absence,1
A001656,E0004,2026-02-16,absence,1
A001657,E0004,2026-01-12,absence,1
A001658,E0004,2026-02-16,absence,1
A001659,E0004,2025-12-09,absence,1
A001660,E0006,2026-02-24,absence,1
A001661,E0006,2026-02-10,absence,1
A001662,E0006,2026-01-29,absence,1
A001663,E0006,2026-02-05,absence,1
A001664,E0006,2025-12-30,absence,1
A001665,E0006,2026-02-19,absence,1
A001666,E0006,2026-01-09,absence,1
A001667,E0006,2026-02-05,absence,1
A001668,E0006,2025-12-01,absence,1
A001669,E0006,2026-01-16,absence,1
A001670,E0006,2025-12-31,absence,1
A001671,E0006,2025-12-09,absence,1
A001672,E0007,2026-01-05,absence,1
A001673,E0007,2026-01-07,absence,1
A001674,E0007,2026-01-12,absence,1
A001675,E0007,2025-12-15,absence,1
A001676,E0007,2026-02-25,absence,1
A001677,E0007,2026-02-25,absence,1
A001678,E0007,2026-02-12,absence,1
A001679,E0007,2026-01-22,absence,1
A001680,E0007,2026-02-12,absence,1
A001681,E0007,2026-02-23,absence,1
A001682,E0007,2026-01-23,absence,1
A001683,E0007,2026-02-19,absence,1
A001684,E0274,2025-11-01,absence,1
A001685,E0057,2025-12-25,absence,1
A001686,E0023,2025-12-26,absence,1
A001687,E0210,2026-01-01,absence,1
